somecoll_pooled_pooled_p75_se
0.025571989
0.015810627
0.0402782
0.073334083
0.029336199
0.17978403
0.054518521
0.018691378
0.036857832
0.052660547
0.047080744
0.064738132
0.051951416
0.055333808
0.072477244
0.022413854
0.027929699
0.096679069
0.091172941
0.03737485
0.095757097
0.024923598
0.02523897
0.045969486
0.029543612
0.023613233
0.039120767
0.021736082
0.057884242
0.043023225
0.041671697
0.093851447
0.07519944
0.043895565
0.016464969
0.034932714
0.0080587212
0.062802143
0.019961899
0.030259587
0.01737156
0.026316004
0.11218841
0.083431691
0.0093727577
0.052397434
0.047348026
0.021619147
0.011382042
0.054481011
0.014215301
0.017245583
0.096151531
0.054633535
0.040321883
0.058253378
0.041381076
0.029909348
0.011364466
0.11073765
0.025872346
0.03149914
0.0178423
0.027039524
0.057387747
0.090080693
0.040062845
0.16779059
0.1599941
0.0095638176
0.089661136
""
""
0.14540057
0.015843967
""
0.12639008
0.021646271
0.026618237
0.042813115
0.054810654
0.12559974
0.2097789
0.027967287
0.070768148
0.057283066
0.10260728
0.13772687
0.11743405
0.053647734
""
0.12137613
0.096196607
""
""
0.11129025
0.04604866
0.017988734
0.017706823
0.04020397
0.033253442
0.054667633
0.10130156
0.0036025136
0.02052483
0.024190575
0.0072328444
0.021837659
0.048563432
0.01677493
0.022230623
0.045581356
0.047604293
0.036095303
0.017563457
0.03406002
0.068849832
0.15192612
0.071483836
0.07524652
0.037012599
0.057264652
0.063782275
0.070652559
0.037989125
0.04464224
0.021906754
0.02776623
0.038461234
0.059738655
0.094959781
0.057544231
0.052469335
0.017985374
0.060343616
0.082939394
0.024623699
0.049861252
0.039963815
0.040020473
0.036395092
0.055628158
0.029931722
0.10086673
0.065159246
0.024099126
0.050091594
0.080446474
0.051425885
0.14259827
0.073776238
0.059160829
0.043126944
0.023811791
0.091529988
0.09230151
0.041192811
0.03843829
0.086158574
0.072869606
0.062928729
0.10631569
0.040354628
0.071196727
0.059434548
0.074537769
0.056694929
0.056491006
0.028368069
0.10058793
0.010674877
0.072666585
0.059587311
0.020776501
0.11053385
0.099948592
0.01649523
0.069493681
0.065983117
0.080320179
0.030608384
0.070409134
0.016933614
0.027681634
0.11454472
0.066010766
0.0046355533
""
0.027018044
0.013613959
0.03229446
0.049561452
0.0047912649
0.038504399
0.011164179
0.0081978813
0.040160935
