coll_hisp_female_mean
""
""
""
""
0.0064624841
""
""
0.5187183
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38665292
""
""
""
""
""
""
""
0.40293592
""
""
""
0.26367578
""
0.23119916
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32079428
""
""
""
""
0.060589775
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25173432
0.28371
0.095690653
0.1530351
""
""
0.20498638
0.20689268
0.2708624
0.21836966
0.18438156
0.29570124
0.23438488
0.16443832
""
""
""
0.14139993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24219139
""
""
""
""
""
0.053184967
""
""
""
""
""
0.26541355
""
""
""
0.30448925
""
0.31506529
0.19379678
""
0.13594122
0.26611599
""
0.21674269
0.18680643
0.18995319
0.22661066
0.27228683
""
0.1962816
0.17938828
""
0.2782093
0.24131769
0.14180723
0.44740906
""
0.14742953
0.20379198
""
""
0.17837849
0.18889929
0.48963457
0.26426017
0.30851886
""
0.20214663
0.27054864
0.16864872
0.2060888
0.26418072
0.35059062
0.19719267
0.28989658
0.33141124
0.21506329
0.27527693
0.21832697
0.29604614
""
0.23793335
0.24059345
0.25971892
0.16742112
0.18747725
0.22210932
""
0.19960822
0.28562844
0.25796121
0.26845315
0.22816835
0.17109703
0.31992269
0.32186136
""
""
""
0.2641755
0.41219929
""
""
""
""
""
""
""
0.10375255
0.14437681
""
0.42858884
""
""
0.27519694
0.42610353
0.11216656
""
""
""
""
""
""
0.3185676
""
""
""
0.27656803
0.2362784
0.15905596
""
""
0.17879714
""
""
""
0.36879739
0.10050565
0.15270483
""
""
""
""
0.18896621
0.18512572
""
0.32843506
""
""
""
""
""
""
""
""
0.15982036
""
0.37976703
0.26809612
0.60341632
0.55384809
0.34899613
0.28193501
0.34908321
0.16366643
0.206928
0.25813791
0.23218407
0.29652092
0.46649233
""
0.31949407
""
0.37154052
0.41217127
""
0.40111735
0.24729861
0.37340936
0.180343
""
""
""
0.21814071
0.16774704
0.2032703
""
""
""
""
""
""
0.1288674
0.20040618
0.16226749
0.204533
0.31656712
""
0.3190653
""
""
""
0.28239095
0.23459135
0.5901925
""
""
""
0.15205298
0.23162077
0.36046115
0.39170107
0.40165985
""
0.32157695
0.082473554
0.28134066
0.25720254
0.34420952
0.22361827
0.37377012
0.24024503
""
0.33140543
0.26169321
0.31871057
0.28364593
0.39531508
""
""
""
""
0.31310385
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3970955
0.42617145
""
""
""
""
0.17263721
""
0.46960846
""
""
0.32284328
""
""
""
""
""
""
""
0.45054516
""
""
""
""
""
""
""
""
""
""
""
0.75648171
""
0.0039036097
""
0.41975653
""
""
""
""
""
""
0.35628605
""
0.11361637
""
""
""
""
""
0.56578159
0.18156861
""
""
""
""
""
""
""
""
""
""
""
""
0.32816899
""
""
""
""
""
""
