kfr_native_black_male_n
113.0
39.0
""
387.0
793.0
180.0
1898.0
23.0
""
685.0
501.0
2773.0
""
47.0
347.0
""
""
172.0
""
285.0
1774.0
1806.0
673.0
723.0
2574.0
214.0
681.0
1245.0
3385.0
288.0
484.0
363.0
2839.0
1651.0
674.0
831.0
350.0
416.0
226.0
216.0
2248.0
419.0
148.0
32.0
293.0
423.0
4329.0
455.0
2266.0
558.0
849.0
1241.0
942.0
51.0
126.0
1874.0
235.0
49.0
61.0
782.0
324.0
1367.0
146.0
74.0
""
28.0
""
""
""
""
398.0
675.0
995.0
538.0
272.0
22.0
457.0
136.0
119.0
4363.0
690.0
120.0
33.0
153.0
1618.0
92.0
91.0
488.0
893.0
174.0
193.0
22.0
""
609.0
""
""
61.0
273.0
1954.0
683.0
370.0
3383.0
1211.0
248.0
407.0
1591.0
453.0
2096.0
231.0
230.0
413.0
884.0
2620.0
336.0
1712.0
1357.0
1780.0
167.0
100.0
160.0
601.0
201.0
194.0
467.0
273.0
1239.0
1184.0
242.0
281.0
323.0
7973.0
361.0
340.0
117.0
139.0
360.0
982.0
1244.0
236.0
437.0
910.0
194.0
150.0
174.0
755.0
250.0
848.0
490.0
493.0
443.0
82.0
2485.0
793.0
332.0
812.0
1571.0
199.0
1372.0
188.0
47.0
23.0
""
422.0
4946.0
105.0
8716.0
""
""
""
136.0
9409.0
350.0
""
493.0
38.0
""
426.0
784.0
""
""
""
""
1340.0
37.0
36.0
2138.0
27.0
""
515.0
""
39.0
214.0
1491.0
""
60.0
81.0
55.0
173.0
806.0
20.0
758.0
131.0
""
63.0
258.0
436.0
1864.0
23.0
58.0
113.0
38.0
152.0
""
""
1378.0
331.0
378.0
3849.0
20.0
43.0
43.0
40.0
51.0
29.0
1776.0
137.0
28.0
75.0
1506.0
647.0
212.0
339.0
""
39.0
""
96.0
""
153.0
""
""
70.0
40.0
107.0
149.0
33.0
58.0
366.0
527.0
23.0
82.0
1781.0
87.0
28.0
""
80.0
""
21.0
356.0
""
145.0
63.0
144.0
249.0
555.0
459.0
8131.0
487.0
4507.0
7209.0
915.0
755.0
228.0
84.0
20.0
""
""
61.0
28.0
""
24.0
294.0
""
""
1190.0
88.0
""
268.0
1889.0
26.0
""
""
""
""
""
""
""
""
20.0
""
22.0
1158.0
""
""
37.0
""
""
""
""
138.0
""
25.0
52.0
""
""
37.0
36.0
""
27.0
26.0
33.0
""
160.0
""
""
""
98.0
393.0
36.0
34.0
222.0
""
335.0
372.0
2393.0
224.0
11139.0
380.0
99.0
""
4277.0
""
23.0
217.0
234.0
58.0
""
""
""
""
""
97.0
110.0
94.0
""
50.0
166.0
""
190.0
23.0
266.0
84.0
""
32.0
""
""
38.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
187.0
""
""
""
25.0
""
""
""
""
""
24.0
""
""
""
""
""
""
""
44.0
""
90.0
""
""
637.0
""
""
""
""
""
""
374.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
946.0
""
""
""
""
28.0
""
""
""
""
""
""
27.0
""
""
170.0
188.0
463.0
""
""
""
""
62.0
109.0
2219.0
43.0
28.0
""
""
180.0
""
79.0
""
38.0
""
27.0
120.0
148.0
39.0
27.0
808.0
72.0
""
25.0
290.0
37.0
""
""
""
""
""
39.0
234.0
56.0
""
123.0
25.0
""
""
""
34.0
""
""
""
""
""
""
""
110.0
41.0
""
875.0
""
1060.0
""
""
""
173.0
""
""
""
""
""
""
26.0
170.0
207.0
302.0
6234.0
1121.0
255.0
169.0
56.0
""
""
""
""
""
26.0
""
""
120.0
""
""
142.0
""
""
""
20.0
""
400.0
161.0
701.0
1918.0
4444.0
195.0
585.0
616.0
469.0
332.0
61.0
""
73.0
""
40.0
1264.0
""
88.0
282.0
62.0
""
162.0
""
""
""
""
""
""
""
""
""
""
""
""
71.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
307.0
""
""
""
""
""
""
""
165.0
""
1008.0
""
296.0
""
""
""
29.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
146.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
184.0
299.0
442.0
62.0
1353.0
538.0
""
""
""
81.0
55.0
2917.0
972.0
""
""
1151.0
42.0
106.0
7590.0
""
""
""
""
68.0
""
30.0
438.0
""
73.0
""
30.0
46.0
""
""
""
""
""
""
""
""
1296.0
