has_mom_black_pooled_mean
0.89320362
0.88229185
0.9164409
0.86003786
0.87327486
0.87351793
0.85641718
0.90102571
0.86896956
0.85138363
0.85561103
0.85450035
0.87214518
0.93245906
0.86874872
0.96756595
0.88585079
0.88540971
0.93070656
0.79921722
0.8085314
0.85248435
0.84509706
0.79276252
0.87719685
0.76479626
0.8328793
0.84646523
0.88250381
0.80246115
0.85990345
0.89396387
0.8857373
0.8900947
0.77434736
0.8293131
0.76769519
0.77616072
0.72854835
0.69046581
0.80058467
0.75736952
0.82074475
0.63870466
0.76217437
0.73762256
0.78587222
0.74693018
0.79008698
0.7784754
0.84675586
0.80415922
0.7583701
0.62327266
0.80288494
0.77460003
0.79455948
0.72642827
0.83758968
0.80279011
0.83882797
0.86675298
0.8001073
0.82414997
0.93092585
0.92803466
""
0.90160447
0.952604
0.93120784
0.71578008
0.75512248
0.73796189
0.82300973
0.80224645
0.83761674
0.80647969
0.87574208
0.83159161
0.81225336
0.79391956
0.91063762
0.88936418
0.88863772
0.86716944
0.91353452
0.8730157
0.89042544
0.85693341
0.82185876
0.85276908
0.85071945
0.90418184
0.85235375
0.93935883
""
0.90664357
0.87366867
0.86547136
0.81040889
0.86463577
0.81735635
0.78563297
0.8259055
0.86686379
0.84373569
0.86673295
0.86906189
0.79459423
0.85581279
0.84130681
0.80812168
0.86091763
0.78487515
0.86116034
0.85243934
0.84890926
0.76485288
0.78740609
0.76283824
0.83106542
0.82687259
0.87590688
0.88009536
0.82338387
0.87541902
0.83682358
0.82130861
0.80278236
0.79239398
0.86942333
0.83257759
0.83368856
0.80609018
0.84986007
0.76688218
0.80986285
0.84146655
0.80090386
0.75887936
0.84948826
0.85549009
0.80376625
0.76572555
0.80945849
0.76864719
0.8496092
0.78190929
0.77789712
0.79184687
0.81808567
0.81328893
0.75042051
0.71069878
0.87614411
0.78210139
0.7735948
0.7744987
0.81277096
0.90127367
0.93985623
0.94885522
0.90263647
0.85114318
0.82354075
0.86054665
0.89947081
0.93209386
0.93151772
0.90858442
0.8965767
0.92270684
0.94836158
0.88466835
0.95807362
0.88764846
0.91276091
0.90832341
0.91176027
0.99451071
0.91850716
0.93951583
0.89022642
0.89974189
0.91452008
0.88764483
0.92652398
0.86160189
0.92085516
0.88196307
0.9265945
0.92873049
0.89009851
0.97773892
0.93717968
0.9216994
0.89729691
0.87534285
0.87466967
0.82629508
0.87992239
0.8734383
0.84436756
0.89814389
0.90193671
0.89545757
0.8809799
0.89847296
0.89798939
0.89678323
0.90619332
0.91015369
0.98808277
0.83382577
0.87077034
0.88002479
0.85545129
0.86026943
0.87938005
0.90068799
0.86961061
0.90619248
0.90336049
0.92812133
0.8694554
0.89786482
0.92361158
0.90707004
0.87814063
0.87330985
0.85229784
0.90246868
0.8240428
0.90537679
""
0.91067338
0.93531042
0.8935073
""
0.92782903
0.9159227
0.89032584
0.90702218
0.88200569
0.94476908
0.89125305
0.87008047
0.87853599
0.93142962
0.89086848
0.87708747
0.89206523
0.86302894
""
0.90447509
0.89400303
0.85294396
0.87336528
0.95790756
0.8351326
0.79367959
0.87413412
0.87759978
0.877509
0.85380626
0.81122631
0.88392627
0.83763915
0.84441942
0.8872968
0.85475588
0.82783151
0.79761904
0.8689307
""
0.80351663
0.87144881
0.90015721
0.96432865
0.95358288
0.86859483
0.71801221
""
0.86945689
0.89741647
0.86565584
0.90517634
