work_26_white_female_p75_se
0.055125333
0.087426573
0.030914424
0.034453515
0.026274288
0.040985104
0.055130918
0.059266374
0.02888868
0.050477006
0.076662883
0.14682804
0.04614456
0.071158797
0.037055146
0.04598118
0.035968751
0.059383269
0.024459109
0.029299423
0.027558047
0.026292318
0.029023901
0.068689033
0.040499102
0.04390315
0.052317474
0.045740593
0.034889273
0.062067516
0.027125504
0.039702896
0.051545769
0.038792495
0.052536473
0.044186037
0.068030305
0.053938501
""
0.043396004
0.041291751
0.044393841
0.04944814
0.054772008
0.060154039
0.13699877
0.12534614
0.069351166
0.087778114
0.062403806
0.068369865
0.046630453
0.10916232
0.041706365
0.047653172
0.064503327
0.037138484
0.035076462
0.048747536
0.048269361
0.07584022
0.055033643
0.053681076
0.039856628
0.041586697
""
0.085574411
0.17232813
0.044932716
0.049308006
0.074413918
0.060105316
0.063968413
0.065512359
0.082324453
0.083839402
0.063041441
0.061564129
0.12681624
0.099541217
""
0.79924744
0.047719005
0.15020907
0.039247412
0.04094661
0.03331558
0.051284246
0.044640295
0.080337919
0.076000668
0.055028189
0.06498608
0.031851202
0.033218253
0.050347932
0.17410387
0.039954472
0.048737891
0.061511554
0.044918038
0.047408566
0.038833983
0.057052713
0.055522352
""
0.069198906
0.041645754
0.033394489
0.063013636
0.055590898
0.16525643
0.050051719
0.043182291
0.050476588
0.12564203
0.068982646
0.062657207
0.044604402
0.067136809
0.055483315
0.052172672
0.054515895
0.085881233
0.085448518
0.056110341
0.050595403
0.10401613
0.082239881
0.060861215
""
0.05692346
0.089378037
0.15406108
0.10580876
0.17330326
0.056068774
0.20068634
0.0666233
0.045378719
0.042496614
""
""
0.058874194
0.087412909
0.046959117
0.092594206
0.11986995
0.04379531
0.062927268
0.064333864
0.10256778
0.091768913
0.072654366
0.060088709
0.068468064
0.085287675
0.12840202
0.076169237
0.083599724
0.064796932
0.076400392
0.028085057
0.032049291
0.085472278
0.074916951
0.094966985
0.18595549
0.038899679
0.0333989
0.062548079
0.044994682
0.033437498
0.044216596
0.057167303
0.063175194
0.057222642
0.061566845
0.061791915
0.12791568
0.12921175
0.11450992
0.10479148
0.06644775
0.078792311
0.07917621
0.14211461
0.089506544
0.084905751
0.075672932
0.032233406
0.042328812
0.10040379
0.046332724
0.057567269
0.090756699
0.06993252
0.16648574
0.095024496
0.10774419
0.090108536
0.12833811
0.11315177
0.04296381
0.074390985
0.14260182
0.17182681
0.044401575
0.047432989
0.051617619
0.056437425
0.058778681
0.056066554
0.040932033
0.043110367
0.026109438
0.03872573
0.033495463
0.063070491
0.054052237
0.061256777
0.067023501
