hs_pooled_female_mean_se
0.014862721
0.0096484236
0.02133291
0.035366524
0.015434588
0.050855357
0.022310795
0.011013666
0.018631833
0.028453365
0.019773217
0.032929495
0.02368837
0.03272954
0.030991463
0.013999287
0.016471632
0.031689525
0.044412747
0.019289894
0.030366028
0.013440989
0.013672027
0.018684801
0.016347783
0.012623905
0.019251382
0.010891998
0.025742304
0.022457814
0.022486197
0.039425131
0.031848814
0.024588035
0.0098952828
0.014166573
0.0042449813
0.030807698
0.011776247
0.018368091
0.011290174
0.015463277
0.029786531
0.02923874
0.0065801861
0.021958176
0.025190262
0.013630057
0.006177193
0.022106098
0.0079078684
0.0099427076
0.044264995
0.02318562
0.024744865
0.02806625
0.016588448
0.017410971
0.007539717
0.031607993
0.013828564
0.018188216
0.0099178683
0.014266919
0.026766457
0.035601102
0.025899326
0.025521344
""
0.005412173
0.026080752
""
""
0.056559224
0.0095877284
""
0.064269364
0.015409298
0.016890075
0.01967792
0.012311079
0.036841605
0.1138117
0.014446481
0.021675186
0.047778517
0.045859795
""
0.048266884
0.028825313
""
0.063820854
0.059490893
""
""
0.049538862
0.018257756
0.01070302
0.0097487913
0.018644299
0.021148635
0.036357734
0.031755142
0.0021914497
0.010330808
0.011882346
0.0041282
0.011116592
0.020942003
0.0098298499
0.010938025
0.02313167
0.020067722
0.015267385
0.0086384136
0.015105167
0.025831496
0.047460161
0.01879674
0.027804689
0.020917047
0.022090361
0.017067268
0.028668821
0.018506519
0.022050997
0.011281115
0.013438166
0.015334268
0.027643921
0.025243793
0.023466982
0.017999398
0.0089926226
0.020760732
0.024683157
0.012580329
0.02430265
0.015921675
0.021841552
0.01618058
0.030510049
0.015292152
0.037919436
0.026653035
0.010394425
0.026034214
0.050252654
0.025321821
0.02672518
0.034235876
0.026845578
0.020365575
0.012303543
0.027566696
0.029173771
0.016759492
0.015512607
0.028478926
0.047041081
0.02462732
0.029492656
0.015911492
0.033997305
0.023744686
0.025914356
0.022300139
0.020751722
0.013858122
0.021609003
0.0056569912
0.023587061
0.023656202
0.0098991496
0.03564069
0.030082319
0.0090456065
0.031562667
0.025801098
0.0298387
0.015383672
0.017988458
0.0090300469
0.01263097
0.039920896
