kfr_native_other_female_p75_se
""
""
""
""
""
""
""
0.086273924
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.086232603
""
0.045658566
""
""
""
""
""
""
""
0.039416775
""
""
""
0.065472975
""
0.077734113
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028688174
""
""
""
""
0.060308561
""
""
0.078349836
0.069418982
""
""
""
""
0.066760853
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059337154
0.071974285
""
""
""
""
0.015550512
0.070065849
0.096836768
0.0301899
0.072530843
""
""
0.075693354
""
""
""
0.059280496
""
""
""
""
""
""
""
""
""
""
""
""
0.096072927
""
""
""
""
""
0.084737897
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051410697
""
""
""
""
""
0.056801215
""
""
""
""
""
0.059968062
""
""
""
0.01397469
""
""
0.050935168
""
""
0.015446194
""
0.047482625
0.029348154
""
0.060007468
""
""
0.031081837
0.069482297
""
""
0.009113091
0.063467823
0.036634266
""
0.081129231
0.051878214
""
""
0.029436318
0.056591947
0.058869578
0.013215093
0.037233695
""
0.018600866
0.016563307
""
0.018014051
0.01346984
0.026945043
0.026436957
0.039068524
0.022610046
0.029875141
0.013631119
0.049717341
0.050270732
""
0.069530919
0.022949714
0.025502101
0.03223709
0.0577446
0.089297593
""
0.0456849
0.082682088
0.021066414
0.049008023
0.085200779
0.036820907
""
0.026518695
""
""
""
0.04005624
""
""
""
""
""
""
""
""
""
0.035644215
""
0.045311507
""
""
0.022792896
""
""
""
""
""
""
""
""
0.030166255
""
""
""
""
0.042714417
""
""
""
0.075468771
""
""
""
""
""
""
""
""
""
""
""
0.066885568
""
""
""
""
""
""
""
""
""
""
0.054061301
""
0.036149748
0.035475314
0.055918112
0.056396395
0.036701415
0.040199962
0.066000596
0.072414771
0.051835902
0.045041084
0.081029899
0.05274361
0.079986572
""
0.07047914
""
0.040880941
0.036244396
""
""
""
0.059132047
""
""
""
""
0.038782485
0.052145254
""
""
""
""
""
""
""
""
""
""
""
0.033280112
""
""
""
""
""
0.082102172
0.07475701
0.070524961
""
""
""
0.066132508
0.085672796
""
0.05488598
""
""
0.050280973
""
0.04200146
0.069604993
0.045160111
0.056785882
0.04338206
0.06291119
""
""
0.081492148
0.076993845
0.061960816
0.048017502
""
""
""
""
0.068056077
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.07032159
""
""
""
""
""
0.069150776
""
0.039137296
""
""
""
""
""
""
""
""
""
""
0.041718867
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045396741
""
""
""
""
""
""
0.046894591
""
""
""
""
""
""
""
""
0.061899345
""
""
""
""
""
""
""
""
""
""
""
""
0.096100397
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083684221
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063518561
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
