kfr_24_asian_female_mean_se
""
0.054527573
""
""
""
""
""
0.038183
""
""
""
""
""
""
""
0.05028059
""
""
""
""
""
""
0.040721446
""
""
""
""
0.06273438
""
""
""
""
""
""
0.047515519
""
0.019936752
""
""
""
0.035916861
0.055087104
""
""
0.017754836
""
""
""
0.017636485
""
0.025567837
0.044949722
""
""
""
""
""
""
0.028785327
""
0.066809483
""
0.039880596
""
""
""
""
""
""
0.010957033
""
""
""
""
0.026516845
""
""
0.036773216
""
0.042167664
0.027107824
""
""
0.042435627
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030946499
0.056564678
0.058169287
""
""
""
0.0058714482
0.041629124
""
0.011645477
0.029556708
""
0.039867017
0.032145612
""
""
""
0.026817275
""
""
""
""
""
""
""
""
""
""
""
""
0.033599742
""
""
""
""
""
0.063444808
""
""
0.05243865
""
""
""
""
""
""
""
""
0.0652536
""
""
""
""
""
""
""
0.062580988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05377131
""
0.0190215
""
""
0.043514658
""
""
0.015805423
""
""
""
""
""
0.026963711
0.060778853
""
""
0.0029756906
""
""
0.021275884
""
""
0.004270799
0.041305654
0.024376154
0.0057009431
0.059201758
0.023537118
0.029504213
""
0.0081619909
0.017046325
0.050612561
""
0.0014514403
0.024760045
0.015123816
""
0.047803048
0.010437658
""
""
0.0091063362
0.018131386
0.049437568
0.002428622
0.015046342
""
0.0051549748
0.003978218
0.033224158
0.0045007663
0.0027853609
0.0031890017
0.0055018524
0.016917922
0.0037432734
0.011741292
0.002548232
0.017132003
0.022460047
""
0.065362498
0.0056429002
0.011989803
0.0087609105
0.013476331
0.049384907
""
0.01233187
0.065716334
0.0066004931
0.014313234
0.020685442
0.011256418
""
0.0091372151
""
""
""
0.016118223
0.027912341
""
""
""
""
""
""
""
""
0.011362781
""
0.021337505
""
""
0.011913579
0.072778031
""
""
""
""
""
""
""
0.01107791
""
""
""
""
0.021744549
""
""
""
0.041368809
""
""
""
""
""
""
""
""
""
""
""
0.046779327
""
""
""
""
""
""
""
""
""
""
0.032708984
""
0.0085931858
0.0095837377
0.028331948
0.02591305
0.011040093
0.016264828
0.026620753
0.046472032
0.025728025
0.012720397
0.039124243
0.014171663
0.020636709
""
0.021035077
""
0.01415542
0.0071654967
""
0.036003202
0.037824653
0.018227227
0.032755606
""
""
""
0.0085508749
0.013308088
0.039405771
""
""
""
""
""
""
""
""
0.034210142
0.03925468
0.0092327679
""
