kfr_native_natam_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54291594
""
""
""
0.53775197
""
""
""
""
0.63630724
""
""
""
0.52189636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33625731
0.27623981
""
""
0.28491822
0.32443318
""
""
0.40317127
0.41627374
""
""
0.22737807
""
0.51688904
0.29213515
0.37588558
0.24956152
""
0.19523433
""
""
""
""
""
""
0.29007411
0.38608345
""
0.38781032
0.26639107
0.29613879
""
0.43193117
0.35882396
0.31533626
0.32643205
0.33851197
0.30460262
""
0.3561708
0.34274852
""
""
""
0.47900391
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29247949
""
""
""
""
""
0.42499387
""
""
""
""
""
0.47545981
""
""
""
0.48494992
""
""
0.3980431
""
""
0.47254446
""
""
0.4136489
""
0.39763203
0.1896729
0.38709936
0.44534239
0.51821876
""
""
0.50373954
""
""
""
0.32249549
""
""
""
""
""
""
0.45165744
""
""
0.48624405
0.45570359
""
0.38172561
0.53756452
""
0.33890986
""
""
""
0.49182171
""
0.38980344
""
""
0.38551623
0.52123272
0.46493602
""
""
""
0.38889742
""
0.48123431
""
""
0.34934607
""
0.59951019
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29992822
""
""
""
""
0.49204949
""
""
""
""
""
""
""
""
0.46602723
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3646251
""
""
""
""
""
""
""
""
""
""
""
0.49567398
""
""
""
""
""
""
""
""
0.50688773
0.40198013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31341103
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49038273
""
""
0.4735609
""
0.40658709
""
""
0.39925587
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41711718
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
