jail_natam_female_n
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
22.0
""
38.0
""
""
""
""
""
""
""
""
45.0
56.0
""
""
126.0
""
""
""
""
119.0
""
""
""
95.0
""
27.0
33.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
27.0
""
678.0
255.0
""
""
41.0
179.0
""
""
100.0
82.0
39.0
45.0
151.0
25.0
57.0
137.0
98.0
115.0
""
47.0
44.0
""
""
21.0
""
""
92.0
778.0
31.0
826.0
138.0
116.0
""
58.0
1834.0
102.0
943.0
683.0
231.0
""
43.0
61.0
""
""
""
140.0
""
""
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
28.0
""
""
96.0
""
""
""
""
""
78.0
""
""
""
188.0
""
21.0
97.0
""
""
127.0
43.0
39.0
191.0
""
170.0
45.0
54.0
178.0
52.0
23.0
20.0
760.0
38.0
22.0
""
71.0
53.0
""
""
54.0
22.0
32.0
278.0
76.0
""
367.0
278.0
""
279.0
396.0
51.0
117.0
38.0
60.0
66.0
213.0
35.0
98.0
""
36.0
98.0
124.0
128.0
33.0
44.0
""
121.0
""
97.0
56.0
53.0
129.0
""
111.0
""
""
""
41.0
""
""
""
""
""
""
""
""
""
175.0
""
37.0
""
""
158.0
""
""
""
""
""
""
""
""
128.0
""
""
""
41.0
52.0
""
""
""
41.0
""
""
70.0
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
45.0
""
27.0
46.0
""
""
44.0
83.0
""
20.0
22.0
36.0
21.0
42.0
22.0
""
44.0
""
69.0
126.0
""
""
""
28.0
""
""
""
""
93.0
86.0
""
""
""
""
21.0
""
""
""
""
""
""
89.0
""
""
""
""
""
27.0
44.0
20.0
""
""
""
26.0
29.0
""
79.0
""
""
49.0
""
100.0
""
70.0
29.0
85.0
52.0
""
""
35.0
38.0
36.0
37.0
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
86.0
""
76.0
""
""
74.0
""
""
""
26.0
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
