work_24_natam_female_n
23.0
""
""
42.0
28.0
""
91.0
""
""
""
31.0
119.0
""
""
28.0
""
105.0
30.0
""
36.0
62.0
1236.0
86.0
""
117.0
""
34.0
60.0
121.0
""
""
""
84.0
57.0
64.0
56.0
""
""
""
""
48.0
""
""
""
""
""
123.0
227.0
49.0
43.0
60.0
40.0
""
""
""
61.0
""
30.0
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
81.0
""
""
32.0
145.0
49.0
""
""
""
32.0
""
""
""
38.0
153.0
46.0
59.0
158.0
102.0
41.0
55.0
106.0
45.0
103.0
""
27.0
22.0
""
51.0
""
73.0
39.0
37.0
""
""
""
""
""
""
""
""
27.0
25.0
""
""
""
180.0
""
""
""
""
""
29.0
28.0
""
""
37.0
30.0
""
""
""
""
35.0
129.0
""
""
""
54.0
""
""
112.0
123.0
38.0
20.0
""
""
""
""
31.0
155.0
""
285.0
77.0
25.0
180.0
37.0
356.0
59.0
58.0
59.0
23.0
""
57.0
142.0
48.0
53.0
""
""
57.0
""
""
83.0
""
""
""
""
""
""
44.0
""
""
""
""
""
45.0
""
46.0
31.0
""
""
""
37.0
75.0
""
""
""
""
""
""
""
35.0
39.0
31.0
92.0
""
""
""
""
22.0
""
96.0
""
""
""
62.0
22.0
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
116.0
""
""
211.0
""
49.0
""
35.0
57.0
""
38.0
""
""
""
24.0
29.0
46.0
28.0
363.0
24.0
150.0
179.0
29.0
44.0
""
""
27.0
30.0
25.0
52.0
31.0
""
""
95.0
""
""
152.0
67.0
""
""
133.0
""
58.0
29.0
""
43.0
83.0
29.0
""
""
""
""
53.0
518.0
24.0
111.0
24.0
""
""
""
30.0
""
""
""
""
""
23.0
131.0
196.0
120.0
65.0
50.0
35.0
""
62.0
""
""
""
""
22.0
""
""
21.0
""
21.0
46.0
198.0
""
262.0
22.0
""
""
135.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
175.0
""
""
""
""
""
""
""
""
""
131.0
""
""
""
74.0
""
142.0
44.0
""
""
""
""
""
""
58.0
""
""
""
""
41.0
""
38.0
""
114.0
20.0
""
87.0
51.0
23.0
32.0
222.0
""
""
64.0
79.0
""
""
""
""
""
""
""
""
26.0
25.0
""
""
43.0
51.0
""
44.0
""
""
""
""
""
""
""
""
""
35.0
""
""
""
291.0
63.0
""
""
69.0
39.0
26.0
""
139.0
""
""
""
""
""
72.0
48.0
59.0
""
""
104.0
""
""
""
""
""
""
119.0
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
345.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
34.0
136.0
151.0
""
26.0
""
""
248.0
""
222.0
24.0
""
""
""
24.0
""
79.0
23.0
288.0
""
39.0
564.0
940.0
355.0
109.0
2148.0
222.0
""
82.0
81.0
88.0
""
""
""
26.0
""
""
20.0
""
""
39.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
123.0
""
""
""
40.0
""
""
""
""
""
""
""
46.0
""
36.0
321.0
65.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
39.0
""
""
""
""
""
26.0
""
45.0
240.0
424.0
38.0
49.0
30.0
26.0
259.0
32.0
""
276.0
79.0
228.0
1478.0
276.0
150.0
24.0
210.0
""
557.0
""
""
84.0
96.0
52.0
36.0
78.0
44.0
58.0
288.0
75.0
""
201.0
101.0
126.0
115.0
""
""
""
101.0
111.0
""
""
37.0
154.0
""
""
32.0
30.0
""
""
""
125.0
65.0
24.0
""
26.0
""
57.0
""
""
""
153.0
""
""
""
970.0
33.0
1632.0
111.0
526.0
38.0
""
1311.0
634.0
113.0
1756.0
""
""
""
101.0
""
""
65.0
""
""
""
""
78.0
298.0
25.0
112.0
""
""
""
45.0
""
""
107.0
""
""
98.0
130.0
68.0
49.0
91.0
118.0
131.0
261.0
126.0
385.0
211.0
66.0
""
""
231.0
133.0
349.0
305.0
""
45.0
280.0
68.0
65.0
1146.0
45.0
""
""
25.0
182.0
89.0
115.0
352.0
40.0
245.0
34.0
214.0
101.0
""
""
79.0
""
""
""
116.0
62.0
940.0
