wgflx_rk_other_pooled_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
35.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
371.0
""
""
84.0
""
""
21.0
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
25.0
""
""
""
""
""
21.0
""
""
""
426.0
""
""
39.0
""
""
233.0
""
26.0
102.0
""
31.0
""
""
93.0
""
""
""
1353.0
""
45.0
""
""
39.0
""
""
90.0
27.0
""
450.0
50.0
""
245.0
354.0
""
297.0
573.0
155.0
145.0
26.0
241.0
74.0
379.0
33.0
35.0
""
""
151.0
92.0
92.0
30.0
""
""
41.0
""
138.0
35.0
25.0
64.0
""
103.0
""
""
""
39.0
""
""
""
""
""
""
""
""
""
72.0
""
22.0
""
""
151.0
""
""
""
""
""
""
""
""
80.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
77.0
56.0
""
""
74.0
44.0
""
""
22.0
40.0
22.0
46.0
""
""
30.0
""
46.0
137.0
""
""
""
21.0
""
""
""
""
71.0
39.0
""
""
""
""
""
""
""
""
""
""
""
107.0
""
""
""
""
""
""
21.0
""
""
""
""
25.0
""
""
111.0
""
""
53.0
""
103.0
""
81.0
27.0
84.0
23.0
""
""
22.0
""
29.0
36.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
29.0
""
50.0
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
264.0
1716.0
83.0
228.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
403.0
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
