kid_asian_female_blw_p50_n
76.690163
73.524742
""
298.55701
199.50401
21.403433
1262.1549
""
""
299.75549
216.40558
2237.0281
""
475.25684
913.4718
""
""
113.68819
""
""
220.32706
437.32169
94.019707
44.449089
1588.1366
""
82.593254
277.80716
1282.4561
30.50099
23.647106
100.75632
1068.3538
506.12851
22.511253
758.0387
""
51.287117
""
""
186.73512
""
""
""
""
17.606436
2306.0552
293.9118
634.06464
83.616722
109.75793
512.39832
63.21991
""
""
186.50648
20.70854
""
""
35.72348
10.352935
326.1709
""
23.126125
""
21.848085
""
""
""
""
10.489743
30.245579
48.618805
53.038734
""
""
50.903858
""
""
996.97302
30.784832
103.42207
""
20.633736
1318.6471
40.589497
24.92112
147.80908
185.88326
37.571796
43.933723
""
24.193071
228.02177
""
""
80.935455
177.0495
2963.8872
373.9299
321.96967
4146.4077
1177.0518
279.08472
346.82574
2808.9797
316.79425
1188.9724
45.176407
181.44171
241.56635
102.70171
443.58563
""
313.0387
411.58249
197.14583
""
""
""
152.26424
27.321129
23.213997
75.399841
32.178074
343.08746
203.75055
19.516661
38.143246
19.445965
9228.1475
64.913628
244.74802
30.171217
296.4429
18.888409
146.33476
120.6563
""
98.210243
222.77251
206.17078
""
17.193968
39.915432
""
82.873192
28.831251
29.407097
26.392712
""
405.00607
46.501335
""
673.51526
633.14764
""
148.46826
""
17.055876
""
""
120.71663
3373.4954
""
17220.061
38.366348
22.613098
""
44.022896
5071.2837
606.42279
47.411686
157.75197
27.631317
4.4141974
228.34969
1201.3459
42.340645
10.399219
13.260002
33.478359
492.22446
25.998247
33.563766
1038.4462
""
11.440104
281.44916
""
27.323477
83.878807
646.53241
""
""
31.68252
82.569901
57.054909
314.43027
25.103355
259.31482
135.48692
21.830889
69.129013
72.711899
275.50861
795.28986
81.976059
50.393665
166.85349
104.06276
125.04479
""
""
180.36652
151.94174
51.381207
1635.2643
46.020031
20.385231
19.47974
32.853168
40.94759
26.891634
1996.526
65.117416
155.61325
69.434723
853.15045
136.76654
129.76294
326.49042
""
77.344353
""
21.454779
""
76.158997
""
7.2307172
43.965416
67.193306
56.495232
151.08556
21.495693
21.001526
169.10371
705.6311
27.46887
230.67902
1417.3809
202.87973
39.705936
""
98.23571
29.607727
29.832724
736.96899
35.800751
309.3667
37.104385
505.34903
715.28687
711.39862
563.40338
61573.313
1008.0314
17107.99
11635.73
506.60718
321.62851
79.185318
""
89.810745
""
""
480.47989
233.41473
""
157.14905
2070.772
""
""
12724.993
700.01312
51.88726
574.17474
3646.8486
75.879616
""
""
""
6.2330194
15.901138
6.6220217
32.109909
""
78.221535
86.156342
141.45598
9890.252
""
33.175625
516.82086
70.76886
25.975721
16.043182
35.361137
40.242661
""
187.91719
129.8567
71.86274
675.24982
1047.2607
669.04535
26.246708
1559.422
633.53644
585.44226
32.808994
995.50616
16.768621
15.016337
17.036285
39.530636
337.24045
65.121162
32.290539
261.62994
16.349644
174.12767
234.81165
2453.2065
17.407015
16047.422
356.0437
68.45784
27.861359
1542.0112
""
12.772485
135.81889
54.151245
15.129347
""
""
""
""
""
29.947752
27.853111
37.309273
""
14.391313
92.846428
""
29.20223
""
14.480033
21.524511
""
100.01973
""
""
""
""
""
""
""
""
""
23.914915
""
""
""
""
""
""
22.638123
""
""
