grad_white_pooled_mean_se
0.019025911
0.015286159
0.031462461
0.039371897
0.015016419
""
0.040794849
0.013704855
0.019636944
0.028557925
0.022156242
0.046960447
0.025101876
0.0093597258
0.032141604
0.020893352
0.016700294
0.04432752
0.020948017
0.015217647
0.024080472
0.011760812
0.019079722
0.033795398
0.017334331
0.015517419
0.026617037
0.013107271
0.026399873
0.021559449
0.019430019
""
0.023723867
0.025274472
0.011737743
0.014773591
0.0079619279
0.030127499
0.017910248
0.019387105
0.022315405
0.014230846
""
""
0.010780242
0.0619785
0.026240034
0.012382528
0.0092222709
0.032060832
0.012860787
0.013209753
0.071894333
0.036997542
0.026938872
0.03580071
0.024619682
0.017347446
0.012915698
""
0.015534533
0.021867594
0.013727017
0.017414635
0.017963817
""
0.027455261
""
""
0.0098317582
""
""
""
""
0.015217572
""
""
0.029498538
0.020014577
0.040142737
0.015655061
""
""
0.014296032
""
""
""
""
0.040373135
0.060851071
""
""
0.045485601
""
""
""
0.012904404
0.012535505
0.016711529
0.027036864
0.020932665
0.045921501
0.037598208
0.0031997096
0.010413237
0.021028876
0.0065326458
0.011985601
0.0075163147
0.0098168934
0.014648069
0.030820128
0.024505593
0.022713324
0.010330935
0.020440154
0.032135099
""
0.021041466
0.068414405
0.034925267
0.026769781
0.018718341
0.023721358
0.032033741
0.026306802
0.013686731
0.013212615
0.023268031
0.034267407
0.037135776
0.032486435
0.037084464
0.015119997
0.029192248
0.029400431
0.018873669
0.02154802
0.016134281
0.034395453
0.018046914
0.04166542
0.019093202
0.026235498
0.031843524
0.020085523
0.023038577
0.056146849
0.0171274
0.010263193
0.026366863
0.035095625
0.014256846
0.015695034
0.027579961
0.026687048
0.020505112
0.01642587
0.025738349
0.045188267
0.043262355
0.030665994
0.028105151
0.011593219
0.051493898
0.024213459
0.019427899
0.022778602
0.018526126
0.046837248
0.0097814091
0.022048533
0.036084965
0.012500437
0.024311133
0.0356884
0.012065232
0.04500879
0.017850915
0.029683877
0.021938162
0.021890555
0.010994031
0.014475251
0.058866806
0.026818901
0.0070606386
""
0.020666782
0.0093733808
0.01885209
0.050740387
0.0069482778
0.026414117
0.011957173
0.0079275686
0.016652865
0.014686571
0.022856532
0.045307059
0.0067388723
0.016474383
0.022324583
0.028436208
0.0034710583
0.01348441
0.014490555
0.042636286
0.017689424
0.010235164
0.039590705
-0.0069231242
0.012897311
0.016317239
0.016163358
0.0045657097
0.0088247946
0.038992118
0.0047990195
0.004950182
0.020965697
0.0049031959
0.0043207426
0.017133998
0.0071128244
0.010778111
0.010341768
0.011236515
0.0064175162
0.0125309
0.0096195294
""
0.019971805
0.007445442
0.0081677651
0.0077162264
0.015610045
0.013622832
0.0349668
0.010335427
0.02030118
0.007093668
0.015973728
0.01439989
0.0066787801
0.039401561
0.0068981037
0.053549591
0.053888071
0.049767591
0.01147109
0.016652025
0.035511546
""
0.058588132
0.057936162
""
""
0.040497109
0.019531874
0.010424046
""
0.010573373
0.053106252
0.024664402
0.0065102475
0.014162485
0.014981623
0.07737077
""
0.058883332
""
0.088711828
""
0.0060648648
""
0.043795615
0.075573869
0.02186146
0.0093275625
0.042746644
0.04700638
0.025182694
0.01178563
""
0.029397674
0.031147746
0.02178129
0.02048734
0.028956586
0.057587832
0.02276773
0.056341644
0.061331153
