coll_other_male_mean
-0.004394663
""
""
0.30399674
0.19965248
""
0.21049985
""
""
""
""
0.31930375
""
""
""
""
""
0.35800567
""
""
0.38839373
0.30007666
0.39110383
""
0.36497387
""
""
0.39210343
0.2647177
""
""
""
0.28124249
0.2890161
""
0.29370031
""
""
""
""
""
""
""
""
""
""
0.30669394
""
0.27279633
""
0.11743382
0.18990645
""
""
""
0.34311247
""
""
""
""
""
0.29506093
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35346428
""
""
""
""
0.30113158
""
""
0.20805308
0.23857069
""
""
""
""
0.29628661
""
""
""
0.37945649
0.30488986
0.16768268
0.45747098
0.32069463
0.27406394
0.17668982
0.22644049
0.29386953
0.24143882
0.24255553
""
0.17281121
""
""
0.40136728
""
0.18859777
0.32145101
0.26502252
""
""
""
""
""
""
""
""
0.27417961
0.40154195
""
""
""
0.38410825
""
""
""
""
""
0.26452205
0.40860868
""
""
0.38970825
0.23718701
""
""
""
""
0.18020441
""
""
""
""
0.3492372
""
""
0.35217422
0.22462872
""
0.26287121
""
""
""
""
0.42171484
0.32778603
""
0.49854851
0.088456206
""
""
0.23411177
0.32185233
0.337174
""
0.26390132
""
""
0.20481786
0.24617466
""
""
""
""
0.30155718
""
""
0.30556202
""
""
0.47623876
""
""
0.21950583
0.28700632
""
""
""
""
0.069945067
0.3626492
""
0.26394445
0.22885287
""
""
0.19636771
0.31123561
0.3544032
""
""
0.29944542
""
0.29534221
""
""
0.27171442
0.27757296
0.18193501
0.39369363
""
""
""
""
""
""
0.28420904
0.16997661
""
0.3739908
0.38360989
0.18720022
0.297304
0.29240373
""
""
""
""
""
""
""
""
""
""
""
0.3539094
""
""
""
0.26244965
""
0.47783846
0.29467085
0.32112649
0.14826934
""
0.21952745
""
""
0.44208172
""
0.17006102
""
0.46328747
0.29144067
0.27403814
0.40125459
0.43011129
0.36727932
0.52793032
0.38303706
0.27563828
0.35561386
""
""
0.42681143
""
""
0.14856131
0.56400317
""
0.21351913
0.24908443
""
""
0.41382799
0.36895993
""
0.38338679
0.43884391
""
""
""
""
""
""
""
""
""
""
""
0.2066038
0.30313662
""
""
""
""
""
""
""
""
""
""
""
""
0.16910882
0.25121126
0.25513294
""
0.31002647
0.4490065
""
""
0.31214491
""
""
""
""
0.38546374
""
""
0.072741248
""
0.14530145
0.3917551
0.26209623
""
0.42281282
0.28468809
0.32770184
""
0.30667466
""
""
0.21068631
0.26933882
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20068093
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24962957
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30943421
""
""
""
0.24763921
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21832936
""
0.33683732
""
""
0.39607233
""
""
""
""
""
""
0.31040335
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17978217
0.39454138
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25728014
0.31779882
0.24574161
""
""
""
""
0.15176313
""
0.26054254
""
""
""
""
0.13740197
""
0.11856344
""
0.17968111
""
""
0.20643404
0.2458857
0.13718352
0.21430396
0.22228971
0.09077619
""
0.29514328
0.39177886
""
""
""
""
""
""
""
0.64561492
""
""
0.4501532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40900502
""
0.28769875
""
""
""
0.17281948
""
""
""
""
""
""
0.25410908
0.32588887
""
0.36207387
0.42107669
0.27262819
""
""
""
""
""
""
""
""
""
""
""
0.44615975
""
""
""
""
""
""
""
""
0.35783103
""
0.19869009
0.24101867
0.35624254
""
""
""
0.11136918
0.12763588
""
""
0.23940623
""
0.3914189
0.27518862
0.27021408
0.23705487
""
0.25763783
""
0.17812701
""
""
""
""
""
""
""
""
""
""
""
""
0.1681127
""
""
0.42709419
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30296737
""
""
""
""
""
0.29229996
0.3378734
0.23307218
""
""
""
""
""
0.24394998
""
0.30034485
""
0.30301562
0.30112535
""
""
0.33134776
""
""
0.2805371
""
""
0.34112594
""
""
""
""
""
""
""
0.32411367
0.23506111
""
0.19684106
""
""
""
""
""
""
0.35410184
""
""
0.12525517
0.19709282
0.31578758
""
0.18346643
0.24523404
0.25797534
0.28715554
0.1716722
0.29058391
0.46193719
""
""
""
0.32694027
0.26534811
0.41918465
0.22372229
""
""
0.33615428
""
0.29340973
0.36363971
""
""
""
""
0.23427504
""
0.20769021
0.28887743
""
0.28782564
""
0.35509819
0.36833516
""
""
0.46588358
""
""
""
0.38596833
0.10616828
0.29664826
