stayhome_black_male_n
319.0
430.0
336.0
84.0
""
211.0
305.0
834.0
497.0
38.0
101.0
183.0
374.0
41.0
22.0
298.0
270.0
175.0
68.0
132.0
75.0
40.0
396.0
892.0
29.0
374.0
289.0
470.0
70.0
28.0
83.0
238.0
254.0
204.0
787.0
47.0
8030.0
33.0
279.0
166.0
755.0
269.0
268.0
483.0
1953.0
303.0
22.0
43.0
4264.0
185.0
3605.0
467.0
171.0
260.0
307.0
121.0
694.0
112.0
349.0
214.0
776.0
304.0
1542.0
93.0
109.0
208.0
""
""
""
668.0
""
""
""
""
268.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
282.0
45.0
""
""
""
""
3801.0
62.0
24.0
798.0
117.0
""
34.0
120.0
190.0
118.0
""
44.0
""
105.0
""
""
244.0
161.0
""
""
""
197.0
85.0
179.0
41.0
761.0
142.0
85.0
241.0
150.0
222.0
""
""
210.0
""
""
179.0
123.0
101.0
31.0
""
73.0
1412.0
""
59.0
""
152.0
65.0
68.0
""
150.0
""
""
387.0
595.0
118.0
""
98.0
""
375.0
""
402.0
""
47.0
""
60.0
""
4037.0
""
365.0
83.0
""
""
252.0
""
""
""
451.0
""
78.0
68.0
61.0
""
5689.0
""
""
74.0
""
""
2909.0
""
42.0
1050.0
""
33.0
73.0
""
981.0
193.0
""
""
22045.0
108.0
173.0
""
27.0
304.0
""
""
412.0
66.0
""
1827.0
108.0
""
3477.0
3372.0
24.0
5442.0
4618.0
1472.0
1256.0
99.0
1052.0
331.0
1681.0
78.0
38.0
""
""
2204.0
202.0
397.0
72.0
""
""
165.0
""
605.0
115.0
97.0
580.0
""
1780.0
""
""
""
108.0
33.0
""
""
""
""
""
""
""
""
2164.0
""
101.0
""
""
1563.0
""
""
""
""
""
""
""
""
255.0
""
""
""
""
72.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
""
""
52.0
""
2759.0
2847.0
83.0
239.0
2245.0
409.0
102.0
62.0
975.0
3290.0
748.0
9687.0
1153.0
57.0
642.0
78.0
1423.0
12065.0
""
284.0
99.0
570.0
424.0
261.0
97.0
""
6806.0
2091.0
148.0
24.0
752.0
""
""
46.0
76.0
23.0
110.0
217.0
249.0
4694.0
""
302.0
343.0
145.0
""
675.0
966.0
1834.0
94.0
""
146.0
754.0
786.0
198.0
14970.0
146.0
157.0
691.0
57.0
5674.0
675.0
5496.0
366.0
2370.0
2142.0
310.0
293.0
1300.0
231.0
524.0
1477.0
109.0
123.0
87.0
45.0
1218.0
77.0
67.0
83.0
91.0
""
44.0
22.0
468.0
""
169.0
253.0
186.0
53.0
2191.0
54.0
""
197.0
117.0
366.0
319.0
170.0
20.0
250.0
76.0
459.0
39.0
53.0
3193.0
391.0
68.0
202.0
944.0
25.0
5315.0
39.0
3734.0
218.0
246.0
540.0
117.0
655.0
67.0
272.0
""
""
268.0
13587.0
107.0
126.0
1808.0
936.0
125.0
""
147.0
207.0
181.0
60.0
""
623.0
321.0
51.0
30.0
10798.0
""
""
647.0
50.0
166.0
185.0
3380.0
24.0
384.0
163.0
46.0
138.0
131.0
37.0
1148.0
1206.0
97.0
106.0
87.0
66.0
205.0
72.0
69.0
227.0
150.0
51.0
453.0
113.0
1160.0
71.0
53.0
1039.0
""
249.0
70.0
151.0
71.0
60.0
223.0
38.0
315.0
190.0
39.0
117.0
""
2985.0
694.0
79.0
60.0
313.0
321.0
""
43.0
52.0
140.0
73.0
186.0
""
""
113.0
3741.0
675.0
""
197.0
73.0
633.0
98.0
52.0
412.0
97.0
36.0
72.0
63.0
94.0
138.0
438.0
323.0
186.0
""
57.0
636.0
99.0
135.0
""
254.0
84.0
253.0
284.0
94.0
294.0
178.0
34.0
23.0
""
125.0
33.0
141.0
84.0
228.0
23.0
1200.0
""
27.0
69.0
""
""
""
""
""
""
""
""
20.0
""
""
""
32.0
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
114.0
24.0
37.0
""
""
""
""
""
616.0
""
""
""
""
38.0
34068.0
""
""
101.0
""
""
1464.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
204.0
""
84.0
""
""
""
1055.0
579.0
92.0
72.0
1663.0
36.0
""
28.0
""
27.0
29.0
114.0
324.0
594.0
""
676.0
61.0
""
""
29.0
""
""
""
""
54.0
""
20.0
974.0
""
""
""
""
61.0
""
36.0
""
380.0
2575.0
29.0
652.0
""
""
""
""
156.0
26.0
""
282.0
""
""
""
""
""
44.0
2342.0
50.0
979.0
""
""
1465.0
61.0
""
""
""
""
""
""
298.0
""
""
""
""
""
""
""
260.0
""
354.0
""
133.0
""
""
""
28.0
201.0
""
189.0
24.0
""
73.0
""
212.0
""
""
""
""
""
""
32.0
21.0
24.0
""
4197.0
375.0
""
368.0
6695.0
""
""
29.0
92.0
""
""
""
""
""
""
""
""
""
""
140.0
""
""
""
""
""
""
1104.0
""
""
""
""
""
""
""
107.0
""
""
485.0
""
177.0
""
""
52.0
""
102.0
""
""
""
""
""
""
""
""
""
387.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
34.0
""
""
""
63.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
37.0
165.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
608.0
35.0
""
""
""
379.0
""
""
39.0
""
""
""
""
""
""
""
""
41.0
""
""
102.0
""
""
""
""
37.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
39.0
22.0
""
""
""
147.0
""
""
""
""
23.0
22.0
""
396.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
756.0
""
""
""
43.0
""
312.0
""
""
""
22.0
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
238.0
""
""
""
63.0
""
1436.0
51.0
551.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1820.0
""
""
""
""
37.0
""
""
75.0
45.0
32.0
56.0
""
""
""
20.0
""
25.0
41.0
43.0
""
""
""
""
572.0
54.0
""
""
""
""
147.0
""
""
""
1220.0
""
""
133.0
68.0
""
""
""
60.0
""
""
""
""
667.0
""
""
26.0
117.0
24.0
""
103.0
""
4118.0
59.0
""
230.0
""
""
""
""
""
""
""
""
""
""
""
68.0
""
250.0
""
""
107.0
""
46.0
""
""
43.0
135.0
""
33.0
""
""
28.0
""
27.0
86.0
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
97.0
82.0
54.0
""
41.0
24.0
36.0
""
30.0
251.0
31.0
""
""
""
""
56.0
274.0
83.0
551.0
160.0
228.0
171.0
167.0
1017.0
4180.0
1555.0
27.0
""
84.0
205.0
208.0
313.0
5577.0
171.0
193.0
207.0
199.0
66.0
733.0
375.0
164.0
4499.0
157.0
1502.0
397.0
""
420.0
123.0
209.0
533.0
433.0
9685.0
1714.0
138.0
241.0
1362.0
89.0
212.0
82.0
155.0
325.0
166.0
273.0
787.0
867.0
541.0
463.0
795.0
724.0
39.0
601.0
187.0
222.0
626.0
428.0
412.0
281.0
36.0
58.0
113.0
33.0
""
109.0
""
""
""
""
""
""
36.0
""
""
""
""
""
38.0
52.0
2598.0
6137.0
313.0
160.0
150.0
136.0
1330.0
257.0
499.0
""
999.0
1541.0
86.0
5077.0
18540.0
103.0
348.0
183.0
157.0
244.0
634.0
301.0
11818.0
127.0
65.0
386.0
""
469.0
21.0
964.0
75.0
1633.0
""
972.0
744.0
3959.0
661.0
""
""
68.0
""
""
""
""
""
54.0
""
864.0
""
459.0
143.0
""
""
""
""
35.0
""
""
""
332.0
""
2638.0
""
""
23.0
""
""
""
""
1048.0
""
""
""
24.0
307.0
721.0
""
1660.0
""
""
28.0
""
36.0
29.0
""
""
1204.0
""
23.0
""
34.0
""
65.0
""
125.0
""
""
665.0
27.0
4696.0
""
""
""
""
""
""
105.0
""
""
1198.0
143.0
67.0
""
""
""
21.0
158.0
1212.0
20366.0
""
""
263.0
""
""
""
""
22.0
""
""
30.0
""
""
""
""
""
""
""
""
477.0
""
""
""
""
""
""
""
3117.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
108.0
""
""
""
""
""
""
1319.0
""
""
""
""
""
""
59.0
52.0
20.0
""
53.0
""
""
""
""
""
""
""
""
202.0
""
""
""
24.0
""
591.0
122.0
165.0
234.0
93.0
524.0
50.0
92.0
292.0
76.0
197.0
178.0
404.0
600.0
467.0
163.0
649.0
807.0
90.0
52.0
34.0
315.0
105.0
1384.0
5264.0
339.0
218.0
""
44.0
1105.0
248.0
178.0
232.0
616.0
162.0
276.0
227.0
988.0
128.0
249.0
551.0
697.0
370.0
883.0
967.0
300.0
506.0
424.0
161.0
209.0
188.0
257.0
480.0
435.0
195.0
56.0
630.0
140.0
111.0
134.0
667.0
298.0
112.0
245.0
91.0
78.0
557.0
173.0
265.0
117.0
28.0
113.0
144.0
286.0
800.0
1335.0
243.0
70.0
82.0
304.0
139.0
492.0
""
""
""
57.0
""
""
""
""
""
400.0
129.0
62.0
""
76.0
""
153.0
""
""
108.0
""
""
""
""
308.0
""
184.0
35.0
""
""
""
""
""
""
""
93.0
45.0
""
""
182.0
""
""
""
""
""
27.0
""
""
5163.0
59.0
88.0
89.0
""
""
33.0
""
""
30.0
""
""
""
""
""
""
60.0
""
""
86.0
""
22.0
""
""
77.0
21.0
""
""
""
""
167.0
""
68.0
""
30.0
169.0
""
300.0
""
""
44.0
""
""
""
458.0
""
""
""
8016.0
39.0
""
""
161.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6054.0
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1838.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
251.0
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
362.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
3742.0
""
""
""
""
""
""
""
""
""
""
""
""
283.0
""
""
""
""
""
""
26.0
195.0
36.0
111.0
34.0
""
1169.0
1465.0
2468.0
2932.0
190.0
721.0
7954.0
886.0
1821.0
52.0
2017.0
2427.0
