kir_imm_pooled_female_mean
0.55929679
0.54750317
""
""
""
""
""
0.44213966
""
""
""
""
""
""
""
0.47434318
""
""
""
""
""
""
0.40098795
""
0.34433234
0.43491802
""
0.65601003
""
""
""
""
""
""
0.44222653
""
0.53089315
""
""
""
0.51341945
0.50527358
""
""
0.52038306
""
""
0.40271208
0.44931495
""
0.52995884
0.49299529
""
""
""
""
0.39129621
""
0.55610883
""
""
""
0.6256687
""
""
""
""
""
""
0.53959072
""
""
""
""
0.561625
""
""
0.59105188
0.39790586
""
0.4553287
""
""
0.41573378
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43782425
0.44820818
0.43310064
""
""
0.5187512
0.48955375
0.40551946
0.33659858
0.45281151
0.41717467
0.40998662
0.49529302
0.43964472
""
""
""
0.44065028
""
""
""
""
""
""
""
""
""
""
""
""
0.43728659
""
""
""
""
""
0.46884897
""
""
0.43538183
""
""
0.34389678
""
""
""
""
""
0.39443123
""
""
""
""
""
""
""
0.522084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4036822
""
0.53351295
""
""
0.44910318
""
""
0.57037514
0.40287396
""
""
""
""
0.4722771
0.59788167
""
""
0.59507173
""
""
0.46290296
0.47417158
0.46444997
0.58262157
""
0.53170353
0.4522897
0.41776893
0.43102634
0.41468182
""
0.44690838
0.43865979
0.54832959
0.50198114
0.5214842
0.42521447
0.57614499
""
0.43286762
0.47445771
""
""
0.47758162
0.49794036
0.44580927
0.54499388
0.53103733
""
0.4696331
0.53494269
0.47562441
0.48125288
0.50702888
0.61493343
0.49590287
0.51736277
0.60112125
0.51796836
0.61685497
0.48517126
0.50406766
""
0.54392022
0.54946959
0.52124637
0.48244157
0.48428297
0.4378638
""
0.46270385
0.36836529
0.51685631
0.50880259
0.46418452
0.48889312
""
0.54124743
""
""
""
0.54224575
0.46751159
""
""
""
""
""
""
""
""
0.47312844
""
0.56042802
""
""
0.46084911
0.4391056
0.44584191
""
""
""
""
""
""
0.545591
""
""
""
0.47836506
0.53494918
""
""
""
0.43097135
""
""
""
0.47586492
0.40039638
""
""
""
""
""
""
0.51307416
""
""
""
""
""
""
""
""
""
""
0.48267901
""
0.58264935
0.5608831
0.55842626
0.58697122
0.55640042
0.49342075
0.57074881
0.50603962
0.5057596
0.58623958
0.50393981
0.54933327
0.54706413
""
0.45800197
""
0.48199961
0.51561415
""
0.50687379
0.44394064
0.43542999
0.48441043
0.47684911
""
""
0.51280558
0.46764946
0.40668768
""
0.38623425
""
""
""
""
0.38084334
0.34257901
0.46241409
0.42913213
0.48828986
""
0.48027462
""
""
""
0.50619042
0.48335734
0.5498305
""
""
""
0.48077956
0.47400764
0.47170249
0.51568145
0.52194118
0.50090492
0.45716071
0.42060331
0.47821414
0.44320172
0.49235216
0.48269433
0.50676835
0.4416967
0.38376886
0.5565154
0.44464654
0.46575621
0.48826879
0.49953741
""
""
""
""
0.45310041
""
0.40657625
""
""
""
""
""
""
""
0.47476819
0.54331952
""
""
0.59157395
""
""
""
0.37165824
""
""
""
""
0.36482984
""
0.54686743
""
""
0.49759144
0.45889688
""
0.49497846
0.58320224
""
0.49246797
""
0.55573392
""
""
0.56309801
""
0.47492287
""
""
""
""
""
0.52189022
""
""
0.45584929
0.52439797
""
""
""
""
""
""
""
0.55363697
0.43123829
0.60834783
""
0.56530213
""
""
0.43403029
0.52937031
""
""
0.53360265
0.36879325
0.44767877
""
""
""
""
""
0.42674777
0.52650517
""
0.47126472
""
""
""
""
""
""
""
""
""
""
0.4290114
""
""
0.50076413
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47384268
0.48172244
0.57656336
""
0.31807089
""
""
""
""
0.35322496
""
""
""
""
""
0.47709763
0.4507353
""
""
""
0.46566513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37471312
""
""
""
""
""
0.44167605
""
""
""
""
""
""
""
0.42344883
""
""
""
""
0.47715199
0.52924824
0.54508495
0.50138646
0.46085715
""
0.3599031
""
""
0.42426267
""
""
0.50272626
0.35817605
""
""
""
0.41520956
""
0.32997432
""
""
""
0.49870524
""
""
""
""
""
0.3964434
0.44677877
0.42133003
""
""
""
""
0.30838096
0.43526459
0.55707055
""
""
""
""
""
""
0.4646931
""
""
0.51107931
""
""
0.34113449
""
0.57185304
""
""
""
0.55570406
""
""
""
""
""
0.54098713
""
""
0.49501151
""
""
0.59009695
""
""
""
""
""
""
""
""
""
0.49076644
""
""
""
""
""
0.44990924
0.47605997
""
0.4668662
""
""
""
0.50642514
0.49316674
0.5193637
""
0.56715679
0.54246026
""
""
""
""
""
0.5572533
0.49029258
0.35872215
""
0.44125563
""
""
""
""
""
""
""
""
""
""
0.48084161
0.49708715
""
""
""
""
""
""
""
""
0.49028277
0.46438482
""
0.52395177
""
""
""
""
0.53459245
0.43830767
""
0.40965015
""
""
""
""
""
0.53277063
0.5273093
0.4241426
0.5090338
""
""
0.49506009
0.59804094
""
""
""
""
""
""
0.48031685
""
""
""
""
""
""
""
0.54401213
""
0.46617633
""
""
""
""
""
""
""
""
0.57670951
""
""
0.49252269
""
0.51396585
""
""
""
""
""
""
0.5184204
""
0.37456489
""
0.48335645
0.45439988
""
0.36404249
0.53428233
0.55283791
""
""
0.51332355
""
""
""
0.53785849
""
""
""
""
""
""
0.46568784
""
""
""
""
""
""
0.53467691
""
""
""
""
""
""
""
0.45623979
""
""
0.61216778
""
0.53094691
""
""
0.48587725
""
""
""
""
""
""
""
""
""
""
""
0.43724254
""
""
""
0.50419641
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66515839
""
""
""
""
""
0.51496625
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62383944
""
""
""
""
0.54728842
""
""
""
""
""
""
0.54292274
""
""
""
""
""
0.44843853
""
""
""
""
""
""
0.53106153
0.44226414
""
""
""
0.50318998
""
""
0.6006797
""
""
""
""
""
""
""
""
""
""
""
