kir_imm_pooled_pooled_p100
0.89193171
0.76070827
""
""
0.52028424
""
""
0.50371134
""
""
""
""
""
""
""
0.7198661
""
""
""
""
""
0.76733434
0.4863326
""
0.90031821
0.64013302
""
0.6522513
""
""
""
""
""
""
0.59059626
0.53407419
0.67167878
""
0.60953522
""
0.64000827
0.65215909
""
""
0.69311994
""
""
0.67654806
0.7234028
""
0.67047626
0.6325286
""
""
0.82719857
""
0.34373474
0.94742137
0.71849489
""
0.68185383
""
0.77395481
""
""
""
""
""
""
0.63928401
""
""
""
""
0.78310484
""
""
0.83052492
0.46724412
0.74738234
0.64288312
""
""
0.59535933
""
""
""
""
""
0.43910474
""
""
""
""
""
""
""
0.73714197
0.7372539
0.75117397
0.57782453
""
0.71886533
0.68910569
0.66049892
0.99154776
0.68870431
0.62833804
0.69495165
0.71329767
0.68125439
""
""
""
0.67142546
""
""
""
0.60618925
""
""
""
""
""
""
""
0.38813242
0.85062402
0.41873673
""
""
""
""
0.30744195
""
""
0.81382871
""
""
0.86020219
""
""
0.53010118
""
""
0.77969253
0.92254078
""
""
""
""
""
""
0.68164247
""
""
0.68373275
0.85112697
""
""
""
""
""
""
""
""
""
0.38901964
0.70254833
""
0.74428409
""
""
0.86383909
""
""
0.79144436
0.41348049
""
""
0.77678698
""
0.65581781
0.77089953
""
0.35407183
0.72583818
""
0.24098848
0.60848129
0.22344413
0.7205044
0.70924163
0.81722361
0.58904481
0.69848996
0.50851333
0.66705149
0.60264963
0.55333298
0.67897862
0.6796816
0.78945667
0.75078332
0.69248432
0.7413398
0.64597881
""
0.65407056
0.69889969
""
""
0.67118108
0.7013095
0.65759891
0.67152637
0.66407776
""
0.65866047
0.66394877
0.47669369
0.65053803
0.67213082
0.7339009
0.66769224
0.66547328
0.72956771
0.63096607
0.71931708
0.65623939
0.67158544
""
0.47725487
0.68224758
0.66521049
0.6479739
0.72252458
0.64087641
""
0.72982526
0.29996696
0.65385181
0.66532856
0.65045011
0.62087011
""
0.68412948
""
""
""
0.69738919
0.61181986
""
""
""
""
""
""
""
0.34091127
0.65027148
""
0.64439088
0.60711968
0.7144872
0.6618458
0.82465285
0.54549891
""
""
""
""
""
""
0.66933364
""
""
""
0.87864977
0.67606431
0.6674794
""
0.43206275
0.69639999
""
""
0.38848969
0.87712806
0.51673168
0.34989229
""
""
""
""
0.08699391
0.82635891
""
0.84442925
""
""
""
""
""
""
0.78852397
""
0.65402699
""
0.7064752
0.75702655
0.62154204
0.62519103
