comcoll_pooled_female_n
324.0
672.0
170.0
70.0
277.0
49.0
149.0
705.0
225.0
102.0
191.0
67.0
131.0
70.0
61.0
343.0
291.0
63.0
50.0
213.0
86.0
406.0
409.0
257.0
293.0
392.0
186.0
539.0
76.0
136.0
158.0
48.0
82.0
131.0
886.0
296.0
3483.0
66.0
432.0
195.0
498.0
316.0
84.0
121.0
1427.0
100.0
108.0
485.0
2049.0
103.0
1345.0
625.0
55.0
116.0
174.0
104.0
262.0
284.0
898.0
57.0
412.0
223.0
763.0
334.0
75.0
56.0
120.0
""
""
1590.0
124.0
""
""
30.0
512.0
""
""
196.0
210.0
76.0
68.0
92.0
""
269.0
81.0
56.0
59.0
""
23.0
60.0
""
""
25.0
""
""
42.0
181.0
610.0
631.0
225.0
171.0
43.0
63.0
14410.0
710.0
396.0
4062.0
689.0
177.0
762.0
724.0
156.0
130.0
178.0
903.0
215.0
80.0
32.0
144.0
73.0
119.0
123.0
159.0
56.0
150.0
146.0
443.0
365.0
292.0
102.0
51.0
110.0
98.0
498.0
98.0
67.0
419.0
74.0
226.0
118.0
215.0
65.0
256.0
60.0
96.0
491.0
129.0
28.0
101.0
70.0
58.0
79.0
136.0
337.0
82.0
65.0
250.0
315.0
73.0
38.0
59.0
54.0
166.0
67.0
136.0
57.0
130.0
120.0
313.0
44.0
2039.0
113.0
147.0
523.0
47.0
50.0
704.0
71.0
96.0
57.0
260.0
104.0
835.0
405.0
52.0
93.0
6255.0
""
173.0
998.0
154.0
85.0
4665.0
155.0
811.0
3869.0
173.0
561.0
815.0
103.0
3500.0
696.0
189.0
168.0
39089.0
610.0
922.0
70.0
413.0
1196.0
43.0
25.0
1880.0
656.0
468.0
12294.0
1504.0
67.0
8029.0
6082.0
330.0
9094.0
12077.0
2505.0
3073.0
1116.0
3185.0
1762.0
7436.0
1179.0
901.0
""
266.0
2410.0
2118.0
2557.0
540.0
339.0
30.0
1947.0
247.0
4070.0
833.0
397.0
2264.0
94.0
3611.0
36.0
40.0
48.0
1329.0
375.0
87.0
""
28.0
43.0
""
29.0
22.0
171.0
2652.0
""
1221.0
55.0
147.0
3557.0
286.0
256.0
27.0
""
54.0
""
41.0
""
3638.0
""
64.0
34.0
269.0
1512.0
101.0
34.0
157.0
757.0
""
101.0
125.0
213.0
220.0
153.0
""
99.0
41.0
45.0
93.0
836.0
50.0
79.0
39.0
21.0
""
""
25.0
21.0
150.0
60.0
1137.0
93.0
3757.0
3949.0
967.0
779.0
3564.0
1326.0
775.0
582.0
742.0
2706.0
833.0
2181.0
899.0
109.0
942.0
102.0
2295.0
6584.0
56.0
647.0
502.0
943.0
915.0
210.0
102.0
33.0
3832.0
1517.0
248.0
39.0
202.0
77.0
30.0
61.0
49.0
88.0
128.0
686.0
340.0
4753.0
84.0
527.0
227.0
63.0
34.0
911.0
1980.0
1017.0
161.0
22.0
70.0
1217.0
1054.0
539.0
8400.0
374.0
291.0
1088.0
181.0
4303.0
1017.0
4489.0
1606.0
3738.0
2358.0
267.0
629.0
914.0
718.0
1438.0
2191.0
141.0
155.0
63.0
46.0
1959.0
96.0
202.0
97.0
81.0
28.0
54.0
""
168.0
76.0
255.0
403.0
83.0
63.0
759.0
59.0
35.0
74.0
140.0
207.0
119.0
88.0
21.0
244.0
52.0
449.0
250.0
26.0
1185.0
153.0
117.0
716.0
418.0
""
1316.0
41.0
2816.0
163.0
179.0
679.0
84.0
505.0
48.0
107.0
78.0
81.0
110.0
3120.0
90.0
73.0
533.0
585.0
55.0
""
199.0
76.0
116.0
55.0
77.0
713.0
355.0
484.0
111.0
3384.0
99.0
21.0
314.0
237.0
100.0
108.0
2884.0
155.0
666.0
41.0
105.0
127.0
121.0
65.0
684.0
752.0
58.0
229.0
68.0
52.0
100.0
33.0
33.0
119.0
83.0
31.0
252.0
170.0
358.0
45.0
39.0
479.0
84.0
106.0
26.0
46.0
132.0
36.0
100.0
30.0
110.0
112.0
28.0
81.0
182.0
1117.0
331.0
189.0
50.0
414.0
114.0
100.0
71.0
71.0
175.0
23.0
73.0
""
46.0
33.0
1086.0
393.0
""
75.0
48.0
319.0
124.0
26.0
143.0
29.0
""
81.0
29.0
58.0
53.0
229.0
160.0
141.0
28.0
31.0
337.0
48.0
42.0
58.0
144.0
325.0
288.0
178.0
40.0
120.0
141.0
""
""
83.0
454.0
44.0
59.0
65.0
123.0
576.0
4768.0
212.0
583.0
1699.0
""
630.0
56.0
67.0
388.0
""
43.0
203.0
766.0
42.0
""
""
812.0
80.0
213.0
""
46.0
""
185.0
122.0
95.0
133.0
115.0
104.0
217.0
152.0
612.0
195.0
53.0
""
33.0
219.0
183.0
268.0
53.0
62.0
161.0
64.0
70.0
28.0
497.0
28.0
91.0
504.0
59.0
118.0
339.0
39.0
327.0
34.0
183.0
120.0
968.0
288.0
143.0
124.0
341.0
309.0
23235.0
145.0
103.0
582.0
149.0
192.0
5714.0
159.0
60.0
343.0
178.0
144.0
333.0
276.0
42.0
122.0
375.0
66.0
202.0
40.0
52.0
467.0
289.0
285.0
109.0
370.0
171.0
222.0
85.0
2630.0
779.0
470.0
403.0
3954.0
931.0
118.0
307.0
374.0
271.0
218.0
1804.0
966.0
932.0
434.0
1736.0
414.0
141.0
144.0
94.0
139.0
170.0
235.0
261.0
291.0
125.0
441.0
1210.0
164.0
144.0
128.0
21.0
55.0
61.0
263.0
145.0
1052.0
1776.0
165.0
1275.0
58.0
60.0
165.0
56.0
421.0
1103.0
138.0
626.0
105.0
165.0
174.0
125.0
126.0
505.0
3389.0
381.0
1813.0
395.0
234.0
2311.0
457.0
79.0
116.0
316.0
97.0
179.0
300.0
623.0
162.0
221.0
69.0
205.0
359.0
216.0
354.0
680.0
275.0
1206.0
179.0
562.0
186.0
193.0
177.0
216.0
489.0
233.0
1213.0
422.0
235.0
763.0
358.0
584.0
316.0
277.0
266.0
186.0
192.0
187.0
809.0
277.0
573.0
290.0
3054.0
707.0
309.0
849.0
4468.0
387.0
60.0
301.0
511.0
269.0
471.0
129.0
344.0
43.0
122.0
145.0
127.0
160.0
75.0
1110.0
195.0
105.0
239.0
225.0
213.0
148.0
1608.0
123.0
294.0
161.0
218.0
243.0
117.0
63.0
815.0
132.0
52.0
1068.0
128.0
649.0
266.0
72.0
420.0
180.0
531.0
196.0
196.0
269.0
82.0
54.0
153.0
149.0
62.0
260.0
1039.0
237.0
253.0
217.0
216.0
185.0
150.0
245.0
169.0
188.0
394.0
145.0
147.0
103.0
186.0
245.0
433.0
184.0
348.0
78.0
86.0
205.0
348.0
160.0
780.0
127.0
255.0
166.0
91.0
88.0
119.0
151.0
106.0
131.0
138.0
177.0
151.0
180.0
106.0
128.0
86.0
144.0
196.0
308.0
141.0
584.0
174.0
124.0
182.0
335.0
1251.0
113.0
94.0
122.0
128.0
208.0
287.0
360.0
131.0
114.0
106.0
82.0
115.0
328.0
172.0
80.0
148.0
120.0
278.0
113.0
2328.0
746.0
175.0
65.0
121.0
1227.0
138.0
357.0
494.0
188.0
89.0
129.0
72.0
248.0
377.0
150.0
71.0
338.0
134.0
206.0
851.0
89.0
153.0
160.0
85.0
160.0
66.0
228.0
143.0
155.0
494.0
""
33.0
196.0
20.0
""
92.0
102.0
108.0
""
327.0
253.0
32.0
190.0
76.0
563.0
35.0
20.0
214.0
49.0
320.0
225.0
199.0
243.0
30.0
22.0
73.0
40.0
""
62.0
""
63.0
286.0
23.0
""
119.0
181.0
40.0
3159.0
29.0
87.0
41.0
182.0
""
620.0
40.0
74.0
34.0
295.0
249.0
147.0
136.0
""
226.0
68.0
289.0
68.0
20.0
107.0
157.0
30.0
36.0
166.0
56.0
67.0
63.0
67.0
175.0
104.0
27.0
503.0
53.0
92.0
378.0
59.0
25.0
68.0
402.0
48.0
2816.0
177.0
1136.0
23.0
62.0
44.0
43.0
""
57.0
287.0
74.0
31.0
79.0
""
88.0
""
107.0
47.0
1084.0
69.0
92.0
116.0
36.0
236.0
39.0
124.0
618.0
137.0
304.0
168.0
63.0
57.0
124.0
431.0
83.0
79.0
174.0
644.0
37.0
68.0
98.0
65.0
364.0
242.0
67.0
35.0
69.0
31.0
621.0
58.0
34.0
77.0
1317.0
74.0
97.0
250.0
59.0
34.0
93.0
126.0
192.0
152.0
71.0
230.0
68.0
790.0
87.0
95.0
110.0
360.0
99.0
31.0
298.0
52.0
4192.0
260.0
65.0
1040.0
55.0
103.0
93.0
303.0
87.0
31.0
""
98.0
58.0
116.0
56.0
167.0
44.0
415.0
59.0
66.0
356.0
51.0
130.0
170.0
33.0
95.0
224.0
39.0
127.0
54.0
80.0
134.0
75.0
195.0
267.0
56.0
161.0
393.0
56.0
""
95.0
82.0
256.0
78.0
262.0
""
64.0
87.0
79.0
214.0
220.0
95.0
68.0
130.0
60.0
65.0
52.0
114.0
499.0
69.0
80.0
99.0
158.0
29.0
159.0
294.0
89.0
453.0
102.0
165.0
280.0
70.0
732.0
1495.0
960.0
35.0
60.0
55.0
87.0
103.0
163.0
2133.0
52.0
93.0
139.0
123.0
132.0
394.0
137.0
101.0
2752.0
183.0
1030.0
529.0
61.0
212.0
497.0
90.0
160.0
307.0
2380.0
820.0
120.0
112.0
806.0
47.0
104.0
186.0
365.0
294.0
50.0
109.0
286.0
395.0
252.0
312.0
1207.0
428.0
24.0
609.0
134.0
312.0
501.0
223.0
256.0
122.0
59.0
34.0
95.0
666.0
538.0
1247.0
183.0
289.0
723.0
216.0
182.0
308.0
951.0
133.0
262.0
349.0
242.0
230.0
902.0
374.0
2820.0
4135.0
448.0
210.0
999.0
548.0
758.0
182.0
1287.0
239.0
1440.0
1488.0
113.0
4522.0
4448.0
256.0
436.0
121.0
191.0
784.0
472.0
226.0
2954.0
855.0
699.0
2415.0
20.0
3196.0
478.0
2106.0
723.0
5698.0
29.0
2900.0
2304.0
2166.0
3310.0
105.0
72.0
1007.0
330.0
183.0
224.0
65.0
537.0
851.0
152.0
1240.0
440.0
1042.0
477.0
253.0
268.0
266.0
289.0
677.0
116.0
312.0
228.0
1053.0
335.0
2843.0
249.0
153.0
572.0
483.0
509.0
300.0
443.0
1873.0
623.0
274.0
125.0
601.0
1137.0
1444.0
149.0
3714.0
""
100.0
897.0
184.0
872.0
1282.0
64.0
86.0
4815.0
262.0
567.0
309.0
375.0
242.0
726.0
216.0
1164.0
599.0
95.0
1228.0
538.0
7089.0
307.0
232.0
67.0
311.0
78.0
244.0
1758.0
149.0
183.0
1573.0
1256.0
617.0
534.0
74.0
661.0
647.0
685.0
1842.0
10343.0
335.0
205.0
2533.0
352.0
402.0
456.0
80.0
510.0
333.0
382.0
685.0
251.0
201.0
459.0
460.0
121.0
""
187.0
574.0
2853.0
240.0
390.0
218.0
287.0
400.0
504.0
81.0
6383.0
248.0
260.0
359.0
467.0
136.0
217.0
519.0
59.0
119.0
133.0
83.0
39.0
340.0
107.0
327.0
384.0
85.0
140.0
254.0
305.0
274.0
514.0
404.0
151.0
368.0
262.0
93.0
1007.0
796.0
156.0
318.0
145.0
385.0
171.0
3181.0
63.0
214.0
194.0
525.0
132.0
197.0
1662.0
743.0
