kir_native_white_female_mean
0.41586673
0.45145643
0.45578018
0.39254594
0.38055035
""
0.42753261
0.40716401
0.44975668
0.42298731
0.39767548
0.39642191
0.43022379
0.44289082
0.43533421
0.43309474
0.40620804
0.41717517
0.36892655
0.40748769
0.44034216
0.40932944
0.40496388
0.47374028
0.41345897
0.43055946
0.4391439
0.41807199
0.35465151
0.4278633
0.37398514
""
0.45246136
0.42889169
0.44473788
0.40844321
0.46965772
0.41208559
0.41278145
0.40854064
0.4751386
0.43022946
0.47058082
0.38147172
0.45811388
0.49587682
0.40599224
0.41761938
0.43905571
0.40281323
0.47183323
0.43327764
0.43487042
0.41625702
0.46860185
0.45379224
0.42633224
0.41956687
0.47144109
""
0.4170185
0.43453825
0.45382547
0.38063359
0.35784867
0.39261687
0.36788926
""
""
0.50442755
""
""
""
""
0.50135332
""
""
0.52331167
0.46003059
0.46140257
0.45985615
""
""
0.47072586
0.49761051
""
""
""
0.5157479
0.50564176
""
0.48707902
0.45569173
""
""
""
0.44871095
0.42333841
0.44939169
0.42089969
0.399571
0.4123559
0.40976107
0.48096144
0.43126944
0.41107222
0.47310972
0.42960313
0.48463434
0.4405632
0.43248841
0.49756616
0.40833122
0.40899527
0.4520278
0.41383237
0.44069344
0.45889202
0.39819318
0.4371486
0.39278618
0.39492542
0.39490455
0.42995802
0.46542448
0.44306117
0.4252336
0.40580726
0.44918182
0.46203789
0.52575123
0.45223662
0.42523417
0.45173329
0.40315515
0.38092464
0.43654945
0.45152852
0.43010607
0.39962867
0.43690583
0.4026053
0.42006442
0.42000276
0.42591304
0.44042736
0.39556679
0.40708435
0.39972541
0.47058082
0.43831331
0.43603185
0.41299394
0.44686946
0.45092842
0.39757866
0.41316244
0.4251596
0.45957386
0.42493054
0.40801018
0.41012329
0.43565574
0.3880257
0.43302849
0.43053746
0.39188471
0.37145311
0.40084749
0.4244906
0.47243902
0.39791
0.39846408
0.43509227
0.40984371
0.40600595
0.42777568
0.39900583
0.38279346
0.39294109
0.46306044
0.40646821
0.44586974
0.40841231
0.48219457
0.40208381
0.56348908
""
0.46024555
0.46045363
0.38519564
0.47114751
0.55995274
0.41052091
0.50566119
0.48099801
0.44741401
0.46968934
0.46861279
0.51527822
0.43313125
0.44685298
0.4646787
0.45121536
0.52654469
0.4501448
0.58902717
0.38139093
0.45943826
0.47146785
0.50934744
0.51858234
0.51819611
0.55382371
0.46018517
0.53067547
0.50013876
0.42229232
0.4533723
0.49830994
0.5003438
0.46064389
0.504502
0.60611826
0.49088764
0.48727903
0.59477293
0.51645607
0.56260443
0.52516621
0.4317666
""
0.46298569
0.50291586
0.52288908
0.44412452
0.44885674
0.4396542
0.49076763
0.45778242
0.44789496
0.50395328
0.53916818
0.40445381
0.46749318
0.50431138
0.53323025
0.48320088
0.43923205
0.40537271
0.52956903
0.5054031
0.48470286
0.43143684
0.49182156
0.34985802
""
0.43776521
0.44814488
0.41950768
0.51217538
""
0.52952296
0.53059655
0.51113528
0.46042836
0.44611546
0.46437353
0.52094281
0.38092852
0.47175729
""
0.49355945
""
0.5219844
0.53179502
0.48362651
0.49885359
0.48702705
0.49015564
