staycz_black_male_p50
""
0.68297052
0.67724735
""
0.45956641
0.80174094
0.60513514
""
0.66844386
0.58059621
0.37814972
0.82994539
0.42921108
""
0.4289543
""
0.4749448
0.45650902
""
0.52886808
""
0.50422585
0.7153753
0.86516303
""
""
""
""
""
""
""
0.46293074
""
0.9943192
""
""
""
""
""
0.73581523
0.53619057
""
""
0.4895955
0.33942026
0.34488201
0.71552753
0.57264817
0.53914648
0.52215779
0.71664017
0.56200719
""
0.59881723
1.0640724
0.74630255
""
""
""
""
""
""
""
""
""
0.49286374
0.66003561
0.37661853
0.70751691
""
0.84664422
0.48386666
0.5480513
0.55939078
1.0906237
0.51203477
""
0.53518867
0.54426348
0.62370121
0.64402777
0.61060995
0.62801248
1.118371
0.53812611
0.48588115
0.46871963
0.47536233
0.69270349
""
0.71746629
0.42955661
0.34732789
0.48246172
0.58975577
""
""
0.68208897
0.45328161
""
0.52305371
""
0.72445852
""
""
""
0.6853295
0.6384328
0.47681895
0.82754922
0.54525489
0.64920366
0.64076006
0.52573842
0.63030559
""
""
""
0.96479493
""
""
0.6727556
0.65572441
""
""
""
""
0.67983568
""
0.56300843
0.58213949
0.33848739
0.38176677
0.63357145
0.19404332
""
0.52066296
1.5017914
0.47993022
0.60724759
0.64100981
0.46946386
0.76011187
0.67592657
""
""
""
""
0.97079045
""
""
""
""
0.6496647
0.64712006
0.5014081
""
""
""
0.52122104
0.64127922
0.22701193
0.41104177
0.3537873
0.41307649
0.71593976
0.3675912
0.87627381
""
0.43354654
0.59464288
0.51340652
0.68195015
0.65014845
0.91086769
""
""
""
0.57714301
0.33840767
0.74921089
0.34127122
0.44211686
0.4531337
0.30918279
""
1.2930707
""
""
0.13001592
""
0.45038366
0.57800448
""
""
""
""
0.76133162
""
""
-0.087314218
0.55881
""
0.78010988
1.0008286
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56630969
""
""
0.44393489
""
""
""
""
0.6047489
0.4973264
0.33564001
0.33347577
0.36893848
0.46046013
0.34120366
0.40020046
0.67845213
0.51346022
0.62397671
-4.3132691
0.44931498
0.42743719
0.52860475
0.52488607
""
0.37970042
0.34806278
0.58441591
0.77091855
1.0719522
0.59696239
0.38236982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2799612
0.59297699
""
0.51528484
