staycz_pooled_female_mean
0.62501889
0.73654896
0.60046554
0.57557589
0.56108785
0.66152561
0.70495486
0.61523151
0.64102346
0.6878404
0.64847583
0.74907315
0.7222296
0.82543743
0.69719458
0.74461204
0.65252817
0.73016679
0.55809307
0.62459898
0.54141301
0.58754921
0.57995147
0.71519178
0.71858257
0.69911176
0.69160247
0.77850491
0.69044012
0.68347299
0.57774258
0.63125902
0.68212962
0.70973825
0.61673695
0.5657804
0.60790265
0.59129947
0.53767407
0.71644634
0.66425395
0.63973248
0.54901278
0.48000517
0.41671467
0.47492775
0.41726995
0.57425022
0.56117976
0.51237464
0.43298042
0.55532241
0.74869317
0.68001205
0.59436899
0.65059805
0.73907876
0.73425764
0.77967751
0.64126569
0.70922297
0.76807988
0.8099795
0.74328494
0.71052372
0.54118294
0.52369756
0.57189012
0.61469173
0.47986007
0.69531977
0.69085872
0.72145063
0.69771165
0.60815763
0.68367499
0.58670485
0.59638953
0.67878687
0.63585562
0.7596336
0.68030304
0.53024161
0.54350388
0.37930506
0.52088606
0.58606166
0.63649243
0.56182152
0.70550036
0.63554275
0.66255683
0.67448246
0.55227053
0.59484428
0.65408319
0.70654178
0.42730272
0.58198869
0.67817098
0.64324456
0.5949024
0.64849561
0.57797819
0.6582613
""
0.681279
0.6746645
0.5865314
0.65773213
0.67587054
0.61268586
0.66229558
0.61074787
0.67920935
0.72803992
0.68631965
0.58214366
0.60994262
0.75258952
0.71776587
0.75782645
0.74763817
0.7271685
0.79199678
0.77961618
0.79751176
0.75788909
0.81961358
0.6964519
0.43862909
0.50152963
0.54586929
0.48818988
0.56269372
0.54533964
0.55674791
0.74490786
0.70717043
0.72085488
0.63231486
0.6403448
0.73532802
0.65380454
0.59656781
0.70584792
0.65123773
0.73500967
0.68742549
0.71697694
0.81724352
0.57889408
0.61463118
0.60155445
0.60623252
0.59515035
0.54911357
0.69054681
0.61660409
0.58258921
0.57296854
0.49602944
0.44270974
0.45598492
0.63079059
0.74096251
0.79458541
0.71743065
0.69045377
0.69667214
0.57460648
0.65845543
0.58243012
0.69024867
0.63564587
0.74678254
0.73854381
0.75694191
0.7186414
0.5338673
0.66946346
0.55609071
