kir_native_white_male_mean_se
0.0038767892
0.0059221997
0.011691145
0.0035435136
0.0044645728
0.011144633
0.0032548611
0.0095990524
0.01117479
0.0056997743
0.0047957739
0.002875031
0.01176124
0.0068478179
0.0048902328
0.013204941
0.013681173
0.004998941
0.01247707
0.011934923
0.0048106737
0.0047623441
0.0056318059
0.0078789843
0.0029856612
0.017229503
0.0071540675
0.004561339
0.0031559272
0.0092414357
0.0090391897
0.0064907963
0.0033651392
0.0043395213
0.011524496
0.0048586801
0.010237806
0.0089802016
0.025095206
0.019977044
0.0051853051
0.011845502
0.016063085
0.017805381
0.014533399
0.013692526
0.003292433
0.006128822
0.0040386934
0.006927717
0.0052353628
0.0044450788
0.0069265752
0.023747576
0.016747614
0.0046318737
0.011661827
0.017558495
0.019527607
0.008539862
0.010025942
0.003815914
0.014762904
0.008543551
0.0076457202
0.008307864
0.012465198
0.01011008
0.0090756211
0.0078777261
0.013995062
0.010518548
0.01178944
0.0065812408
0.0097013311
0.011827381
0.0066302065
0.0072883586
0.01200812
0.0035124416
0.0096875187
0.0066874023
0.0076390877
0.0065150675
0.0027229551
0.0071751862
0.0067262496
0.0058688764
0.0044003343
0.0051816939
0.005845149
0.0087946523
0.0084444908
0.0044388948
0.0090219686
0.014455442
0.0063144215
0.0049902471
0.0024057198
0.0043383287
0.0040406641
0.0030794304
0.0032227298
0.0043576672
0.004069576
0.0028602402
0.00441232
0.0031626197
0.0085529145
0.0055453507
0.0061642444
0.0073322179
0.004058423
0.015295837
0.0044424646
0.0034367426
0.0047652461
0.018661788
0.019127071
0.019660646
0.0066349572
0.010104093
0.010986388
0.010423958
0.0113835
0.0057792999
0.0058474015
0.010249388
0.013612773
0.011660165
0.0020732766
0.0084643783
0.0073244125
0.010345725
0.0058220462
0.0086082816
0.0045178812
0.0070909727
0.016269106
0.01041272
0.0054367692
0.0067024818
0.01821343
0.013494995
0.0088913087
0.014314948
0.0055045323
0.0091255652
0.011679322
0.011604609
0.007705675
0.0032575107
0.0073752785
0.016324587
0.0038764181
0.0045698863
0.012098797
0.0056870324
0.010380651
0.0071457787
0.020258952
0.010392835
0.0058671841
0.0023220365
0.014631498
0.0018275065
0.0060492367
0.0051426436
0.0088068498
0.0039098924
0.0013795899
0.0036028195
0.0050094114
0.002885313
0.0049202777
0.0075271269
0.003403371
0.0020848115
0.0051308353
0.0064319139
0.0062126014
0.005715529
0.0023380432
0.0068884986
0.007477391
0.0019799098
0.010728667
0.0058243619
0.0040892451
0.012621839
0.0092493258
0.0055339779
0.0025905313
0.011293634
0.0087914933
0.0056681624
0.0041466849
0.0037671423
0.0028039936
0.0068701627
0.0031024737
0.0035354316
0.0061296863
0.0056367759
0.0040236292
0.0031802196
0.0024568352
0.0060190149
0.0049564075
0.0041513247
0.0050470997
0.0038448118
0.0090673026
0.010057054
0.0037808183
0.0028331568
0.0038626199
0.0018352445
0.0056350185
0.0051427428
0.0073547866
0.0056886864
0.0056068767
0.0073684743
0.0022593187
0.0042343303
0.0038348073
0.0033663518
0.0016858679
0.0028319333
0.0026245967
0.0045587127
0.010992294
0.0054760133
0.013582346
0.0077399211
0.011846201
0.0050598811
0.015018025
0.0072965245
0.0048917886
0.006536983
0.006596745
0.0041818684
0.0066252514
0.0080805905
0.0065007792
0.0024082505
0.0053006052
0.0043979725
0.0018060479
0.0037896719
0.0041616303
0.010163893
0.004563238
0.0057405275
0.0070443791
0.0027165553
0.0047189617
0.0027669158
0.0041179289
0.003537986
0.0023208049
0.0023651111
0.0035411066
0.0016192868
0.0030972636
0.0017431305
0.0014505965
0.0041902415
0.0047892551
0.0079045538
0.017770551
0.0043755877
0.012034808
0.0080796452
0.0030892014
0.0042574727
0.0065012025
0.0045158868
0.0027601693
0.032538671
0.03448873
0.0016317321
0.0025262043
0.0066133086
0.0038582841
0.0019105747
0.0064993608
0.0072586499
0.0089613842
0.010293622
0.0069783642
0.0051430692
0.0063261385
0.0054101418
0.0072723823
0.0039804946
0.0048905327
0.0033154243
0.0014197119
0.00709421
0.0044435859
0.0035096693
0.0062344107
0.0066741784
0.006364197
0.0057059987
0.003918583
0.0095951771
0.0049335295
0.0043431548
0.0055385246
0.0041467147
0.0025289718
0.0034928732
0.0064625973
0.0026286547
0.0030957891
0.0037698359
0.0042596739
0.0027288729
0.004565293
0.0073134997
0.0060346969
0.0051378454
0.0038748137
0.0053564911
0.0059800083
0.0037697658
0.0074318349
0.0030708101
0.0030798852
0.0019985724
0.0065403995
0.0013506477
0.0031035601
0.0072573251
0.0061989827
0.0018471908
0.010518166
0.0069112293
0.0043637408
0.0039673885
0.0054614041
0.010584243
0.0068535954
0.0082145464
0.010910225
0.0094397385
0.0064078066
0.0071570389
0.0070827035
0.015047255
0.0050671287
0.0047804425
0.012202829
0.0054407003
0.009085089
0.0082938969
0.0057477569
0.010286721
0.0036622297
0.037894402
0.019318454
0.0078716474
0.0088299504
0.011301038
0.015041133
0.017636659
0.010222641
0.011122524
0.0055410154
0.027517425
0.020090112
0.024200927
0.015246411
0.0203344
0.0244061
0.0071375058
0.014790459
0.035813272
0.049824771
0.023613259
0.018204579
""
0.02423219
0.026935697
0.023422224
0.015928818
0.011444276
0.015000823
0.012614541
0.0089727454
0.013315802
0.0044726008
0.0085241478
0.010943403
0.012863296
0.047450844
0.020282034
0.0081248591
0.0051507098
0.0095927594
0.0081425672
0.005468139
0.0040920181
0.011820336
0.0091808951
0.026770085
0.0042268625
0.0051396694
0.014007788
0.015848663
0.019770078
0.016731793
0.0078651533
0.01111309
0.012021468
0.013206135
0.02077722
0.020871783
