kir_native_asian_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044955865
""
""
""
""
""
""
""
0.036580764
""
""
""
0.047469646
""
0.047866113
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036091607
""
""
""
""
0.075914145
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01652807
""
""
0.035235241
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042724229
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014301497
""
""
0.058772668
""
""
0.016338075
""
0.056449153
0.021328136
""
0.046225775
""
""
0.032901097
0.034676209
""
""
0.0075504524
""
0.052485324
""
""
0.04537791
""
""
0.042775694
""
""
0.012464
0.040566266
""
0.021830497
0.014205107
""
0.021669989
0.013711059
0.016356105
0.02339014
0.042344078
0.016128752
0.038383901
0.01310179
0.046598364
0.044454347
""
""
0.024805797
0.033794802
0.035903044
""
""
""
0.039385878
""
0.021447631
0.044841204
""
0.038782872
""
0.031413227
""
""
""
0.044302464
""
""
""
""
""
""
""
""
""
0.038159501
""
0.049432937
""
""
0.032855485
""
""
""
""
""
""
""
""
0.028597653
""
""
""
""
0.048735246
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042542323
""
0.027791249
0.032863691
0.07242053
""
0.032791872
0.040410645
""
""
0.057440277
0.036324896
""
0.054064233
""
""
0.036752015
""
0.036567152
0.031099023
""
""
""
""
""
""
""
""
0.033640195
0.04382737
""
""
""
""
""
""
""
""
""
""
""
0.04197371
""
""
""
""
""
""
0.05952533
""
""
""
""
""
""
""
0.039604146
""
""
0.050645664
""
0.03026814
""
0.037509438
0.046275862
0.028519394
0.058404829
""
""
""
""
0.055189837
0.045011748
""
""
""
""
0.037219346
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044485584
""
0.044573043
""
""
0.056008555
""
""
""
""
""
""
""
0.039862044
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035861168
""
""
""
""
""
""
0.036290891
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045656692
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015657416
0.0056986692
0.023182029
0.017156804
0.038169727
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014867745
""
""
""
""
""
0.024738604
""
""
