kir_top01_asian_pooled_p25_se
0.024616884
0.024777735
""
""
""
""
""
0.0055329385
""
""
""
""
""
""
""
0.0076468638
0.016066432
""
""
""
""
""
0.02083776
0.013583723
""
0.029189253
""
0.0096406881
""
""
""
""
""
""
0.012852137
0.081722163
0.011080401
""
0.0048369891
""
0.02185742
0.010568808
""
""
0.008858108
""
""
0.068380259
0.0066314423
""
0.0035071769
0.033425014
""
""
""
""
""
0.01279226
0.0099561121
""
0.042581473
""
0.0068530692
""
""
""
""
0.029615976
0.020019339
0.0022799047
""
""
""
""
0.01229077
""
""
0.011107245
0.017708499
0.010863957
0.0056665558
""
""
0.0093599381
""
""
""
""
""
0.013905674
""
""
""
""
""
""
""
0.006112833
0.0028797779
0.064636819
""
""
""
0.0023868501
0.0063411677
0.019625627
0.0050472501
0.0074600601
0.042055104
0.031402141
0.0095944256
""
""
""
0.0047019194
""
""
""
""
""
""
""
""
""
""
""
0.024540577
0.026466804
0.010734488
""
""
""
""
0.011242895
""
""
0.019955054
""
""
""
""
""
0.0089800516
""
""
0.0075486419
""
""
""
""
""
""
""
0.0052170926
""
""
0.0082516
0.077306896
""
""
""
""
""
""
""
""
""
""
0.031333715
""
0.010999641
""
""
0.0046686772
0.019703731
""
0.00081882224
""
""
""
0.01218734
""
0.010821772
0.0063823275
""
0.016825831
0.0012421773
""
0.016260358
0.0058102426
0.016412145
0.036415935
0.0019950604
0.032208543
0.0031775224
0.0010020952
0.0043925853
0.0091048684
0.005952924
""
0.001634051
0.0015511634
0.019003706
0.025319153
0.00056497043
0.0081120953
0.008225888
""
0.018640671
0.00187553
""
""
0.0014620747
0.0087165264
0.012592814
0.001018484
0.0086623449
""
0.0020288972
0.0013213657
0.0075086346
0.0018474939
0.00053256686
0.001225178
0.0010435197
0.0079575172
0.0017288389
0.0021356372
0.0013266113
0.0077954479
0.0042679985
""
0.047716133
0.00090856507
0.0050090943
0.0017591699
0.0023722528
0.0054679234
""
0.0022494725
0.03935454
0.0019491664
0.0098599307
0.0035970367
0.0031734565
""
0.0016585571
""
""
""
0.011795613
0.0068436433
""
""
""
""
""
""
""
""
0.0021099665
""
0.011795501
""
""
0.0033405609
0.02037267
0.023221489
""
""
""
""
""
""
0.0032602695
""
""
""
0.020789536
0.016206509
""
""
""
0.0068081548
""
""
""
0.03541119
0.019834828
""
""
""
""
""
""
0.0073896926
""
""
""
""
""
""
""
""
""
""
0.0053514265
""
0.0042079007
0.0045011141
0.017931046
0.011879599
0.0059823799
0.0072167409
0.0044673686
0.027771411
0.011636971
0.0070880703
0.013137419
0.0023256959
0.0129411
""
0.0042518168
""
0.0062385164
0.0030750663
""
0.015732035
0.015666019
0.0049869493
0.013871129
0.0089622047
0.028574042
""
0.0011377548
0.0049904166
0.0044597611
""
0.027678611
""
""
""
""
0.014088754
0.073345736
0.010659197
0.012262552
0.0025017513
""
0.006687291
0.072759077
""
""
0.010817258
0.011514965
0.020088637
""
""
""
0.010178528
0.005048845
0.01067852
0.0030358029
0.038707502
0.01186613
0.0025364363
0.017353181
