spouse_rk_other_female_mean
0.54338276
0.66962391
""
0.66938055
0.6623286
""
0.66531169
""
""
0.66262072
0.66605598
0.68159783
""
0.68213397
0.64179063
""
""
0.63073713
""
""
0.64831698
0.65695709
0.64597255
0.65822339
0.66652936
""
0.66572821
0.66028714
0.68167537
""
""
0.64963436
0.6700955
0.69586569
0.56557751
0.68021548
""
0.67003191
""
""
0.67588806
""
""
""
""
""
0.6980508
0.71843368
0.71983439
0.71954703
0.69854212
0.72817689
0.7271989
""
""
0.64860737
""
""
""
0.57467222
""
0.65721321
""
0.63430798
0.59932202
""
""
""
""
""
""
""
""
0.65673614
""
""
0.72322261
""
""
0.65899438
""
0.62336743
""
0.63898164
0.67027032
0.58160406
0.64484626
0.67139286
0.68675339
0.62517065
0.66485441
""
""
0.66585058
""
""
0.66444838
0.55668372
0.67701286
0.6113227
0.66721278
0.68341804
0.65900117
0.67816126
0.68927979
0.65787977
0.65472305
0.69603807
0.71891367
0.57730371
0.70434433
0.64436048
0.65217996
""
0.65222639
0.68044841
0.67893225
""
""
""
0.6451745
0.70855111
0.70776933
0.65389615
""
0.61524475
0.69532686
""
""
""
0.67707294
""
0.67026353
""
0.6792686
0.58274072
0.6259883
0.61871654
""
0.6222114
0.63874042
0.66160661
""
""
0.62832242
""
0.62866133
0.64435089
""
""
0.63465422
0.69020724
0.71608406
""
0.6790747
0.67368311
""
0.67490935
""
""
""
""
0.72824764
0.7303248
""
0.76038498
0.6347661
0.62518263
0.6371913
0.65239656
0.68712795
0.70396203
0.64809579
0.63855618
0.63993144
""
0.67047197
0.66162628
0.63287151
0.62365317
0.73864537
0.65220767
0.68824786
0.60974926
0.64683211
0.69136941
""
0.69439244
0.64703715
""
0.62395597
0.6274488
0.66470385
""
""
0.66260195
0.64568985
0.68915582
0.69700426
""
0.65921021
0.63400197
0.73412305
0.61535013
0.6310541
0.64190078
0.68469495
0.67553574
0.6422587
0.68099523
0.64776558
0.64965284
""
""
0.70710832
0.64084208
0.66574806
0.6977759
0.63316298
0.62795901
0.65607589
0.6971125
0.62874418
0.75040036
0.66416579
0.63767016
0.70468783
0.69855481
0.70504695
0.66626233
0.67438573
0.6691373
""
0.68492198
""
0.675309
""
0.64376134
""
""
0.66193807
0.6308322
0.55816847
0.67472345
0.65272313
0.64539027
0.61794919
0.67130953
0.6469897
0.71812433
0.67625242
0.64774024
0.63314766
""
