jail_other_male_p25
0.001554554
0.025421772
""
""
-0.011101462
""
""
0.061162688
""
""
""
""
""
""
""
0.017743241
0.032559279
""
""
""
""
0.0065656235
-0.011121222
""
0.024407286
0.0046096095
""
0.013718668
""
""
""
""
""
""
-0.032032609
0.0060417736
0.060106937
""
0.031314887
-0.0013471978
0.025334807
-0.021755407
""
""
0.0075112134
""
""
0.0029014281
0.050433487
""
0.0046625235
0.019896049
""
""
""
""
0.15657654
-0.0073431688
0.0070797722
""
-0.012384789
""
0.051437337
0.18173327
""
""
""
""
""
0.064757146
""
""
""
""
0.0040103388
""
""
0.069062285
0.073729776
-0.0091887284
0.0043493402
""
""
0.027824892
0.01667114
""
""
""
""
0.063723095
""
""
""
""
""
""
-0.0085430611
0.0058241934
0.0071075521
-0.026548576
""
""
""
0.028560229
0.033358101
0.011662063
0.034210373
0.008810088
""
-0.0019093881
-0.0080166748
""
""
-0.014950822
0.0012026576
-0.0175071
""
""
""
""
""
""
""
""
""
""
-0.0062698289
0.038917907
0.076543875
""
""
""
""
-0.0067041926
""
""
0.0080497405
""
""
""
""
""
0.010160187
""
""
-0.0096808923
""
""
""
""
""
""
""
0.016208965
""
""
0.067985378
-0.00093526492
""
""
""
""
""
""
""
""
""
0.025760904
-0.0014673547
""
0.0017429426
""
""
0.0074292864
""
""
0.020855391
""
""
""
0.027639724
""
0.018778447
-0.0042518317
""
""
0.01033416
""
0.019308733
0.021872357
0.041078035
""
0.0088764299
0.10517812
0.0042048385
0.01631964
-0.003999501
0.020255448
0.0039367536
""
0.0082605621
0.038753599
0.061562102
-0.012874248
0.017800055
0.0014325712
0.0014182463
0.044217795
0.0023521245
0.043088727
""
""
0.014945851
0.024876226
0.00088783476
0.019835185
0.0066381446
""
0.017060515
0.027662866
0.013541921
0.010236611
0.026405759
0.021716317
0.020059494
0.012403931
0.03575056
0.0027305081
0.022114435
0.001469843
0.01698509
""
0.0060627479
0.014506962
0.00044991737
0.02429457
0.0023025363
0.031403039
""
0.012888339
0.017444525
0.01119589
0.021806225
0.009195949
0.0099830832
""
0.0022167277
""
""
""
0.028301323
-0.019105118
""
""
""
""
""
""
""
""
0.014898557
""
0.0029442988
""
""
0.014741795
0.02340213
-0.034425221
""
""
""
""
""
""
0.016779397
""
""
""
0.021015048
0.011550942
""
""
""
0.0033815145
""
""
0.001551865
0.015450722
""
""
""
""
""
""
""
0.011759137
""
""
""
""
""
""
""
""
-0.023084363
""
-0.0016646476
""
0.021886311
0.032674681
0.023411809
0.029930118
0.0088412156
