staytract_asian_female_mean
""
0.091872044
""
""
""
""
""
0.078563668
""
""
""
""
""
""
""
0.20670196
""
""
""
""
""
""
0.097358048
""
""
""
""
0.055105612
""
""
""
""
""
""
0.21673985
""
0.14665097
""
""
""
0.17158496
0.1231141
""
""
0.10517686
""
""
""
0.19208249
""
0.12793031
0.059391018
""
""
""
""
""
""
0.10628905
""
0.083711572
""
0.047395647
""
""
""
""
""
""
0.16234545
""
""
""
""
0.25190455
""
""
0.25369981
""
0.16554868
0.20395827
""
""
0.32127389
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10758419
0.1798875
0.035277575
""
""
""
0.13295177
0.049342576
""
0.13155261
0.15475477
""
0.033787001
0.11601511
""
""
""
0.083443329
""
""
""
""
""
""
""
""
""
""
""
""
0.28878349
""
""
""
""
""
0.24280615
""
""
0.14238669
""
""
""
""
""
""
""
""
0.057280812
""
""
""
""
""
""
""
0.27978671
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26049754
""
0.13322879
""
""
0.40247324
""
""
0.18541747
""
""
""
""
""
0.25615469
0.26489326
""
""
0.21718302
""
""
0.14108486
""
""
0.21096796
0.16451199
0.12471355
0.14869039
0.37262097
0.10889434
0.084438942
""
0.18922181
0.14050534
0.1946916
""
0.22548987
0.11828449
0.14524089
""
0.22565627
0.16228102
""
""
0.16616024
0.17816043
0.1470423
0.22060591
0.14612018
""
0.16375937
0.19092762
0.087645419
0.20183103
0.21155785
0.27928251
0.16930208
0.14550221
0.26397705
0.17777292
0.21405472
0.19570155
0.15628839
""
0.13853855
0.20032257
0.16107698
0.16417862
0.21383163
0.17419012
""
0.22571041
0.21851452
0.19372088
0.16598113
0.13662514
0.17524847
""
0.13813666
""
""
""
0.16879293
0.091650285
""
""
""
""
""
""
""
""
0.18183233
""
0.11971875
""
""
0.12553492
0.077798776
""
""
""
""
""
""
""
0.15140405
""
""
""
""
0.14087814
""
""
""
0.14614968
""
""
""
""
""
""
""
""
""
""
""
0.076627783
""
""
""
""
""
""
""
""
""
""
0.12812506
""
0.18109313
0.17261586
0.21786492
0.11496502
0.17589612
0.19087014
0.15487893
0.22111939
0.10865747
0.18267441
0.11088124
0.17877358
0.12953416
""
0.13328406
""
0.18111616
0.18597575
""
0.095285177
0.2185487
0.16331798
0.17795239
""
""
""
0.17726357
0.17841822
0.23477861
""
""
""
""
""
""
""
""
0.20273234
0.099741183
0.17265891
""
0.08559373
""
""
""
0.22441915
0.13991353
0.082125664
""
""
""
0.13692982
0.1582253
0.11055237
0.18616647
0.15226032
0.32747975
0.1700061
""
0.19663227
0.19432169
0.16137902
0.12742728
0.20884022
0.093079463
0.10043238
0.12890002
0.14430852
0.21506494
0.13394794
0.18698616
""
""
""
""
0.18837799
""
""
""
""
""
""
""
0.10839648
""
0.17031869
0.17814912
""
""
0.063219592
""
""
""
""
""
""
""
""
0.13576251
""
0.32345295
0.29353824
""
0.15297607
0.18066117
""
0.12445999
0.19254221
""
0.17482194
""
0.14101467
""
""
