somecoll_white_male_p75
0.702546
0.79448634
0.85436594
0.51525354
0.69137669
""
0.79646891
0.76440263
0.76582074
0.69618338
0.696244
0.69545013
0.7257179
0.7756322
0.68387514
0.79156655
0.82516795
0.74732226
0.49566448
0.77024966
0.63849491
0.76845777
0.74894357
0.72112054
0.74606669
0.75939113
0.7924397
0.81701636
0.7796011
0.72413564
0.82379669
""
0.7788198
0.80237204
0.75097626
0.69313985
0.77094084
0.84382957
0.79203379
0.78163981
0.79181606
0.66425782
""
""
0.78842086
0.72964096
0.84127325
0.79362696
0.7464993
0.60504633
0.78330314
0.74666101
""
0.78551924
0.79035264
0.75045431
0.70217687
0.6668812
0.75267845
""
0.7807197
0.78241742
0.71945423
0.73755145
0.72400123
""
0.80933791
""
""
0.71504205
""
""
""
""
0.73791921
""
""
0.8115207
0.82173735
0.70850593
0.51161486
""
""
0.65838724
""
""
""
""
""
0.75912893
""
""
0.60055536
""
""
""
0.72392428
0.78025299
0.7970323
0.71131116
0.8903923
0.59563893
0.37940821
0.76928747
0.7142356
0.80990285
0.77576184
0.70890903
0.72851193
0.76532203
0.74300343
0.7658242
0.64931995
0.76283789
0.71618545
0.77114052
0.8491537
""
0.66031259
0.78335869
0.90924126
0.78191566
0.73064876
0.67541134
0.83265126
0.66667509
0.76186705
0.7933681
0.66214436
0.71283704
0.7440055
0.63879079
0.77203035
0.71649581
0.64707345
0.98742002
0.8400408
0.6778602
0.71981257
0.85412121
0.76352036
0.86712295
0.73290884
0.64033276
0.71079189
0.78506255
0.7892676
0.93463707
0.73568934
0.030402165
0.8729654
0.69808555
0.76142567
0.75021726
0.49246112
0.74241924
0.60398978
0.72617429
0.88638049
0.847148
0.98649514
0.44494143
0.84430015
0.58083981
0.78361523
0.93900985
0.7670778
0.90947127
0.72419214
0.69540673
0.77109772
0.64878279
0.61670351
0.73131394
0.86907327
1.3060845
0.7698037
0.67175424
0.70636153
0.87810582
0.75678223
0.63096148
0.76126581
0.6266157
0.92700344
0.74042934
0.76216823
""
0.78032011
0.80359811
0.65523839
0.84426695
0.77296144
0.76221186
0.76665926
0.79288059
0.80189425
0.80290532
0.82405621
0.79636484
0.72961754
0.69975615
0.70377135
0.76812655
0.79596299
0.69650632
0.88224703
0.80625856
0.73147398
0.73021913
0.72334766
""
0.75759757
