kir_native_natam_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52781445
""
""
""
""
""
""
""
""
0.45210877
0.46323657
""
""
0.50642729
""
""
""
""
0.50266367
""
""
""
0.42212796
""
""
0.46235338
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49596527
0.5308525
0.44752985
0.33348361
""
""
0.40836492
0.46676266
""
""
0.46551567
0.47954708
0.52652651
0.43463975
0.33179605
0.42319676
0.50282001
0.35155341
0.44120061
0.38425103
""
0.30729127
0.46851969
""
""
""
""
""
0.4172664
0.40138549
0.4170242
0.43041977
0.37089336
0.28769058
""
0.38954076
0.38546178
0.36288241
0.37816259
0.36553064
0.36051399
""
0.43097615
0.39678851
""
""
""
0.4604269
""
""
""
""
""
""
""
""
""
""
""
""
0.47693136
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36099762
""
""
""
""
""
0.4562588
""
""
""
""
""
0.40452096
""
""
""
0.49751028
""
""
0.43387073
""
""
0.52251464
0.27757508
""
0.4163166
""
0.38335639
0.27432379
0.40040299
0.43277249
0.51578808
""
""
0.43652737
""
""
""
0.34636259
0.41272849
""
""
0.34818688
""
""
0.42005548
0.47233453
""
0.51775545
0.46815968
""
0.41080981
0.51565129
""
0.3555941
0.41207749
0.42478064
0.40995294
0.46363366
""
0.358448
""
0.3806504
0.48220658
0.45926568
0.33387071
0.44104186
0.33824289
""
0.38321146
""
0.43174976
0.3495127
0.42585081
0.45562989
""
0.52803779
""
""
""
0.36735716
""
""
""
""
""
""
""
""
""
0.34144157
""
""
""
""
0.43940556
""
""
""
""
""
""
""
""
0.40311134
""
""
""
0.71491677
0.48312855
""
""
""
0.36766747
""
""
0.33998698
""
""
""
""
""
""
""
""
0.38061708
""
""
""
""
""
""
""
""
""
""
0.47789246
""
""
""
""
""
0.50297356
0.52488405
""
""
""
0.47959459
""
""
""
""
""
""
0.36290151
0.47162488
""
""
""
""
""
""
""
""
0.41803688
0.33854243
""
""
""
""
""
""
""
""
""
""
""
0.33307779
""
""
""
""
""
""
0.48723879
""
""
""
""
""
""
""
0.44894972
""
""
0.44497931
""
0.43657801
""
0.45007527
""
0.31449577
0.50216442
""
""
""
""
""
0.54206628
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4830642
""
""
""
""
""
""
""
""
""
""
0.46718752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51118398
""
""
""
""
""
""
0.5124644
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43195996
""
""
0.41719937
""
0.3742913
""
""
0.32355249
""
""
""
""
""
""
""
0.38383377
