two_par_hisp_male_p25_se
0.10705483
0.064674959
""
""
0.060060568
""
""
0.061155733
""
""
0.099258721
""
""
""
""
0.080173284
0.10413579
""
""
""
""
0.085838124
0.054967351
0.11648256
0.065072529
0.083530463
0.12739265
0.081266731
""
0.087159038
0.13557608
""
""
""
0.075403787
0.10261585
0.033777092
""
0.10180509
0.12415899
0.086883478
0.073170088
""
""
0.046217155
""
""
0.049771547
0.040249117
""
0.043945719
0.059186775
""
""
""
""
0.073260643
0.11682449
0.079009138
""
0.093802385
0.11736005
0.05783153
0.12004619
""
""
""
""
""
0.026053142
""
""
""
""
0.051150471
""
""
0.10146911
0.096466772
0.16884914
0.12416681
""
""
0.086426824
""
""
""
""
""
""
""
""
""
""
""
""
0.07968761
0.015064929
0.030042669
0.042524487
0.035450116
0.073847286
0.050677769
0.0039818157
0.018836027
0.03770528
0.0062561487
0.014690679
0.013364234
0.024902901
0.010006611
""
0.10690075
0.12530318
0.019930508
0.12522773
0.10573336
""
0.054191038
""
0.098931305
""
""
""
""
0.11998472
0.070600435
0.052922849
0.07966651
""
""
0.12042171
""
0.07811787
0.11159313
""
0.055014618
""
0.087752372
0.058143858
0.13036697
0.091852963
0.094787732
""
""
0.075677589
0.054164045
""
""
""
""
""
0.13350977
0.094049126
""
""
0.097858958
0.076238282
""
""
""
""
""
""
0.11631459
""
0.10177407
0.098182797
0.072867818
""
0.029151775
""
0.10394237
0.076025255
""
""
0.029729601
0.050620798
""
""
0.087318569
0.15025556
0.021500256
0.07561814
""
0.063955285
0.0070178509
""
0.066340022
0.018107893
0.060112406
0.03745047
0.0089409826
0.057006381
0.034160301
0.0046491078
0.034706656
0.038865641
0.0069860248
0.06682194
0.0052576414
0.011441968
0.048191655
0.063269898
0.0015548182
0.011276868
0.024985958
0.092418082
0.029025434
0.0090241199
0.087401755
0.10958778
0.0066415174
0.018475693
0.048011836
0.0038773019
0.022852555
0.10979184
0.0039481893
0.0072531607
0.018369569
0.0036958114
0.0036273776
0.0093915155
0.0072163003
0.016130345
0.0089183124
0.0085773449
0.0056841481
0.010001072
0.028364915
""
0.055298638
0.012657223
0.01231478
0.0074842339
0.018322323
0.02841953
""
0.0063296086
0.055460237
0.0060057878
0.014408855
0.024382809
0.0092753666
0.034852944
0.013177221
0.081633821
""
0.066025324
0.018796293
0.04221759
0.097423732
""
0.13936624
0.060770605
0.077891976
0.087445527
""
0.052323796
0.0067500644
""
0.045348853
0.07814879
0.11304606
0.013140735
0.053555887
0.040484838
""
""
0.14468212
""
0.054750565
""
0.012492178
""
0.091886759
0.080301695
0.051435821
0.022888808
0.038394053
""
0.051826052
0.025664311
""
0.079725154
0.060582887
0.04072962
0.02502095
0.028468955
""
0.13997053
0.090751961
""
0.041018397
0.012761119
0.12221199
0.036765814
""
0.083278678
""
""
0.13831471
""
0.11799794
0.086683258
0.012499866
0.071433924
0.0087891845
0.00866892
0.052114028
0.044830635
0.0099247284
0.023782399
0.063783407
0.02916153
0.039880864
0.017234176
0.035509076
0.012207698
0.036416151
""
0.039000858
0.11994284
0.018660849
0.0059009073
""
0.038477506
0.04816154
0.03130006
0.014647828
0.077930033
0.049302496
""
0.016406968
0.02947339
0.047797311
""
0.064045161
""
0.095703207
""
""
0.039126467
0.025654703
0.029588372
0.027715029
0.0071316864
""
0.034845848
0.09857925
""
""
0.023459803
0.012631152
0.040863879
0.071239956
""
""
0.018285578
0.020327872
0.032966327
0.002953286
0.028565086
0.084718615
0.031601194
0.027901329
0.0063365828
0.00970494
0.008295523
0.017601946
0.014452218
0.011567685
0.048250601
0.045571413
0.019224029
0.041730486
0.025026714
0.013311214
0.075729109
0.078163132
0.13980912
""
0.015349216
0.13933654
0.083032638
0.12271515
""
""
""
""
0.11171359
0.12580229
0.069591239
0.059007879
0.11461709
""
0.060859267
""
""
""
0.15192847
0.13477455
0.12978669
0.13567019
""
0.084215812
0.1302371
0.05917605
0.095821708
""
0.038992383
0.040997948
0.15518126
0.038863327
0.043475736
""
0.02332351
""
0.018368401
0.073819496
0.065540932
0.062566765
""
0.06557592
""
""
""
""
0.10775147
0.015165323
""
""
0.059188377
0.050560232
""
""
0.1284427
""
""
""
""
0.064724341
0.054890692
0.047290742
""
0.015290391
0.10009267
""
0.071858943
0.048568696
0.098623134
""
0.014091318
0.06202919
0.018632399
""
""
0.11684524
""
""
0.050420485
0.048623618
""
0.073056988
""
""
""
""
""
""
""
""
0.088626727
0.19241969
0.032087244
""
0.12303045
0.058408238
0.11143845
""
""
""
0.1212335
""
""
""
0.11796729
""
""
""
0.05697009
0.026733162
0.086352021
0.090721369
""
0.06398835
0.071981899
0.12835999
""
""
0.055377454
""
0.11089455
""
""
""
0.032247517
0.048853341
""
""
""
0.089431919
""
""
0.10003741
""
""
0.10650969
""
""
""
0.080664679
0.063914172
0.073999114
""
""
0.097206049
""
""
""
""
0.1088514
0.061722569
0.10378967
""
""
0.11407813
""
""
0.15269259
0.018214371
""
""
""
0.1251298
0.02927204
0.013659743
0.057697706
0.034113947
0.028100194
""
0.045565423
0.13490269
""
0.035351031
0.11826852
""
0.10705762
0.032137539
0.13027035
""
""
0.016705802
""
0.035966769
""
""
""
0.045752186
0.09372177
0.086469315
0.075676687
0.055393171
""
0.05477928
0.046398174
0.049782336
0.10457825
0.10224809
""
0.098324172
0.074212991
0.031643175
0.082882449
""
0.056568965
0.050726525
0.056378413
0.14172736
""
0.031761058
""
0.0689926
0.11397126
""
""
0.034700595
""
0.066178791
""
0.12915705
0.068243764
0.049544033
""
""
""
0.11160185
0.089552701
0.003209152
0.16506058
""
0.045566432
0.11170077
0.10980196
0.013121937
""
""
0.19434327
""
""
""
0.13252524
""
""
0.0764893
""
""
""
""
0.070798598
0.072031491
0.092580408
""
0.1327989
""
""
""
0.0092458371
0.032584485
0.045092963
0.070025802
0.010814515
0.03500776
""
0.079852886
0.094313703
0.13769852
0.14323966
0.023668725
0.049908984
0.086271785
0.18708423
0.05127522
0.12952337
""
""
""
""
0.11568916
""
""
0.17532538
""
0.047178064
0.045332678
""
""
""
""
""
""
""
""
0.023938602
0.037024055
0.13439973
0.051896814
""
""
""
""
0.081895962
0.077091612
0.12528147
0.056588426
""
0.10218684
""
""
""
0.040612716
0.014725731
0.080045387
0.021849476
0.14524971
0.095563531
0.027324518
0.09349893
""
""
0.11363439
""
0.13542226
0.051767506
0.077577285
""
0.065576844
""
0.11957637
0.15023486
""
0.10898051
0.089034624
0.076964498
0.02876569
""
0.096563011
0.12960027
""
0.10261238
0.13805896
0.064903669
""
0.071678981
0.1132753
""
0.090109564
0.12236477
0.076278642
0.12532097
0.12974848
0.10555478
0.12271045
""
""
0.080350384
0.10439358
0.050487582
0.10964196
0.013835222
0.048823092
0.10896682
0.066007324
0.018386491
0.055984274
""
0.094178334
0.095761575
0.12452462
0.16230881
0.16354853
