frac_years_xw_other_pooled
0.7420944
0.69452143
0.65267348
0.76987016
0.78435558
0.64198869
0.7567966
0.73161638
0.58582628
0.73227578
0.7171281
0.7275933
0.59348625
0.69369262
0.68810397
0.6311307
0.52320004
0.72532451
0.58389473
0.73377132
0.66039968
0.69703943
0.6678037
0.66365308
0.71487105
0.57304078
0.69675291
0.69433075
0.7649377
0.64486188
0.64026052
0.70597476
0.77819055
0.72908431
0.65999407
0.72513485
0.67176497
0.67189258
0.64321738
0.6745165
0.71440732
0.6829741
0.5026173
""
0.66936958
0.63610613
0.7893402
0.76093274
0.76144803
0.76753628
0.6939522
0.75939184
0.75786716
""
0.70588487
0.75563109
0.69800305
0.68546969
0.59549534
0.69446474
0.6873073
0.73125023
0.5656758
0.71890491
0.65689719
0.71919245
0.58936185
0.50880986
0.74824423
0.69507629
0.68310654
0.67018843
0.66498482
0.74496502
0.70380467
0.63798165
0.64748013
0.68515736
0.6494593
0.77163845
0.67308682
0.74334359
0.76571596
0.70311797
0.76511848
0.75344437
0.67855644
0.74750632
0.71652323
0.69634032
0.68284571
0.71266538
0.69340736
0.75855494
0.59696805
0.4949705
0.67330688
0.64390254
0.69848466
0.66665792
0.726161
0.79360014
0.72282225
0.62786674
0.75685817
0.73627776
0.68136877
0.74710834
0.53927994
0.64551085
0.69707865
0.71779025
0.73164618
0.54850948
0.7367717
0.74780613
0.75258315
0.74653971
0.60877794
0.72307783
0.64431167
0.63541365
0.67163479
0.6598503
0.63788182
0.69207686
0.71160966
0.64838761
0.65913796
0.58528918
0.67847675
0.70275629
0.67364728
0.70059043
0.68074107
0.67042768
0.67798191
0.73364753
0.52220714
0.60520494
0.6631245
0.73039472
0.42612642
0.60083336
0.6216588
0.59631681
0.69203013
0.66508555
0.6409542
0.60418719
0.63151956
0.76412684
0.6876359
0.6452601
0.74200857
0.74099153
0.56282562
0.73407453
0.63701427
0.70992064
0.48582745
0.58948249
0.67238832
0.81309485
0.55769271
0.79280216
0.79970592
0.74324387
0.74934906
0.7869252
0.81949508
0.82164913
0.73121375
0.7988736
0.65878069
0.74654883
0.74065423
0.79801989
0.65568584
0.76069766
0.75007945
0.67420113
0.81564701
0.72882575
0.79126817
0.81365085
0.62202954
0.7541905
0.77547348
0.73245513
0.72090936
0.74877125
0.81150949
0.69775039
0.73640537
0.77953643
0.79146117
0.81487602
0.81096768
0.70711017
0.79361123
0.76216549
0.70087212
0.77065599
0.78896308
