traveltime15_2010
0.20416254
0.27532622
0.37604919
0.25268301
0.19434378
0.39213505
0.35295179
0.31467241
0.27802211
0.26244637
0.23589729
0.25258994
0.37438929
0.2929689
0.25270006
0.3423388
0.36768466
0.34183317
0.16920446
0.45807952
0.29200277
0.29893169
0.35344353
0.39418447
0.32756481
0.18257049
0.39903498
0.35915178
0.34947702
0.3592076
0.26770177
0.27967024
0.29135489
0.2766926
0.37953565
0.31320983
0.22250485
0.30473191
0.33136326
0.2643382
0.36776847
0.23197967
0.11043181
0.31286404
0.28154087
0.40945071
0.39388403
0.3625578
0.23352863
0.38123053
0.29747367
0.30754292
0.28723156
0.26609835
0.5010758
0.35248384
0.24436466
0.20107239
0.18907341
0.36444756
0.32003471
0.3676585
0.34726506
0.25494015
0.24774979
0.33196828
0.36228061
0.99072206
0.98054254
0.38427776
0.89487666
0.71503955
0.61806655
0.83220214
0.41813913
0.75401068
0.75341707
0.50355893
0.47841841
0.59673357
0.7166819
0.8672986
0.27477187
0.93663156
0.9297719
0.92197204
0.82441372
0.72648901
0.83695227
0.97118646
0.51729602
0.65431798
0.95482546
0.76861167
0.86861312
0.85859084
0.37276405
0.44711939
0.50542086
0.5545401
0.49990752
0.55082279
0.59470022
0.2277379
0.43701005
0.46590826
0.25753799
0.24782832
0.44013599
0.37955081
0.3816002
0.65430045
0.51858181
0.50176215
0.31646401
0.41434595
0.5862419
0.25405249
0.42883772
0.46251586
0.45806596
0.42968944
0.41351932
0.20916918
0.55698347
0.34341785
0.44079211
0.27138165
0.40449664
0.39113909
0.55146885
0.5015738
0.4264102
0.33014619
0.34121791
0.40414411
0.34540609
0.27557072
0.41318548
0.42293113
0.27789083
0.57055491
0.39711291
0.36271811
0.46334887
0.36442393
0.41573244
0.39558101
0.36564204
0.45032191
0.36145687
0.35774556
0.36541337
0.24150695
0.25846252
0.35593423
0.39561528
0.45578873
0.53672034
0.37870088
0.37961921
0.16468041
0.40165669
0.2591202
0.55937248
0.39426851
0.40173143
0.47645167
0.45285526
0.37411225
0.32271874
0.32642418
0.45650902
0.22870402
0.47659886
0.34343299
0.41993329
0.47487736
0.35280615
0.493745
0.45796564
0.30628422
0.35058933
0.42170277
0.50890589
0.360358
0.21540391
0.42892769
0.29290915
0.47560546
0.25211853
0.43173063
0.21736088
0.6472398
0.27535883
0.2903457
0.45739293
0.47278586
