hs_hisp_female_n
39.0
42.0
""
88.0
134.0
""
225.0
""
""
53.0
79.0
379.0
""
28.0
91.0
""
""
74.0
""
""
74.0
296.0
59.0
37.0
374.0
""
73.0
176.0
423.0
""
""
30.0
223.0
175.0
""
122.0
""
""
""
""
63.0
""
""
""
""
""
568.0
39.0
131.0
36.0
112.0
76.0
32.0
""
""
93.0
""
""
""
29.0
21.0
134.0
""
""
""
""
""
""
""
""
""
""
""
21.0
20.0
""
25.0
""
""
194.0
""
28.0
""
38.0
246.0
27.0
30.0
110.0
117.0
44.0
35.0
""
""
63.0
""
""
32.0
193.0
1943.0
512.0
405.0
9275.0
1414.0
599.0
335.0
2247.0
348.0
461.0
34.0
177.0
106.0
46.0
162.0
""
154.0
170.0
134.0
""
""
""
70.0
33.0
""
55.0
21.0
102.0
89.0
27.0
""
""
1125.0
""
47.0
""
134.0
""
103.0
142.0
""
""
116.0
57.0
""
""
43.0
""
56.0
""
""
""
""
128.0
23.0
""
209.0
75.0
""
67.0
""
""
""
""
108.0
529.0
""
2889.0
28.0
""
""
139.0
1407.0
268.0
73.0
323.0
30.0
27.0
200.0
705.0
48.0
21.0
""
22.0
220.0
23.0
""
238.0
""
""
87.0
""
""
70.0
182.0
""
""
""
141.0
83.0
412.0
95.0
275.0
174.0
57.0
52.0
89.0
201.0
288.0
30.0
28.0
102.0
29.0
44.0
""
""
765.0
61.0
261.0
583.0
""
""
""
""
20.0
""
281.0
46.0
30.0
41.0
240.0
151.0
154.0
53.0
""
24.0
""
""
""
26.0
""
""
33.0
44.0
""
80.0
""
21.0
44.0
250.0
25.0
48.0
703.0
59.0
41.0
""
78.0
22.0
58.0
250.0
27.0
236.0
35.0
502.0
645.0
294.0
600.0
16215.0
573.0
6229.0
2406.0
255.0
134.0
29.0
""
""
""
""
73.0
33.0
""
39.0
648.0
""
""
2190.0
235.0
""
508.0
2160.0
28.0
""
""
""
""
20.0
""
30.0
""
62.0
57.0
46.0
747.0
""
21.0
58.0
40.0
36.0
""
53.0
46.0
""
141.0
63.0
35.0
56.0
147.0
96.0
""
83.0
67.0
37.0
20.0
166.0
30.0
21.0
""
60.0
68.0
29.0
46.0
270.0
20.0
212.0
374.0
916.0
93.0
9447.0
428.0
52.0
""
407.0
""
""
57.0
82.0
""
""
21.0
26.0
""
""
""
25.0
""
""
29.0
51.0
""
28.0
""
26.0
31.0
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
49.0
52.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
23.0
""
48.0
""
20.0
27.0
25.0
163.0
""
""
""
65.0
""
""
""
""
113.0
119.0
24.0
""
38.0
48.0
""
""
72.0
135.0
""
109.0
""
""
428.0
45.0
""
""
""
""
31.0
701.0
""
""
682.0
91.0
""
""
""
""
""
""
""
""
23.0
84.0
""
64.0
""
26.0
700.0
3215.0
""
""
91.0
54.0
68.0
""
""
""
""
""
""
32.0
""
""
73.0
198.0
381.0
57.0
44.0
24.0
65.0
49.0
52.0
839.0
51.0
28.0
""
""
40.0
""
91.0
47.0
105.0
""
43.0
127.0
50.0
231.0
""
410.0
24.0
""
52.0
5584.0
185.0
23.0
265.0
""
486.0
35.0
398.0
871.0
275.0
192.0
600.0
107.0
""
""
""
309.0
151.0
39.0
""
80.0
44.0
64.0
119.0
559.0
70.0
77.0
2376.0
57.0
7300.0
177.0
124.0
""
982.0
249.0
88.0
109.0
167.0
119.0
1704.0
6328.0
2581.0
295.0
768.0
9166.0
328.0
157.0
52.0
371.0
63.0
""
196.0
369.0
399.0
202.0
65.0
80.0
379.0
""
35.0
212.0
31.0
""
57.0
87.0
89.0
482.0
90.0
553.0
2554.0
5248.0
114.0
369.0
181.0
129.0
196.0
100.0
22.0
65.0
54.0
52.0
774.0
23.0
104.0
60.0
55.0
""
174.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
30.0
""
29.0
""
25.0
""
""
""
""
75.0
""
""
""
21.0
""
""
""
36.0
33.0
""
33.0
52.0
""
761.0
45.0
90.0
253.0
704.0
42.0
25.0
157.0
2493.0
49.0
5228.0
118.0
2583.0
206.0
""
282.0
229.0
34.0
168.0
117.0
122.0
106.0
346.0
132.0
""
65.0
48.0
""
""
""
249.0
1149.0
91.0
235.0
""
""
25.0
26.0
""
83.0
137.0
""
""
197.0
73.0
156.0
30.0
79.0
2163.0
2211.0
5196.0
608.0
3742.0
5081.0
76.0
35.0
""
500.0
657.0
5567.0
2149.0
""
24.0
5537.0
1710.0
1266.0
44593.0
29.0
""
175.0
121.0
223.0
37.0
87.0
851.0
75.0
662.0
27.0
587.0
480.0
""
""
70.0
""
""
""
75.0
30.0
1691.0
