comcoll_hisp_female_mean
0.4600133
0.23714676
""
0.47546723
0.21476725
""
0.22271855
""
""
0.36443201
0.3035529
0.36311474
""
""
0.30589712
""
""
0.24165443
""
""
0.34494829
0.47902772
0.55850857
0.33637509
0.41464955
""
0.3434675
0.26334751
0.4125163
""
""
0.21336122
0.35010424
0.38952214
""
0.43558034
""
""
""
""
0.49562633
""
""
""
""
""
0.45219934
0.34065711
0.45067754
0.31684855
0.47631085
0.30002737
""
""
""
0.4640314
""
""
""
""
""
0.31722638
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37478197
""
""
""
0.45667294
0.35068104
""
""
0.48164693
0.43542513
0.30965486
0.17628396
""
""
0.38094702
""
""
""
0.11844654
0.45239878
0.3580057
0.35257295
0.53443211
0.42821696
0.33841601
0.51778078
0.4357965
0.43321416
0.44129023
0.43565184
0.29180238
0.69027388
0.24958058
0.46376085
""
0.49407545
0.41759488
0.39141297
""
""
""
0.39177558
""
""
0.3841216
""
0.53447354
0.36072668
""
""
""
0.44997209
""
0.31693351
""
0.19630317
""
0.36410594
0.44945168
""
""
0.52970034
0.35296345
""
""
""
""
0.38552552
""
""
""
""
0.32964453
""
""
0.50363612
0.44742104
""
0.31934738
""
""
""
""
0.58694506
0.48004606
""
0.48026076
""
""
""
0.35439706
0.40076104
0.42171875
0.32006824
0.35878488
""
""
0.36167467
0.29991621
0.38274685
""
""
""
0.45450312
""
""
0.53362143
""
""
0.51928771
""
""
0.38711849
0.52749306
""
""
""
0.25099808
0.36281198
0.36257243
0.2877636
0.27913728
0.30548185
0.16235331
0.26164597
0.30194095
0.30477935
0.33177495
""
""
0.38295153
""
0.39228648
""
""
0.42057601
0.38632685
0.38559467
0.36026949
""
""
""
""
""
""
0.43967646
0.22639807
0.42808378
0.42054513
0.5634315
0.39563224
0.29333383
0.43463874
""
""
""
""
""
""
""
""
0.46178669
0.3324104
""
0.28625581
""
""
0.48955205
0.46084279
""
0.55177784
0.42368683
0.41117376
0.23504253
""
0.42925847
""
0.48427439
0.49773592
0.4424051
0.36817703
0.80003083
0.32436156
0.28663564
0.31353807
0.48521194
0.46101394
0.48968267
0.49167892
0.37795562
0.31879646
0.32504317
""
""
""
""
""
0.42820883
""
""
0.50190133
0.35014784
""
""
0.42488658
0.58608311
""
0.30999562
0.40454921
""
""
""
""
""
""
""
""
""
0.25650579
0.4760887
0.28065187
0.44311798
""
""
0.34699431
0.42554232
0.53469801
""
0.24861082
0.62297249
""
0.31573907
0.51147586
0.46980336
0.39848107
0.29601839
0.29335681
""
0.28024605
0.30040005
0.63471913
""
0.35879001
0.71716303
""
""
0.44862401
0.53897911
0.56310016
0.26215509
0.39592397
""
0.35885084
0.27004939
0.31809798
0.38185561
0.39775971
0.33622637
0.56800735
""
0.50987756
""
""
0.54918718
0.41679975
""
""
""
""
""
""
""
""
""
""
0.58148158
0.30362949
""
""
""
""
0.15735959
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45594788
""
""
""
""
""
""
""
""
""
0.2691811
0.35165739
""
""
""
0.21154337
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43006459
""
""
0.28101838
""
""
0.17753139
""
0.32156444
""
""
""
0.24544334
""
""
""
""
0.29777831
0.46741682
""
""
0.23846002
0.24353722
""
""
0.26752552
0.19021551
""
0.36475793
""
""
0.29844379
0.43708196
""
""
""
""
""
0.37486812
""
""
0.3202135
0.45977417
""
""
""
""
""
""
""
""
""
0.17055619
""
0.19839159
""
""
0.26786631
0.30458307
""
""
0.17418435
0.34999403
0.37220031
""
""
""
""
""
""
0.37864837
""
""
0.43053949
0.38526046
0.38233125
0.32784703
0.19839445
""
0.14347215
0.38000757
0.32852834
0.35525692
0.45797884
""
""
""
0.50738072
""
0.40617669
0.32050842
0.37729448
""
0.24536735
0.3189376
0.21975926
0.2541621
""
0.33098054
""
""
0.28945547
0.42138007
0.36873451
""
0.22200879
""
0.33956835
""
0.28531238
0.23864354
0.26008093
0.32991457
0.25176439
0.32306463
""
""
""
0.21041189
0.23260228
0.40364388
""
0.22768676
0.26103735
0.19629395
0.37502798
0.25152728
0.10737344
0.26503557
0.29161599
0.31184885
0.30652413
0.30497217
0.27595016
""
0.24943657
0.2132787
0.30587962
0.42276898
0.31247076
0.22403125
0.402969
0.36794475
0.30879548
0.23014952
0.3160744
0.29694867
0.33213285
0.29848593
0.29943508
0.2296935
0.19792375
""
0.33944991
0.34560069
0.377832
0.20082743
0.31082878
0.23565325
0.2246756
""
0.22219618
0.28476402
""
""
0.39169532
0.16878949
0.19002438
0.22023357
0.14876932
0.30458125
0.27350429
0.25174555
0.24620327
0.21482962
0.25292531
0.090523884
0.34185958
0.16899195
""
0.24007361
0.11543522
0.2561608
0.28536129
""
0.199487
0.23750505
0.46034205
""
0.38853562
""
""
""
""
""
""
""
""
""
""
""
""
0.13590074
""
""
""
""
""
""
""
""
""
""
""
0.14662401
""
""
""
""
""
""
""
0.41466665
0.066188648
""
""
0.24313569
""
0.40367422
0.45542157
0.41917238
0.42100167
0.43140578
0.44531512
""
0.41625914
0.37860641
0.2503939
0.29634273
0.27205235
0.34877074
0.25906774
""
0.32676986
0.36578321
0.36025438
0.38481134
0.37526602
0.21658716
0.22432718
0.2210861
0.24611239
""
0.22636078
0.2153707
""
""
""
0.38917696
0.25357902
0.30764669
0.25631106
""
""
""
""
""
0.36180657
0.41178897
""
""
0.37438157
0.27726823
0.34306601
""
0.39758235
0.27985448
0.28438458
0.30806321
0.33287406
0.34111679
0.34926888
0.23317316
0.075416453
""
0.29782188
0.34778965
0.40192747
0.22775982
""
""
0.35683027
0.33796233
0.33131886
0.33388475
""
""
0.25827137
0.26466438
0.39156696
0.23735325
0.4982813
0.36408809
0.3520388
0.33438176
""
0.2810367
0.31858453
""
""
0.45067441
""
""
""
0.32260764
0.61167824
0.40783897
