kfr_imm_other_pooled_n
24.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
104.0
91.0
""
""
""
""
27.0
""
21.0
""
39.0
58.0
""
352.0
187.0
""
22.0
""
""
""
""
""
30.0
22.0
""
105.0
""
62.0
""
31.0
""
208.0
""
115.0
126.0
271.0
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
135.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
45.0
168.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
132.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
475.0
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
33.0
""
""
""
""
27.0
180.0
99.0
44.0
""
""
162.0
""
156.0
""
47.0
181.0
84.0
73.0
39.0
87.0
""
59.0
""
100.0
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
331.0
""
""
""
""
""
""
""
""
""
""
35.0
43.0
""
""
""
""
""
""
""
""
680.0
""
""
""
70.0
""
247.0
194.0
""
20.0
36.0
""
50.0
""
""
""
""
1184.0
""
81.0
48.0
""
""
""
""
""
""
""
175.0
""
""
""
""
""
""
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
117.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
118.0
""
""
""
""
""
""
98.0
""
""
""
40.0
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
119.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
40.0
""
161.0
""
""
""
""
""
""
""
111.0
""
""
""
61.0
""
""
""
20.0
""
""
45.0
""
""
""
""
""
31.0
""
""
""
""
""
20.0
24.0
50.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
25.0
""
""
""
""
""
""
92.0
""
""
""
""
119.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
191.0
""
""
""
""
""
""
""
""
38.0
""
31.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
162.0
229.0
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
73.0
""
""
""
""
""
""
243.0
""
""
""
63.0
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
98.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
420.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
193.0
32.0
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
232.0
""
""
""
""
""
""
61.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
493.0
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
39.0
38.0
""
""
""
31.0
""
""
""
""
22.0
""
""
""
""
52.0
""
""
""
""
""
""
""
61.0
43.0
""
""
""
""
""
""
""
""
""
""
156.0
""
""
""
""
""
21.0
""
""
95.0
""
""
""
""
""
""
""
""
41.0
""
563.0
143.0
""
""
""
""
""
""
""
""
474.0
""
""
""
173.0
43.0
""
113.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
