jail_hisp_female_p10
0.050323278
0.0011256243
""
""
-5.244798e-05
""
""
0.0043564052
""
""
0.013254876
""
""
""
""
0.010742953
0.032020133
""
""
""
""
-0.018654177
0.00061216758
""
0.0010250518
0.050303053
""
0.0059813047
""
0.037032887
0.067058541
""
""
""
0.0034632874
0.00085845019
0.0013973394
""
-5.5809636e-05
""
0.012786559
0.0065075126
""
""
-0.0013625566
""
""
0.0025337213
0.0011665231
""
0.011203886
0.0017910956
""
""
""
""
0.013117846
-0.0065369429
0.0051654028
""
0.016909448
""
-0.0063138679
0.029710868
""
""
""
""
""
0.0062762182
""
""
""
""
0.0021253424
""
""
0.0010933414
0.082023725
""
0.017415417
""
""
-0.0044662813
""
""
""
""
""
""
""
""
""
""
""
""
-0.0061373166
0.0031906161
-0.0030585499
-0.00025032021
0.0020741092
0.0078498283
0.011771363
0.0021599329
0.0013721186
0.0052296733
0.0034016485
3.1637879e-05
0.0046481257
0.0047220965
0.0057523707
""
-0.011769923
0.19683956
0.0054491265
0.03314307
""
""
-0.00251196
""
0.034137171
""
""
""
""
0.011885879
0.00072197651
-0.013433895
-0.0014897444
""
""
""
""
-0.00048411111
0.012450526
""
0.00069647841
""
0.012834379
-0.0028490662
-0.012700295
-0.051674165
-0.0006396086
""
""
0.017028751
-0.001401684
""
""
""
""
""
""
0.082136549
""
""
0.039395612
-0.001733253
""
""
""
""
0.015210018
""
""
""
""
-0.017822092
0.001696941
""
0.017078238
""
0.02760902
0.027487498
""
""
-0.00080943608
0.0013582219
""
""
-0.0067683398
""
0.0052157505
0.0032570628
""
0.022765409
0.0032080386
""
-0.0077180541
0.0018351405
-0.0064389519
0.0030860833
0.0025040393
-0.013818126
-0.0023236277
0.0032427718
-0.00095498411
0.0022184479
0.0043633147
0.00045104729
0.003605118
0.013415097
0.0022784793
0.033801667
0.0023912529
0.0052140336
-0.0012794683
-0.0075022331
0.011994418
0.0038974527
-0.0026412145
""
0.003084017
0.00038087604
0.00024304901
0.0042701149
0.00053173641
-0.011275965
0.004065664
0.0040167375
-0.00094729051
0.005622549
0.0027514775
0.0028312283
0.0035117636
0.0074811345
0.00167213
0.0045049344
0.0055220434
0.0032441618
0.010622389
""
0.023959149
0.0094312746
0.0015115989
0.0025224481
0.00056814949
-0.00069350377
""
0.0057647261
-0.00074185873
0.0052983873
0.0032286714
0.0024389862
0.013948454
0.021792559
0.0069990838
0.011755295
""
0.007380581
0.010173094
0.0015860889
0.085860945
""
""
-0.0080187581
0.034390401
0.02756534
""
0.001135058
0.016997295
""
0.0038633069
0.0048306528
0.10504333
0.010096849
0.0092942677
-0.0028034346
""
""
0.03869126
""
0.020220753
""
0.011767211
""
0.0030648713
0.11779259
0.0023134511
0.015960788
0.038064823
""
0.011357546
0.00057625631
""
-0.0044915667
-0.0013574901
0.021077344
0.040106263
0.0069891829
""
-0.003462546
1.4505983e-05
""
0.003047968
0.014246593
0.0096074035
-0.0011747193
""
-0.0098024448
""
""
""
""
0.0030875148
""
0.019112639
-0.0010886125
0.0022983535
0.0022032706
-0.0070069819
0.0015821196
0.0051640864
0.015258818
0.00014994699
0.0021069411
0.0012288088
0.0036592372
-0.00012053404
-8.1495069e-05
0.0025817328
""
0.0030626652
-0.022421256
0.0079548405
0.0013385518
0.030446028
0.00020762584
0.018630542
0.0045040594
0.00025192037
-0.020815587
-0.0069117574
""
0.0070643486
0.0014128251
-0.0038484123
""
0.010778388
