teenbrth_black_female_p50
0.23914674
0.23554157
0.42601788
0.3128688
0.33441368
0.31778508
0.29293999
0.22679725
0.2262051
0.36001039
0.38154319
0.3315098
""
0.28232217
0.33985126
""
""
0.3167938
""
0.31111804
0.30749649
0.3017078
0.34307986
0.37549418
0.29301593
0.31939179
0.29172799
0.30011362
0.29915816
0.31135464
0.25862783
0.28703889
0.29847679
0.27161083
0.35648817
0.35598445
0.41472599
0.34123287
0.26481384
0.41512069
0.33035022
0.32867986
0.30759457
0.32758707
0.33744514
0.36846766
0.35206762
0.38994604
0.37367803
0.35598174
0.37686267
0.37597519
0.37730825
0.23420115
0.37901452
0.36358082
0.38696897
0.33475998
0.37563348
0.41745895
0.37071142
0.34230241
0.40031841
0.42775023
0.18999685
0.24035403
""
0.13030206
0.2135268
0.16446987
0.34440863
0.39498731
0.38001809
0.36014408
0.44041079
0.34787297
0.34100342
0.33512405
0.36528039
0.36786082
0.43666139
0.30082953
0.22464515
0.39838845
0.35262185
0.30153471
0.31894949
0.33916894
0.31275582
0.37069094
0.32740599
0.26394165
0.30883804
0.35481143
0.46651506
""
0.35131425
0.38019863
0.35308093
0.41445798
0.36562681
0.28526688
0.30633309
0.36628994
0.32731408
0.31132138
0.30990481
0.35598174
0.36376455
0.34888658
0.33168393
0.30804068
0.28117746
0.32688934
0.28348774
0.34776703
0.31679788
0.30861807
0.41346937
0.35411629
0.37178811
0.41784227
0.39328355
0.31827211
0.38299668
0.35689503
0.34878272
0.37149793
0.32463598
0.37804618
0.30448791
0.36688706
0.29893875
0.3711372
0.27573314
0.34933025
0.39793378
0.33330032
0.39540389
0.30108416
0.2755011
0.3237119
0.36716127
0.28506619
0.37381327
0.37727836
0.33499306
0.30846184
0.37059811
0.38476425
0.31279293
0.32104018
0.35875538
0.32738844
0.31952131
0.37760472
0.40029618
0.33233762
0.34220344
0.23512368
0.33242399
0.21672419
0.27207592
0.35185948
0.31307
0.25904822
0.20365995
0.094928846
""
0.37899461
0.34799597
0.30647558
0.16570733
0.41761747
0.24657407
""
0.37459424
0.40801999
0.3016282
""
0.24899468
0.30136794
0.35721189
0.23982038
0.34361827
0.36565843
0.28629887
0.31584111
0.28920582
0.15283751
0.30265033
0.28742686
0.3579686
0.15164691
0.22390036
0.33036599
0.39414436
0.43295991
0.40417176
0.27764848
0.40557444
0.39785492
0.27166212
0.41219541
0.38832098
0.40580976
0.39782214
0.32050142
0.27247399
0.34946349
0.31154665
0.34623367
""
0.37274674
0.39319992
0.33475405
0.39075777
0.34632793
0.24223879
0.24319935
0.2240278
0.29021317
0.24299428
0.23665586
0.33568239
0.40530545
0.14568873
0.20639431
0.28813383
0.35180637
0.36894989
0.27637529
""
0.20198198
""
0.25492653
""
0.26108521
""
0.18255904
0.26286271
0.25061238
0.24774526
0.26587316
0.25750992
0.25100616
0.28073156
0.34335566
0.19222564
0.22670141
0.35485363
0.27033773
0.24487136
""
0.23566881
0.1422141
0.20346321
0.27303174
0.11001549
0.24458258
0.26990241
0.27251989
0.30790588
0.34703752
0.26275852
0.23420459
0.28426918
0.29005882
0.33262271
0.34299055
0.32175112
0.30788973
0.2569786
0.10129719
""
""
0.18662368
0.13334925
""
0.23247416
0.2232157
""
""
0.2021855
0.18873729
0.20970537
0.28935722
0.27041164
0.29285267
""
""
""
""
0.2758756
""
""
""
0.22850333
0.19652876
0.31675026
0.29892066
""
0.18704627
0.27444321
0.34418565
0.18120223
""
0.18820907
0.35424635
""
0.22900057
0.28238067
0.27369636
0.22469027
0.22815403
0.33719027
""
0.18393645
0.2799812
0.25158587
0.18751262
0.34987268
0.16877136
0.27682376
0.42186773
0.33934975
0.41456193
0.35178319
0.28627038
0.34255901
0.49968097
0.44987217
0.43167388
0.38889244
0.47197977
0.38565496
0.46232629
0.26609209
0.36050555
0.36294255
0.37787762
0.49548516
0.40171844
0.32724676
0.33834794
""
""
""
0.25223586
0.27870134
0.31534678
0.36692092
0.32081115
0.079223156
0.33789378
0.36363241
0.47245842
0.36974213
0.328242
0.47929701
0.34647954
""
0.29525962
""
""
0.3621434
0.31719518
0.25160712
""
""
""
""
""
""
""
""
""
""
""
0.14099558
""
""
""
""
""
