staycz_white_male_mean
0.63324702
0.65941554
0.45386648
0.70420176
0.75881791
0.57618678
0.62521452
0.63283736
0.62050611
0.64581174
0.76336509
0.56156266
0.67944098
0.65618837
0.74473184
0.54299176
0.70558256
0.58140373
0.58032197
0.59749365
0.70206928
0.73594791
0.58815646
0.45637709
0.72885215
0.65092933
0.58021617
0.67265147
0.65550208
0.70196307
0.69542712
0.46445432
0.65542167
0.6381253
0.61549479
0.68702787
0.70602393
0.64624482
0.66008216
0.76933557
0.51853037
0.75745338
0.69511622
0.64804322
0.6558376
0.46594989
0.64589542
0.65644532
0.7124272
0.46683151
0.52983886
0.68233913
0.57072163
0.60461813
0.54753298
0.71254623
0.58905077
0.73950851
0.67793971
0.49199066
0.59192598
0.56587791
0.65414852
0.6731478
0.72342891
0.65322691
0.66630298
""
""
0.57951742
0.24145576
""
0.37013867
""
0.54322833
0.40000346
0.3113513
0.48906335
0.56817055
0.50457191
0.39842299
""
""
0.63981915
0.3279947
0.34286177
""
0.35976252
0.41985196
0.48944205
""
0.53894526
0.23520306
0.29651493
""
0.44222692
0.34314945
0.54038447
0.45838135
0.64407951
0.47689822
0.43018106
0.44248766
0.71294153
0.52816105
0.39406386
0.59562373
0.68591136
0.4340561
0.51179785
0.47875765
0.52321678
0.49592683
0.54992431
0.7059862
0.58933884
0.58019745
0.5172205
0.51847845
0.46589571
0.50805712
0.69756043
0.52386719
0.65450239
0.51378578
0.70872867
0.66004318
0.68435842
0.53578138
0.60195047
0.381984
0.57339948
0.60375345
0.7189191
0.6059013
0.52416348
0.61615258
0.73349994
0.7376501
0.54358333
0.67432588
0.61126506
0.57326794
0.53286153
0.59365785
0.49019107
0.6589126
0.50569654
0.72434777
0.47474527
0.69737715
0.59420031
0.6130963
0.68927103
0.74521327
0.54244119
0.68205315
0.53631151
0.46467379
0.57629794
0.55456799
0.61134535
0.51671892
0.72165412
0.44703576
0.6850577
0.7169596
0.52841991
0.59865892
0.54230595
0.67940915
0.71989262
0.50536269
0.75397617
0.68700391
0.65133142
0.6088472
0.47509423
0.48787123
0.58581746
0.54451901
0.55850565
0.71109796
0.58099216
0.63127983
0.74616814
0.60062915
0.28997415
0.65067625
0.58605206
0.60572106
0.5496524
0.62961686
0.50220424
0.64015102
0.65359062
0.61007851
0.54121464
0.50096142
0.39032015
0.606947
0.62205034
0.52002907
0.36495721
0.72703499
0.63537377
0.59928024
0.47156084
0.55016184
0.58797687
0.4484019
0.36778802
0.52485877
0.61088651
0.58413565
0.70762211
0.640742
0.40497494
0.68761635
0.6827293
0.54736853
0.69085211
0.62903363
0.68748921
0.61685896
0.58338183
0.64334309
0.51858711
0.54326606
0.58629155
0.55143785
0.36118835
0.4428395
