kid_black_female_blw_p50_n
989.09662
1916.2694
1806.0917
565.88971
64.377319
1200.0851
1315.3586
2507.7693
1821.0117
121.6144
535.99884
899.46558
1690.1445
272.97208
58.98975
915.91431
894.64734
852.448
490.17676
672.83319
444.69946
60.77462
1346.7516
4332.3618
142.94208
1544.4039
1451.4152
1915.6244
250.4906
163.54805
352.81665
1107.6638
1558.2841
645.33899
2975.8606
193.85315
29859.35
252.70596
949.41571
460.04498
3226.2275
695.23315
1503.1418
2253.9661
5774.8516
1686.7747
70.884903
135.15253
18445.078
1363.775
13544.803
1479.0242
1335.9445
1431.6649
1482.5879
695.61609
2473.092
547.83936
759.00714
1601.1456
3247.4922
1529.369
5672.3545
526.99457
601.17639
1506.5028
""
""
""
1306.1445
""
""
""
""
565.33197
""
""
""
""
""
""
""
""
27.67375
""
""
""
""
""
""
""
""
""
""
""
""
""
390.29645
85.201241
""
""
""
""
11421.014
85.620232
66.089355
2180.3394
425.59271
""
43.743561
223.91852
676.71307
864.33466
""
39.143005
""
421.3847
176.01355
""
1142.4305
573.86182
""
""
197.4426
1155.8859
320.77975
904.26416
57.241608
4084.552
750.6684
484.91034
1108.88
637.03046
848.07336
""
""
872.24774
36.28978
""
1043.483
369.30289
438.06244
72.582146
""
349.32355
5103.6079
62.03426
398.53967
""
1124.7189
519.34308
318.15283
""
448.16061
""
""
1223.3169
2959.4426
688.28204
""
410.1969
""
1441.3878
""
2751.6208
""
279.02505
""
178.57925
195.87372
14648.578
""
2141.5908
161.1832
""
""
955.70953
91.470818
""
""
1898.1152
""
291.44299
333.62067
430.45636
""
17657.561
""
""
243.10684
""
""
7342.957
""
24.66198
5215.1426
""
65.583565
227.64626
""
4371.1895
573.89825
94.2164
""
87336.516
306.14172
351.24606
""
""
901.31958
""
""
839.53418
71.014725
15.553988
2827.5376
91.618622
""
9078.834
12675.926
9.7231817
15951.218
14714.939
4174.439
3699.8286
172.17117
1431.0962
509.19803
2409.314
113.3496
145.80254
""
31.957262
4231.2554
472.8313
1251.024
111.41782
28.574572
""
596.39429
