hours_wk_white_male_mean_se
1.5092154
0.98096162
1.8746543
3.0188873
1.5315257
""
1.8123965
1.0889081
2.0078669
2.7755578
1.9481568
4.1176825
1.711748
3.4483502
2.7283597
1.1775676
1.4635593
""
""
1.8366184
3.7703555
1.1289541
1.4907242
2.5645914
1.321669
1.4464228
1.9317715
1.1362015
2.9765995
2.0434108
1.9458621
""
3.5608354
2.0155678
0.86153084
1.2834218
0.51418245
3.4585905
1.1093203
1.7814809
1.3089209
1.1807599
""
""
0.67465228
3.1993935
2.1133056
1.0133591
0.68290323
3.3313289
0.80458701
0.97534204
""
3.6886857
1.8030646
2.8034422
2.0808725
1.7030278
0.87909693
""
1.2615459
1.582888
0.97495484
1.7457784
2.5901217
""
2.7869751
""
""
0.717439
""
""
""
""
1.1027285
""
""
1.7567456
1.7564896
3.1524024
4.3578739
""
""
1.6493809
""
""
""
""
""
3.9958
""
""
""
""
""
""
3.433183
1.1734118
1.3111261
1.8425292
1.9688834
4.2481155
3.8612556
0.24050717
1.0616001
1.8012319
0.491644
1.2876658
""
0.95077914
1.4346298
2.9103293
2.0302155
1.7346723
0.8485449
1.5875049
3.9611232
""
1.9845004
3.3299146
2.1333725
2.3855734
2.5585897
2.9051757
3.2285347
2.6374514
1.3474177
1.5476625
1.8141223
3.1733255
""
4.2357054
2.7281699
1.0465173
2.7180765
2.3528459
1.2373477
2.150799
1.9075282
2.4916763
1.8397721
1.8101146
1.5614226
4.0021973
2.0718303
1.5394876
2.1761603
3.5771554
2.072855
""
3.9130173
3.1848102
1.8470889
1.2769074
3.326236
2.6221714
1.7743822
1.648303
4.694314
3.7093501
4.5463858
2.3483295
2.1928205
5.2062116
3.6610255
2.9949546
2.3320727
2.4619944
1.3867443
""
0.60347879
2.0794797
3.4023728
0.96859843
2.5991914
2.8765759
1.0840991
2.7675805
3.0078223
3.0445211
1.5321686
2.4002538
0.8722716
1.4938743
3.5682223
2.46924
0.46233943
""
2.3406398
0.89184755
2.4433751
3.2296174
0.45982566
2.4487166
0.87162143
0.62617463
2.2631075
1.1207011
2.3280058
2.5332677
0.60212839
1.3867913
2.1105793
1.7560252
0.23453222
1.3722163
0.81431705
3.3203986
1.3878442
1.1460003
3.1660547
""
0.85768527
1.0894396
1.2110641
0.30943099
0.71009773
3.3375511
0.39834404
0.40231586
1.8476611
0.40672371
0.30294943
0.99796826
0.61915648
0.82783878
0.62198699
0.7655291
0.40397397
0.84948373
0.90447211
""
1.4922649
0.62753248
0.59737146
0.628582
1.3260571
1.5352348
""
0.85910964
1.4292102
0.48233277
1.0894026
1.6770248
0.60323179
3.4269845
0.41903797
""
4.181035
4.4785423
0.64974308
1.1122503
2.1092699
""
""
""
""
""
""
2.443826
0.64182591
""
0.62715012
2.977591
1.6465293
0.4352484
1.5669743
1.7131155
""
""
2.8255701
""
""
""
0.40508616
""
3.1460991
""
1.5594569
0.62802631
2.2657251
""
1.9847049
0.87045294
""
2.3712859
2.3347261
1.6098522
2.0228446
2.2346623
""
2.5498807
""
""
2.8955421
1.1452316
3.5547671
2.5162647
2.306504
""
""
""
""
""
2.0145493
2.0681567
0.85135502
2.8871858
0.41956544
0.41186142
0.70245385
0.8310802
0.41860929
0.60709208
0.86384016
1.0097637
0.89887738
0.50220746
0.91135645
1.3293996
1.0607156
2.9748638
0.89238024
2.6052134
0.55808723
0.40665182
3.291049
1.0706396
1.2413454
0.86229283
0.96018082
1.794215
