kir_stycz_black_pooled_mean
0.37313578
0.37612924
0.36874023
0.38086411
0.3506819
0.38705003
0.39502931
0.37832838
0.39542693
0.30911785
0.39584142
0.37038329
0.40311894
0.36983272
0.48739901
0.33152062
0.37089524
0.35003716
0.36917427
0.34575677
0.41143572
0.43057919
0.3547079
0.34260094
0.3647511
0.39071852
0.37735114
0.38116497
0.36801198
0.37299737
0.31060562
0.3580302
0.39367253
0.36183763
0.33955315
0.38182467
0.40645409
0.35417825
0.3815214
0.43463311
0.39995801
0.39856568
0.40359536
0.3591029
0.39860767
0.36273801
0.37993929
0.38982517
0.37724552
0.374136
0.38111725
0.39625907
0.34616652
0.35534632
0.36686546
0.37687808
0.37521422
0.39500454
0.46226728
0.35030979
0.4079026
0.38886771
0.3895435
0.34039423
0.4261643
0.3449482
""
""
""
0.46688089
""
""
""
""
0.41840798
""
""
""
""
""
""
""
""
0.5362007
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43251154
0.3982892
""
""
""
""
0.43295524
0.40133816
0.35838324
0.38977399
0.39925283
""
0.38205633
0.41520387
0.38724881
0.32327503
""
0.50615269
""
0.37987471
0.40871018
""
0.31829765
0.37655488
""
""
0.36654514
0.35709667
0.42433822
0.36711764
0.42198938
0.35950813
0.37300667
0.37734395
0.36565137
0.36948559
0.41412535
""
""
0.34548056
0.44695482
""
0.3492696
0.36791459
0.3691721
0.35502195
""
0.33023426
0.3809762
""
0.35525218
""
0.34679052
0.41453201
0.45250624
""
0.3895987
""
""
0.36689985
0.35080403
0.40013117
""
0.37565732
""
0.36316037
""
0.31973356
0.39461505
0.35488895
""
0.36541817
0.29534322
0.39221793
""
0.36257207
0.37249103
""
""
0.36766437
0.41144451
""
""
0.35836196
""
0.35973066
0.32498866
0.31823713
0.29898164
0.45143363
""
""
0.33776814
""
""
0.46810284
""
0.43781397
0.3695918
""
0.37767702
0.39849827
""
0.41075373
0.37491941
""
""
0.42327613
0.39870521
0.46618313
""
0.45170078
0.36718601
""
""
0.43238345
0.52641481
0.36491591
0.48112574
0.50675958
""
0.43340832
0.41474754
0.59285319
0.4361943
0.4304736
0.46549663
0.39882517
0.42158005
0.47400713
0.42823461
0.49370238
0.44067115
0.45002714
""
0.52488083
0.46583441
0.4110249
0.39769766
0.40787274
""
""
0.39396554
""
0.49191993
0.42332524
0.3815777
0.43812168
""
0.47839648
""
""
""
0.51218849
0.49413714
""
""
""
""
""
""
""
""
0.43139127
""
0.50498062
""
""
0.40301961
""
""
""
""
""
""
""
""
0.47757885
""
""
""
""
0.42698494
""
""
""
0.47337344
""
""
""
""
""
""
""
""
""
""
""
0.38787884
""
""
""
""
""
""
""
""
""
""
0.48740712
""
0.4628495
0.46542969
0.50070149
0.48383537
0.4440971
0.44826257
0.51000541
0.4386805
0.41353288
0.43535972
0.3994717
0.46629199
0.35391214
0.37889627
0.36567929
0.34477502
0.36161941
0.41502532
0.37586483
0.41271347
0.38925502
0.42430732
0.4223589
0.35169485
0.36230272
0.35070843
0.39468187
0.36461863
0.41455612
0.34422222
0.34872803
0.35490832
""
0.33427247
0.33530423
0.40648535
0.35533044
0.38078588
0.34548095
0.39322004
0.33785579
0.33497879
0.37072101
0.37817204
""
0.36339715
0.38060549
0.3681117
0.36051866
0.35122547
0.34531364
0.36838982
0.35315746
0.38194001
0.4112345
0.44689649
0.40207475
0.3840169
0.33856007
0.39008701
0.40393463
0.39440528
0.41127756
0.37318689
0.37165031
0.35138261
0.37181884
0.35870466
0.35694042
0.36591545
0.39965358
0.36527836
0.38321468
0.34879243
0.36384624
0.34699452
0.37788427
0.36742145
0.38958758
0.34202951
0.38717893
0.33034414
0.32578203
0.36606249
0.42117527
0.37164629
0.41278738
0.36411247
0.38532767
0.36554736
0.36183926
0.31844863
0.34632981
0.42668062
0.34370697
0.38684088
0.40417823
0.36826083
0.40073559
0.33334717
0.3793399
0.44277567
0.37756687
0.38786313
0.41341463
0.40471309
0.45450598
0.38959208
0.2792502
0.41168159
0.32309803
0.43302116
0.35978499
0.32080933
0.41042081
0.3397471
0.38724083
0.37047204
0.31326425
""
""
0.35869467
0.42387819
0.3409569
0.35299703
0.34224844
0.41991737
0.33907959
""
0.39661267
0.38029212
0.35285148
0.34596071
""
0.49740413
0.35926217
0.55414855
0.3585813
0.4031713
""
0.28278801
0.37697718
0.36932227
0.34914654
0.37445551
0.45088086
0.38957483
0.39214078
0.3778488
0.37789315
0.43879807
0.37529218
0.39959577
0.42667907
0.40453103
0.33460999
0.42590833
0.38178146
0.33111653
0.38674116
0.38631287
0.35436517
0.40854877
0.39745861
0.34840229
0.37112904
0.38287672
0.39860898
0.36434272
0.40804648
0.34451702
""
0.38035131
0.38735816
0.35985282
0.40495741
0.41231391
0.38311642
0.42146966
0.34746844
