coll_black_female_mean
0.30117434
""
""
0.30303943
0.3092922
0.14842023
0.26847824
""
""
0.22240479
0.20186308
0.2479593
""
""
0.23022886
""
""
0.34094092
""
0.1326558
0.23573087
0.29404107
0.27922919
0.23117924
0.32891452
0.20732862
0.30368659
0.23660547
0.26687518
0.24355552
0.30742201
0.2693935
0.2657519
0.30288765
0.27749357
0.202345
0.19465734
0.29045057
0.17710617
0.26658827
0.27793282
0.24516502
0.30686143
""
0.32762355
0.19665256
0.2408134
0.16928333
0.28833005
0.21826226
0.22665049
0.23868318
0.14856215
0.059224121
0.26123363
0.17848155
0.16758123
""
0.19138153
0.30822942
0.24637835
0.26708263
0.12650804
0.14507616
""
""
""
""
""
""
0.16269219
0.2079917
0.19859461
0.2888214
0.16521735
""
0.16156036
0.11292555
0.34434345
0.23992576
0.19866753
0.33278623
""
0.33593488
0.28041244
0.35992962
0.10762656
0.22962828
0.29243693
0.22213709
0.25875807
""
""
0.25446594
""
""
0.22756959
0.2230306
0.22957548
0.20575239
0.16100523
0.31319308
0.22769317
0.20618144
0.21042049
0.26261017
0.25042024
0.22431122
0.16789103
0.13274977
0.22901049
0.26595661
0.29667222
0.25300506
0.28608781
0.24992232
0.27324969
0.1381319
0.12072771
0.16243032
0.20221104
0.18244098
0.13083498
0.27054328
0.1239191
0.24079295
0.21922641
0.23207153
0.17326115
0.20247582
0.32133457
0.19956239
0.321807
0.15427622
0.23692854
0.22466128
0.19084962
0.21329693
0.16433644
0.2460804
0.30733892
0.16796558
0.17960851
0.35322607
0.17173973
0.1687301
0.21811025
0.210989
0.24068269
0.21001275
0.071990028
0.28993344
0.24664664
0.21775219
0.26068914
0.25383663
0.14691268
0.20635065
0.17004977
0.23937945
""
""
0.254594
0.25494862
0.3624233
0.37598205
""
""
""
0.24838842
0.26015627
0.30658433
""
0.22476712
""
""
0.2134731
0.2349551
""
""
""
""
0.25609088
""
0.24011095
0.23333509
""
""
0.26523808
""
0.3870092
0.37871334
0.29730302
""
0.12266511
0.44279948
0.11181677
0.13571693
0.19039778
""
0.17977303
0.21591669
""
0.26908576
0.20012251
0.24741058
0.25660285
""
0.15543078
0.32443893
""
0.24317086
""
""
0.24991791
0.26020077
0.20207596
0.25609067
""
0.092363991
0.18400089
""
0.27544409
""
0.23324575
0.18080649
""
0.2352861
0.33024198
0.22886889
0.21626821
0.28882119
""
""
""
0.24016349
""
0.42533731
""
""
0.35712162
""
0.22350128
0.2025685
""
0.15710025
0.1526991
0.2307142
""
0.31297728
0.28661811
0.36818853
""
""
0.27152967
""
""
0.35988984
""
0.28098246
0.27746749
0.19541913
0.29236034
0.2375702
0.35341278
0.37220195
0.35714424
0.36088619
0.29619661
0.31261933
0.22956705
0.13312055
0.019606719
""
""
""
0.13726658
""
""
""
0.35437706
""
""
0.42621911
0.40984583
""
0.32264018
0.32995528
""
""
""
""
""
""
""
""
""
""
""
""
0.23174973
""
""
""
""
""
""
""
0.20590894
""
0.25295663
0.26613986
""
""
""
0.32702801
""
""
""
""
""
0.29336458
""
""
""
0.38986853
0.20793809
""
""
0.31704643
""
0.17077127
0.21263541
0.20252369
0.21836406
0.27588674
0.21543661
0.44543338
""
0.23492973
""
""
0.18801183
0.29647452
0.21174727
""
""
""
""
""
0.1721794
0.1010265
0.38231587
""
0.067291409
0.35437018
""
0.10065866
""
0.1340356
0.22322835
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31634766
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45716614
""
""
0.28561017
""
""
""
""
""
""
0.28949735
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30769077
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40151027
0.18301456
0.21986544
""
""
""
""
""
0.23077692
0.25241265
0.14426193
""
""
""
0.2585234
""
0.11988919
""
""
""
""
0.12028324
0.21972407
""
""
0.23373117
0.32772127
""
""
0.4111661
""
""
""
""
""
""
""
0.18474884
0.27319121
""
0.17725344
""
""
""
""
""
""
""
""
""
""
""
""
0.19548978
0.1525075
""
0.25183845
""
0.32862484
""
""
""
0.19970952
""
""
""
""
""
""
0.22300597
0.32773831
0.18345003
0.21371986
0.30611971
0.2376314
0.19396724
0.14052826
0.20008831
""
""
""
""
""
""
""
""
0.2240091
""
""
0.20852752
""
""
""
""
""
0.16151445
0.1137445
0.2399362
0.25863093
0.26002544
0.20388179
0.21216129
0.28688744
0.23198222
0.20666134
0.06895268
""
""
""
""
0.26979515
""
0.15946308
0.24171618
0.17548195
""
0.34296679
""
""
""
""
""
""
""
""
""
""
""
""
0.19522896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41935879
""
""
""
""
""
""
""
0.31986547
""
0.30637947
""
0.29021007
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28537664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19113714
0.28266591
0.23522377
""
0.25921461
0.35340908
""
""
""
0.20523188
""
0.31531659
0.17928675
""
""
0.27640727
0.1815047
0.38603705
0.28620979
""
""
""
""
0.35487089
""
""
0.28552645
""
0.33163366
""
""
0.1964785
""
""
""
""
""
""
""
""
0.2360325
