kid_pooled_male_blw_p50_n
3040.1445
7962.8013
2491.9204
1576.3676
3443.9287
1216.525
2107.1919
7603.9673
2993.5168
1753.5037
2987.6099
1252.9929
2409.9778
1044.1737
1086.1611
2773.9036
3438.2356
1363.8726
1133.5148
2931.5813
1188.6304
5568.1655
3780.2507
4624.3877
5270.7012
4261.5483
3131.7197
7557.5576
1437.7808
2269.9915
2135.0977
1269.0514
2027.6608
1240.2755
6376.3726
3609.895
43070.965
1140.4706
5038.417
2482.2942
5988.9653
3939.0317
1763.7089
2479.9939
14005.432
2004.1647
2219.1301
5970.3726
32760.805
1779.2018
17095.795
6221.7793
1502.3252
1946.665
2577.8616
1874.5769
4622.1563
4212.4238
4775.2368
1878.5999
6429.7158
3207.3923
10325.293
4709.377
1485.5918
1514.5735
1977.5787
119.84325
231.05629
12708.454
2769.7803
88.921295
20.559687
622.49896
4472.0464
170.20363
183.65509
1135.1954
3159.6262
630.68872
1049.9302
""
241.03162
3953.4753
1111.1062
505.01462
1013.0745
307.48944
558.53729
392.60706
""
566.04199
752.76208
155.02158
""
804.97485
8875.793
8538.2754
7783.2031
3373.5408
2591.1707
503.82199
1481.1996
183277.83
11234.194
9689.877
52684.574
13213.086
5065.2759
9210.1445
15164.823
1713.7072
1700.1359
2134.0652
10813.652
2319.2271
968.75641
471.19479
2195.3879
1537.8402
1642.7965
1485.4751
1633.3232
677.14642
1740.1764
1483.5632
5182.9033
4526.5771
5493.0195
1954.9028
774.04938
1583.952
1509.3411
5208.8691
1489.3787
1019.7029
5812.938
1016.8023
2990.3655
2260.7673
2351.2834
1418.8967
2465.8223
1012.219
1340.9933
7062.166
2007.4158
849.83313
1586.3883
1248.204
1172.8503
1027.0835
2026.4052
3710.6765
1388.6963
1389.7596
3269.1589
5459.7368
1073.9865
728.42346
898.61639
919.61932
2466.2651
835.79382
3386.9602
977.53992
2358.8113
2069.0146
3885.5947
725.32477
24710.238
1607.4117
3156.533
4917.9678
1269.9681
820.98242
8292.1611
1569.4807
1378.2012
1027.2576
3329.1343
1315.8964
10882.96
4625.5972
918.51862
1991.4015
69249.211
84.985214
1474.0009
12909.944
1689.8854
1628.4347
38131.055
1800.9451
5683.9077
81141.633
2478.4756
7186.6865
17008.553
930.1604
60899.348
11373.694
3600.2576
1337.933
806422.13
11758.648
6447.021
960.24377
5627.2715
22612.912
764.30634
806.98615
32587.121
5726.7803
4299.9639
164888.25
8955.5313
928.63818
119258.77
78615.906
3826.2231
139576.81
177103.19
29734.533
43359.145
11154.802
26484.588
23530.279
69504.656
14068.244
10638.721
166.04402
2932.4475
19869.184
19990.854
36080.008
6847.1196
4690.8311
922.91663
41146.836
2528.3008
44548.391
9718.0518
5944.5513
22681.189
1240.3549
19304.193
683.49921
406.70892
496.87662
8343.0244
1360.5173
743.86096
214.26984
243.80386
1009.6877
