work_26_black_pooled_n
1020.0
355.0
51.0
3353.0
6366.0
1415.0
16706.0
210.0
82.0
5843.0
4588.0
26385.0
40.0
478.0
2776.0
26.0
27.0
1571.0
25.0
2470.0
15859.0
16926.0
5587.0
6911.0
22900.0
2170.0
5281.0
11388.0
29741.0
2554.0
4156.0
2976.0
24425.0
15202.0
5436.0
8029.0
3337.0
4012.0
1791.0
2303.0
21128.0
4037.0
1322.0
323.0
2706.0
4021.0
42597.0
4939.0
22495.0
4874.0
6866.0
12018.0
8125.0
710.0
790.0
17465.0
1934.0
310.0
452.0
6215.0
2622.0
12436.0
980.0
620.0
92.0
235.0
""
101.0
157.0
75.0
3926.0
5349.0
8416.0
4671.0
2253.0
191.0
3860.0
912.0
912.0
42717.0
5518.0
965.0
233.0
1440.0
15428.0
641.0
751.0
4256.0
7316.0
1631.0
1607.0
153.0
111.0
5445.0
60.0
""
555.0
2620.0
21406.0
7295.0
4395.0
68075.0
19862.0
4104.0
4846.0
22195.0
5003.0
22287.0
2157.0
2805.0
4079.0
8161.0
21841.0
2826.0
16229.0
12512.0
16709.0
1263.0
824.0
1387.0
6000.0
2050.0
1975.0
3985.0
2526.0
11499.0
11418.0
2004.0
2596.0
2452.0
89924.0
3365.0
3281.0
1213.0
1352.0
3351.0
8778.0
11259.0
2202.0
3936.0
8655.0
1822.0
1132.0
1836.0
7387.0
2065.0
4521.0
4756.0
3848.0
3717.0
645.0
23301.0
8297.0
2870.0
8070.0
14803.0
1897.0
13123.0
1570.0
403.0
94.0
66.0
3831.0
51371.0
941.0
89269.0
56.0
38.0
23.0
1005.0
73049.0
3078.0
88.0
3548.0
163.0
44.0
3540.0
6550.0
72.0
28.0
41.0
55.0
11101.0
217.0
355.0
17767.0
151.0
64.0
3920.0
62.0
293.0
1946.0
11876.0
52.0
361.0
500.0
407.0
1264.0
6630.0
151.0
6513.0
1264.0
103.0
648.0
2128.0
3786.0
17870.0
175.0
587.0
1088.0
290.0
1499.0
""
63.0
11242.0
2665.0
2759.0
32817.0
186.0
370.0
413.0
263.0
404.0
183.0
16047.0
1165.0
236.0
453.0
13055.0
5406.0
1594.0
2957.0
29.0
347.0
""
687.0
20.0
1180.0
""
88.0
519.0
337.0
946.0
1464.0
225.0
476.0
3032.0
4495.0
113.0
580.0
16044.0
709.0
149.0
""
739.0
99.0
91.0
3706.0
118.0
1834.0
527.0
1771.0
2572.0
5251.0
4869.0
150833.0
5403.0
58117.0
75217.0
9043.0
7052.0
1903.0
735.0
110.0
""
30.0
432.0
181.0
24.0
100.0
4242.0
23.0
""
19050.0
936.0
58.0
2771.0
22005.0
202.0
""
""
""
""
44.0
""
24.0
""
107.0
84.0
206.0
12444.0
24.0
44.0
338.0
42.0
46.0
24.0
68.0
984.0
""
394.0
458.0
77.0
105.0
288.0
275.0
21.0
142.0
147.0
208.0
49.0
1651.0
99.0
106.0
42.0
923.0
3294.0
258.0
302.0
1971.0
114.0
2939.0
3606.0
19483.0
1612.0
110522.0
3685.0
792.0
85.0
37672.0
170.0
172.0
1877.0
1945.0
451.0
""
25.0
22.0
31.0
109.0
760.0
887.0
796.0
83.0
420.0
1257.0
79.0
1379.0
209.0
2546.0
757.0
""
175.0
""
""
206.0
147.0
46.0
""
""
""
25.0
39.0
""
""
""
""
""
""
200.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
249.0
""
""
""
""
""
""
42.0
""
""
163.0
140.0
""
""
""
38.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
34.0
47.0
22.0
43.0
20.0
""
29.0
111.0
1710.0
""
""
22.0
227.0
""
""
""
""
23.0
248.0
""
""
75.0
23.0
23.0
""
50.0
269.0
""
649.0
""
22.0
5552.0
""
""
""
""
""
24.0
3968.0
""
""
205.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
23.0
289.0
9552.0
""
""
61.0
50.0
136.0
24.0
""
""
""
""
""
187.0
26.0
""
1510.0
1701.0
3775.0
90.0
102.0
62.0
78.0
501.0
885.0
19221.0
366.0
179.0
""
""
1747.0
39.0
555.0
68.0
338.0
""
221.0
1064.0
980.0
377.0
205.0
6581.0
478.0
""
287.0
2942.0
322.0
""
42.0
""
188.0
""
368.0
2063.0
423.0
133.0
1164.0
163.0
28.0
38.0
""
270.0
69.0
""
""
133.0
""
""
52.0
890.0
424.0
108.0
8644.0
55.0
9972.0
99.0
77.0
""
1457.0
87.0
""
""
""
""
54.0
371.0
1657.0
2298.0
2897.0
65524.0
9568.0
2404.0
1436.0
514.0
33.0
""
21.0
95.0
""
226.0
81.0
91.0
1072.0
43.0
27.0
1260.0
41.0
""
137.0
186.0
33.0
3624.0
1270.0
6863.0
19085.0
45963.0
1859.0
4938.0
4862.0
4053.0
2641.0
426.0
83.0
501.0
114.0
239.0
10539.0
134.0
838.0
2448.0
489.0
""
1634.0
""
""
""
""
""
25.0
30.0
""
""
""
""
""
667.0
""
""
133.0
""
""
""
""
""
""
""
""
72.0
""
""
22.0
""
""
""
""
34.0
48.0
""
""
72.0
""
3041.0
23.0
60.0
23.0
88.0
""
""
""
1536.0
""
10130.0
27.0
2837.0
87.0
""
78.0
207.0
""
103.0
60.0
33.0
""
335.0
25.0
""
42.0
""
""
""
""
122.0
1224.0
51.0
116.0
""
""
""
""
""
35.0
118.0
""
""
147.0
66.0
113.0
24.0
64.0
1971.0
2893.0
4197.0
611.0
13326.0
5533.0
28.0
""
""
862.0
623.0
29961.0
10959.0
""
""
11984.0
502.0
978.0
79807.0
22.0
43.0
73.0
43.0
580.0
28.0
108.0
4171.0
24.0
617.0
29.0
241.0
373.0
""
""
65.0
""
""
""
120.0
48.0
13810.0
