hs_hisp_male_mean
""
0.74060833
""
""
""
""
""
0.87406498
""
""
""
""
""
""
""
0.59544426
""
""
""
""
""
""
0.80444497
""
""
""
""
""
""
""
""
""
""
""
0.9437573
""
0.69152457
""
""
""
0.85110837
""
""
""
0.75476068
""
""
0.42210689
0.73361361
""
0.75582576
0.7369712
""
""
""
""
""
""
0.82922298
""
""
""
""
""
""
""
""
""
""
0.83289802
""
""
""
""
0.72748375
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8089596
0.78488541
0.65005904
0.72333807
0.92815089
0.80860507
0.68412435
0.69131863
0.75138938
0.7422179
0.66735786
0.75079805
0.67058092
0.74882251
""
""
""
0.59736902
""
""
""
""
""
""
""
""
""
""
""
""
0.85584003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82834822
""
""
""
""
""
0.5707798
""
""
""
""
""
0.62856722
""
""
""
0.76335746
""
0.89526284
0.8333416
0.77063936
0.80911255
0.76936996
0.9092322
0.86329603
0.71201175
0.79431397
0.89424783
0.73971653
""
0.74055988
0.70190495
0.7662586
0.85504633
0.74564624
0.68771535
0.86947423
""
0.82746708
0.76637381
""
""
0.67944771
0.68146425
0.95040959
0.76344025
0.88658005
""
0.75571376
0.76622552
0.79172474
0.75884807
0.75612885
0.79693532
0.73541003
0.77780855
0.8074795
0.74347419
0.7642445
0.74389154
0.80782652
""
0.8266058
0.76800525
0.77582604
0.75696498
0.67076093
0.74928361
""
0.73261189
0.78795719
0.76862514
0.75788724
0.67844623
0.71152884
0.78018755
0.80098385
""
""
""
0.66277152
0.8221364
""
""
""
0.84778446
""
""
""
0.71496499
0.65342867
""
0.93272442
""
""
0.78129399
0.9076373
0.45509872
""
""
""
""
1.0044277
""
0.79912233
""
""
""
0.80873364
0.76911384
0.76656711
""
0.88384056
0.75695753
""
""
0.63473755
0.73018521
0.61019462
0.6948179
""
""
""
""
0.59345299
0.76098287
""
0.63465482
""
""
""
""
""
""
""
""
0.6893515
""
0.79901087
0.72090268
0.84136337
0.81525791
0.80054134
0.79612964
0.74334568
0.75703871
0.81956929
0.75118679
0.5565958
0.7097156
0.84175366
""
0.84425062
""
0.82944179
0.81906837
""
0.84573907
0.7448467
0.89138961
0.66479158
""
""
""
0.78392518
0.83075005
0.8639949
""
""
""
""
""
""
0.54664183
0.72082943
0.81803787
0.65864885
0.78339547
""
0.70859432
""
""
""
0.73765147
0.75337923
0.84953821
""
""
""
0.64359099
0.76627213
0.68190128
0.79974961
0.77017063
""
0.83946705
0.59968024
0.77450341
0.81115097
0.7650615
0.77763891
0.8333174
0.67625141
0.55049759
0.76049399
0.67480516
0.7829411
0.78105837
0.80364275
""
""
""
""
0.74643445
""
""
""
""
""
""
""
""
""
""
0.47753593
""
""
""
""
""
""
""
""
""
""
""
0.71511334
""
""
""
""
0.71872401
0.79440743
""
0.81741333
0.80090648
""
0.66046417
""
0.76328254
""
""
0.89317334
""
0.61817199
""
""
""
""
""
0.7771529
""
""
""
0.70814252
""
""
""
""
""
""
""
0.90033555
0.70121902
0.57832056
""
0.72691619
""
""
""
""
""
""
0.72795099
0.62699902
0.48721731
""
""
""
""
""
0.82430249
0.83150977
""
""
""
""
""
""
""
""
""
""
""
""
0.86947769
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77925503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67928696
0.60369605
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
