kir_imm_white_pooled_p75_se
0.029429335
0.051715314
""
0.023910934
0.026618553
""
0.023103638
""
""
0.031238953
0.039101336
0.013072911
0.081314139
0.063582927
0.039735977
""
""
0.028257085
""
""
0.029997239
0.017746426
0.030308578
0.053793497
0.011766392
""
0.048685391
0.023311779
0.01315272
0.077661768
0.060893465
0.043152325
0.013639714
0.015548016
0.099917158
0.025772488
0.07791505
0.067519307
""
""
0.032741733
""
""
""
""
""
0.015572326
0.04427984
0.022440763
0.04575197
0.026186278
0.038246721
0.067134835
""
""
0.024526561
0.077632613
""
""
0.056979794
0.059480701
0.022396263
""
0.060159855
0.099839859
0.097312354
""
""
""
0.12444182
""
0.081473455
""
0.05133678
""
""
0.077837825
0.084026672
""
0.01905377
0.0865606
0.051398534
0.086464979
0.062118299
0.015357185
0.06109336
0.050064199
0.026860584
0.023234446
0.048627112
0.052674577
0.089898847
0.082917579
0.030588478
0.099892609
""
0.060390826
0.037071731
0.0088841049
0.023226015
0.015814215
0.0058274837
0.0092485296
0.015721748
0.016520232
0.010143911
0.018317912
0.012114299
0.06863331
0.033114888
0.029834677
0.048025467
0.021578377
0.097629391
0.019295873
0.019246232
0.018197261
""
""
""
0.046410132
0.076561876
0.078994967
0.040853377
0.090162337
0.023748824
0.029696791
0.078569829
""
0.076908976
0.0075786491
0.066706814
0.035254624
""
0.037621714
0.05941017
0.028707255
0.026972523
""
0.050030537
0.028291529
0.031534571
""
""
0.051601619
""
0.03051196
0.057491388
0.098056965
0.090837546
0.085102566
0.02264506
0.05436299
""
0.017153673
0.027975257
""
0.028181875
0.061840951
0.064012259
""
""
0.021149788
0.0080550313
""
0.0046669729
0.047454279
0.05951301
0.062514804
0.030366216
0.0045411242
0.018905893
0.055136684
0.022567708
0.04352406
0.065372966
0.022070521
0.012429311
0.045413911
0.056532785
0.058190681
0.049914889
0.015242402
0.075422503
0.094552733
0.012793789
""
0.069825299
0.024452277
""
0.061336204
0.028303213
0.014520739
""
""
0.071399912
0.041472077
0.038892582
0.017058859
0.059572767
0.017791057
0.029446367
0.064308703
0.040629312
0.031740896
0.019922972
0.014080035
0.044768427
0.049854267
0.029732851
0.038446687
0.032028675
0.087659799
""
0.016067768
0.024624411
0.021356625
0.0074311439
0.064517818
0.057945758
0.064111888
0.066399269
0.063263543
0.065807261
0.014157288
0.044036902
0.031859182
0.040195029
0.010900726
0.020217471
0.018519292
0.025179708
0.089172021
0.047249414
""
0.069710597
""
0.044866975
""
""
0.048644654
0.041505892
0.039939906
0.026942506
0.060965575
0.060733061
0.030525658
0.012222471
0.036094189
0.022766985
0.0080871005
0.024806594
0.040159371
""
0.027412962
0.035887137
0.041900795
0.012158329
0.039136048
0.015269589
