married_white_male_p50
0.53399712
0.46220344
0.55339754
0.5159331
0.5641045
0.4494949
0.46599534
0.43176615
0.5034591
0.57069439
0.58857471
0.53950632
0.5700562
0.52356702
0.56741297
0.50071329
0.55808485
0.56425196
0.43813574
0.55285555
0.50880909
0.49407139
0.5927102
0.47191522
0.49508029
0.54968649
0.48192802
0.51468354
0.53827626
0.54309464
0.52760404
0.43778864
0.52229297
0.46185607
0.36643863
0.54558361
0.36933377
0.47903419
0.65113914
0.49864671
0.49677148
0.52921271
0.47468102
0.58557749
0.62604022
0.57670993
0.61708355
0.5548507
0.55044299
0.37834001
0.6716243
0.51886719
0.5598315
0.46820378
0.48733976
0.59143543
0.52312654
0.54898739
0.55812544
0.59205621
0.59196198
0.53229141
0.59186113
0.53137934
0.5469445
""
0.55163109
0.70281005
0.51396
0.49452171
0.66020584
0.52968192
0.50336796
0.56529886
0.56927526
0.47873357
0.679735
0.50127941
0.26351726
0.50963068
0.39771762
0.3683925
0.50782824
0.46402815
0.50697494
0.5138647
0.59492004
0.57730705
0.51530546
0.34708738
0.65532833
0.50029933
0.52146965
0.55080873
0.52318746
0.50936234
0.24249379
0.57946014
0.53862476
0.52514917
0.54417652
0.53444135
0.46248353
0.54519266
0.53963387
""
0.34677672
0.44822881
0.56305957
0.52589309
0.4403345
0.32140616
0.52844083
0.50855821
0.44900474
0.32474667
0.4242335
0.56941682
0.59907055
0.55945998
0.53021586
0.57773381
0.46588212
0.54369336
0.50378805
0.50856727
0.55292326
0.60103399
0.55273741
0.56847262
""
0.49402028
0.63782918
0.51369864
0.51671499
0.46833763
0.52920705
0.58997923
0.58620983
0.5428102
0.52157176
0.61686081
0.68156058
0.67505342
0.61502588
0.60560399
0.52273929
0.56572384
0.64377141
0.56052935
0.63392842
0.53823173
0.53081769
0.51798642
0.52794486
0.57262558
0.51857185
0.53729159
0.59134716
0.6125102
0.50610876
0.52055061
0.47904086
0.51908869
0.54211056
0.49236229
0.42678812
0.43829367
0.52158403
0.57218534
0.61569542
0.53506166
0.52589601
0.52850789
0.51382631
0.49030659
0.5624063
0.6151073
0.6223852
0.41856411
0.5248822
0.42631754
0.69745523
