kir_stycz_black_female_p1
0.2799224
0.28445998
""
0.30338967
0.31693044
0.3179895
0.30516377
0.41595408
0.1991304
0.32485703
0.3079128
0.33211368
""
0.30072653
0.3203916
""
""
0.32305941
""
0.27340659
0.30313903
0.30106464
0.30107227
0.30643311
0.32164505
0.3120299
0.29674554
0.29805696
0.33517748
0.286814
0.31516388
0.30518702
0.34231022
0.31747216
0.30919948
0.30089226
0.32029667
0.29321578
0.3021256
0.29414576
0.3186731
0.30617705
0.3015835
0.35435686
0.30770165
0.30623177
0.32661074
0.30525002
0.3403061
0.32081345
0.33224693
0.31968006
0.31553432
0.27346584
0.28894213
0.31375331
0.3190479
0.2502256
0.33237883
0.33540255
0.31178525
0.31918773
0.3040072
0.23865721
0.33971214
0.28218848
""
""
0.3424454
0.16053239
0.27177894
0.29282054
0.28672963
0.30659577
0.30039635
0.21245593
0.31857485
0.2980713
0.28440973
0.31691921
0.300212
0.30382857
0.38087258
0.36563209
0.34914461
0.33126327
0.27932957
0.33867824
0.30377683
0.32420057
0.26154149
0.31968474
0.23357755
0.30984935
""
""
0.38144401
0.30282739
0.32638076
0.3088392
0.32958665
0.36290136
0.33125922
0.34001717
0.30599087
0.32675791
0.29164553
0.32803357
0.29145616
0.31416109
0.31633762
0.31495392
0.32209575
0.29370281
0.34706038
0.32915834
0.32546768
0.30393437
0.26493433
0.249662
0.27995428
0.2914305
0.32182494
0.29177544
0.30578688
0.3336474
0.3211112
0.30513567
0.31930616
0.30123964
0.33392081
0.31065458
0.33658564
0.32370156
0.3313143
0.34098682
0.32280982
0.3155005
0.30709383
0.30928016
0.29573864
0.32328442
0.29837602
0.334032
0.28559422
0.2535249
0.28677982
0.30072722
0.27882579
0.28782824
0.25371185
0.31772536
0.29540679
0.27795184
0.3125791
0.30156502
0.3079001
0.30348703
0.30625388
0.2764515
""
""
0.34664434
0.36436456
0.37291726
0.41802618
""
""
""
0.32638207
0.35879481
0.35057557
""
0.31764358
0.22515853
""
0.34102932
0.32416752
0.28785023
""
""
""
0.32381737
0.29204941
0.22270508
0.31977865
0.29774591
0.29590157
0.31074935
""
0.35423809
0.29595914
0.34187534
""
0.31213087
0.28829023
0.26701164
0.32297257
0.33602354
0.3525669
0.29686418
0.32602069
0.42903408
0.33824202
0.31890833
0.31279966
0.34901139
0.3041237
