working_natam_male_mean
0.62692791
0.72490317
""
0.74426484
0.61133826
""
0.68626702
""
""
0.6511957
0.7710278
0.73411828
""
0.88140994
0.67176163
""
0.67650032
0.73894978
""
0.7015413
0.56558591
0.64052266
0.60008621
0.67467707
0.71820366
0.84786111
0.70386428
0.70438886
0.72667569
""
""
0.8440209
0.73848432
0.77662253
0.67146736
0.78866601
""
""
""
""
0.76923382
""
""
""
""
""
0.7820034
0.74262333
0.82834578
0.75165755
0.81404215
0.79364568
0.78252858
""
""
0.78743261
""
0.82648027
""
0.53355688
""
0.79486299
""
0.61694628
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76924652
""
""
""
0.79489237
0.75581449
""
0.66446245
0.74928027
0.77576262
0.80320174
0.77183378
""
""
0.71833068
""
""
0.73266542
0.65449268
0.69194299
0.71466559
0.66673619
0.65370905
0.61838341
0.69512898
0.65612483
0.77244645
0.80963069
0.76354867
0.68757832
0.77004755
0.62149608
0.66343337
0.67718309
""
0.8042962
0.70326841
0.63951701
""
""
""
0.80737054
""
""
""
""
0.80238003
0.67961615
""
""
""
0.72814047
""
""
""
0.80925512
""
0.81002295
0.74739677
""
""
0.76290262
0.82228613
""
""
""
""
0.6053769
0.7357716
""
0.74112463
0.78359079
0.79386085
0.50381851
""
0.70185983
0.74172968
0.85359681
0.65611738
0.75728601
""
""
""
0.6938315
0.71587604
""
0.75897944
0.75348657
0.71279216
0.80929321
0.85084659
0.69019371
0.59351456
0.53122771
0.70719361
0.75062346
0.66890264
0.76137316
0.77603775
0.6914537
0.74212581
0.65760273
0.69083387
0.68486863
""
""
0.66391015
""
""
0.74727923
""
""
0.71178287
0.71299982
""
""
""
""
""
0.6453765
""
0.75301397
0.74958515
0.58334088
0.92071015
0.75624967
0.84738272
0.64506036
""
0.83242637
0.70829588
0.5912087
0.71773165
""
""
0.85591525
0.64867878
0.8373822
0.73964554
0.72656351
""
""
""
0.69311398
""
0.75411648
0.85212272
""
""
0.72941369
0.7519688
0.62203777
0.75399017
""
""
""
""
""
0.82061201
""
""
0.4297902
""
""
0.73124564
""
""
0.76995957
0.7747519
""
""
0.7420252
0.7874487
0.66428167
""
0.76465213
0.57360041
""
0.70186853
""
0.66653281
""
0.78600878
0.85311151
0.73715425
0.81986654
0.71249682
0.73416084
0.6749332
0.75712723
0.70235741
0.80373639
""
""
0.75500065
0.63149071
0.74586803
0.73469961
0.65836513
""
0.89827734
