work_26_white_female_mean
0.80755234
0.79544711
0.73905134
0.81764448
0.84943134
0.82584667
0.8344205
0.82565546
0.82241106
0.79879701
0.80342698
0.8407861
0.80653167
0.81229103
0.82427585
0.81584972
0.79767787
0.82903719
0.79264361
0.81437147
0.81951821
0.81616342
0.82036418
0.85571951
0.85938311
0.79895639
0.82204831
0.82793987
0.84762555
0.83873844
0.84256339
0.85932189
0.87210792
0.85621446
0.85915685
0.77780336
0.75461352
0.76451194
0.77608174
0.81928486
0.81496096
0.75375175
0.72996962
0.68420988
0.76755577
0.8003692
0.82192218
0.77348787
0.8169111
0.79686403
0.77368927
0.79140419
0.78065681
0.74451733
0.83100551
0.80670059
0.7892589
0.70976681
0.78837973
0.80701762
0.80436218
0.82954127
0.82026678
0.78034729
0.7670849
0.76397055
0.74928874
0.68473673
0.82063389
0.7668556
0.80041713
0.8012619
0.8167907
0.81980449
0.78227609
0.78939861
0.79886061
0.77292037
0.81208634
0.82744014
0.80171263
0.82169157
0.79243624
0.81499559
0.83536577
0.79435581
0.79054058
0.78692436
0.81470066
0.77786618
0.79330844
0.79365253
0.78138268
0.80886012
0.76303214
0.75389236
0.79184407
0.78607607
0.82753384
0.8139326
0.83859938
0.84526891
0.84068418
0.84226918
0.8319084
0.84312415
0.8303501
0.8250767
0.78409278
0.81298912
0.82201993
0.80398268
0.84206045
0.80679601
0.83424389
0.80733675
0.80013382
0.80034745
0.80282611
0.78126258
0.79565626
0.78142279
0.81732726
0.78029996
0.76668799
0.8179034
0.81449485
0.78874671
0.81643629
0.78408712
0.83372146
0.7604627
0.82017934
0.78812796
0.80227458
0.80436122
0.78759938
0.80313051
0.81508428
0.8395704
0.8356933
0.81537044
0.75740296
0.83237118
0.79988563
0.83122349
0.81303334
0.80533111
0.78463334
0.81500161
0.74980932
0.8161335
0.8204155
0.79218769
0.81019694
0.80440199
0.79095608
0.83123791
0.80106723
0.79703486
0.72348738
0.74263006
0.85249233
0.866956
0.88276225
0.87474632
0.86309093
0.87015253
0.84897393
0.83757132
0.84402281
0.85778153
0.81354564
0.84019536
0.79977584
0.84132111
0.84224164
0.84430861
0.85624671
0.84338796
0.83012849
0.8228206
0.84175992
0.81587219
0.81194782
0.86859179
0.79049498
0.85562605
0.84157687
0.80746567
0.80704129
0.80231595
0.85329604
0.82640326
0.850932
0.81237084
0.86551976
0.86795801
0.85853547
0.84830004
0.84487337
0.77552134
0.82588869
0.81585783
0.82519156
0.84511274
0.84980863
0.82692909
0.83057213
0.84363174
0.79256564
0.8605181
0.81803685
0.81199461
0.84620553
0.82400501
0.86420196
0.87064552
0.81394202
0.80168486
0.83630145
0.83438075
0.7557658
0.75595021
0.84662604
0.83557892
0.84713531
0.84529275
0.87644225
0.84785914
0.85295808
0.84966487
0.79991513
0.81998569
0.79851645
0.77286291
0.75091916
0.80511224
0.7464391
0.6997664
0.78874463
0.84320372
0.86003757
0.83439642
0.82262933
0.86058223
0.8500607
0.8739996
0.85377264
0.86555088
0.88482177
0.84737968
0.8397817
0.85230643
0.83063716
0.84697556
0.85825759
0.8894524
0.84420699
0.87123162
0.85500908
0.88427442
0.84321851
0.87135899
0.8672241
0.85662973
0.88873225
0.8898803
0.87925017
0.87602609
0.85305524
0.85232723
0.823183
0.82824242
0.80676514
0.8522678
0.855762
0.87449211
0.84080231
0.86899793
0.88614589
0.91362244
