comcoll_asian_female_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1257187
""
""
""
""
""
""
""
0.11956024
""
""
""
0.12244883
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08453159
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046104781
""
""
0.098677292
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13410127
""
""
""
""
""
0.12954392
""
""
""
""
""
""
""
""
""
0.020617871
""
""
""
""
""
0.034356318
""
""
0.038972043
""
""
""
""
0.066591457
0.13377251
""
""
0.0097012417
""
0.11154822
""
""
0.079692572
""
""
0.073197424
0.13609535
""
0.016295156
0.11848864
""
0.041115317
0.029381964
""
0.034446355
0.0225931
0.019516483
0.040432695
0.17449239
0.032447543
0.1037403
0.017720545
0.13675953
""
""
""
0.054682877
0.10756323
0.069210902
0.098637804
""
""
0.087402008
""
0.051715441
0.10305002
0.12938124
0.089866735
""
0.077409931
""
""
""
0.14248006
""
""
""
""
""
""
""
""
""
0.085622266
""
0.16786858
""
""
0.10173772
""
""
""
""
""
""
""
""
0.10197034
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076965898
0.075894848
""
""
0.086748287
0.14863232
""
""
""
0.10294884
""
0.096073061
0.1158147
""
0.14414372
""
0.12626193
0.054951161
""
""
""
0.19184154
""
""
""
""
0.083885662
0.1090494
""
""
""
""
""
""
""
""
""
""
""
0.067144327
""
""
""
""
""
""
0.1522256
""
""
""
""
""
""
""
0.059059799
""
""
0.15572758
""
0.056367252
""
0.089502685
0.14147975
0.070683986
0.096419863
""
""
""
""
""
0.058417838
""
""
""
""
0.16519837
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083099917
""
0.076081738
""
""
0.16436537
""
""
""
""
""
""
""
0.057547297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078921534
""
""
""
""
""
""
0.049261108
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.084657118
0.022034232
0.10375697
0.074376754
0.15023981
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1485866
""
""
""
""
""
0.02237268
""
""
""
""
""
0.040314067
""
""
""
""
""
""
""
""
""
""
""
""
""
