kfr_native_other_pooled_n
99.0
45.0
""
172.0
97.0
24.0
268.0
""
""
55.0
71.0
318.0
""
32.0
71.0
""
""
104.0
""
32.0
113.0
298.0
87.0
50.0
354.0
""
58.0
192.0
480.0
29.0
32.0
47.0
315.0
276.0
49.0
123.0
""
25.0
""
""
85.0
""
""
""
""
""
321.0
75.0
159.0
58.0
141.0
117.0
46.0
""
""
152.0
24.0
""
""
43.0
29.0
171.0
""
38.0
22.0
22.0
""
""
21.0
""
""
""
23.0
39.0
""
""
27.0
26.0
""
245.0
20.0
34.0
""
30.0
296.0
26.0
37.0
132.0
172.0
88.0
39.0
20.0
20.0
93.0
""
""
37.0
79.0
595.0
141.0
143.0
465.0
254.0
104.0
176.0
419.0
139.0
361.0
30.0
85.0
71.0
65.0
188.0
""
193.0
166.0
178.0
""
""
""
53.0
25.0
""
48.0
21.0
92.0
92.0
""
""
""
744.0
25.0
38.0
""
53.0
24.0
118.0
100.0
""
29.0
122.0
83.0
""
""
35.0
""
102.0
30.0
""
""
25.0
179.0
44.0
""
300.0
111.0
20.0
76.0
""
26.0
""
""
113.0
804.0
""
1694.0
100.0
46.0
110.0
142.0
1728.0
265.0
87.0
221.0
71.0
30.0
275.0
514.0
68.0
100.0
41.0
54.0
471.0
43.0
43.0
522.0
""
34.0
144.0
""
21.0
75.0
288.0
""
""
49.0
83.0
94.0
263.0
26.0
287.0
135.0
44.0
55.0
120.0
189.0
412.0
56.0
66.0
101.0
70.0
87.0
""
""
165.0
241.0
185.0
768.0
51.0
79.0
39.0
52.0
68.0
38.0
596.0
94.0
71.0
99.0
656.0
214.0
210.0
105.0
""
67.0
""
43.0
""
112.0
""
35.0
63.0
31.0
56.0
118.0
23.0
42.0
63.0
371.0
60.0
108.0
656.0
125.0
105.0
""
132.0
45.0
35.0
329.0
35.0
184.0
82.0
156.0
306.0
312.0
255.0
1507.0
242.0
1014.0
1421.0
174.0
159.0
45.0
""
97.0
""
33.0
235.0
110.0
49.0
118.0
520.0
""
""
1148.0
304.0
55.0
204.0
924.0
42.0
38.0
26.0
""
45.0
55.0
40.0
24.0
""
52.0
39.0
113.0
1381.0
34.0
119.0
96.0
34.0
22.0
""
30.0
59.0
""
62.0
78.0
39.0
74.0
187.0
115.0
61.0
122.0
103.0
87.0
37.0
207.0
47.0
26.0
28.0
62.0
142.0
50.0
59.0
149.0
20.0
150.0
227.0
613.0
55.0
1649.0
212.0
50.0
32.0
701.0
""
""
87.0
105.0
53.0
23.0
32.0
37.0
""
21.0
50.0
22.0
39.0
""
56.0
70.0
""
47.0
29.0
33.0
49.0
""
149.0
""
""
26.0
28.0
""
""
""
""
""
44.0
""
""
""
""
""
24.0
57.0
""
""
""
""
""
""
""
""
""
""
""
24.0
25.0
""
""
90.0
21.0
""
""
""
""
""
127.0
""
""
68.0
85.0
""
""
""
54.0
43.0
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
21.0
22.0
21.0
23.0
22.0
29.0
165.0
""
""
""
122.0
30.0
""
""
""
25.0
71.0
""
""
23.0
""
23.0
""
""
63.0
""
131.0
""
""
342.0
23.0
""
""
""
""
""
423.0
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
170.0
1009.0
""
""
""
24.0
48.0
""
""
""
""
""
""
35.0
""
""
84.0
205.0
298.0
37.0
42.0
28.0
30.0
182.0
62.0
762.0
81.0
46.0
""
""
111.0
30.0
170.0
42.0
233.0
39.0
33.0
423.0
373.0
258.0
104.0
1468.0
135.0
""
95.0
187.0
59.0
""
""
""
40.0
""
25.0
84.0
41.0
""
73.0
20.0
""
""
""
""
26.0
""
""
""
""
""
""
26.0
""
""
337.0
""
480.0
""
""
""
69.0
""
""
""
""
""
""
60.0
128.0
42.0
70.0
905.0
122.0
33.0
21.0
36.0
""
""
""
""
""
""
""
""
81.0
""
""
74.0
""
""
""
""
""
76.0
20.0
242.0
558.0
915.0
71.0
102.0
80.0
65.0
229.0
38.0
""
190.0
44.0
108.0
1177.0
167.0
134.0
51.0
126.0
""
509.0
""
""
""
""
""
""
68.0
30.0
42.0
42.0
""
""
131.0
25.0
25.0
88.0
""
""
""
29.0
21.0
""
""
""
94.0
""
""
45.0
48.0
26.0
""
""
99.0
80.0
""
""
38.0
""
5439.0
335.0
814.0
""
85.0
""
""
""
331.0
""
1102.0
""
401.0
69.0
""
95.0
116.0
22.0
97.0
1110.0
27.0
20.0
224.0
41.0
""
63.0
""
""
""
""
221.0
675.0
93.0
114.0
""
""
""
""
""
43.0
146.0
""
""
171.0
130.0
161.0
25.0
108.0
417.0
308.0
571.0
291.0
1724.0
1224.0
33.0
""
""
227.0
366.0
2761.0
819.0
""
""
1368.0
68.0
353.0
5197.0
54.0
29.0
36.0
46.0
342.0
72.0
179.0
1182.0
37.0
634.0
55.0
114.0
184.0
20.0
""
80.0
""
""
""
103.0
88.0
2860.0
