somecoll_hisp_female_p75_se
0.14208642
0.23549789
""
0.070492715
0.13240364
""
0.065995403
""
""
0.14067522
0.12537947
0.050147451
""
""
0.20574181
""
""
0.11449368
""
""
0.13306889
0.05115876
0.15220869
0.18139525
0.047034733
""
0.13235101
0.077386446
0.03993988
""
""
0.17404523
0.053303819
0.028378487
""
0.067155033
""
""
""
""
0.13077399
""
""
""
""
""
0.04394608
0.14555101
0.063078441
0.14757061
0.086110942
0.13292827
""
""
""
0.09423057
""
""
""
""
""
0.12746812
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06190687
""
""
""
0.12845521
0.076050535
""
""
0.11519143
0.06021237
0.33052254
0.181619
""
""
0.11433281
""
""
""
0.14036052
0.021781426
0.047459006
0.062293317
0.011348686
0.027186532
0.047605205
0.040317241
0.022059567
0.060424659
0.043891694
0.32284623
0.10424849
0.055595458
0.3082006
0.08187937
""
0.060523063
0.072745524
0.082322292
""
""
""
0.15006261
""
""
0.27962804
""
0.078257367
0.071002126
""
""
""
0.026805375
""
0.13476394
""
0.16178735
""
0.12047499
0.080911107
""
""
0.069207244
0.10114022
""
""
""
""
0.12134968
""
""
""
""
0.089662783
""
""
0.05862271
0.1455082
""
0.071070552
""
""
""
""
0.053091481
0.03595937
""
0.016553257
""
""
""
0.081874929
0.022138121
0.045936331
0.11136753
0.049175449
""
""
0.06679783
0.036719494
0.14269821
""
""
""
0.042711668
""
""
0.047395047
""
""
0.10152063
""
""
0.086655371
0.062233355
""
""
""
0.12148127
0.0961207
0.037156433
0.12319572
0.062805071
0.095651314
0.10524353
0.11860706
0.10896992
0.063244179
0.052972317
""
""
0.084997497
""
0.11154278
""
""
0.025370955
0.10727102
0.06455116
0.040719256
""
""
""
""
""
""
0.041726489
0.15608327
0.12314945
0.13219479
0.040239602
0.060814604
0.078624316
0.14676748
""
""
""
""
""
""
""
""
0.12775968
0.18033662
""
0.15719026
""
""
0.13667925
0.056543637
""
0.094429091
0.027556077
0.092691742
0.20282562
""
0.080247685
""
0.16301656
0.057043284
0.18956174
0.070154399
0.058896124
0.0593246
0.051284194
0.06884452
0.026205646
0.0094610043
0.034568336
0.011692085
0.018786088
0.072067358
0.074139021
""
""
""
""
""
0.08725924
""
""
0.091359876
0.059777226
""
""
0.022190047
0.041036665
""
0.067599393
0.01906118
""
""
""
""
""
""
""
""
""
0.12549418
0.15009929
0.14531764
0.026580824
""
""
0.11373038
0.27011046
0.15176074
""
0.28332341
0.08562696
""
0.10369011
0.043295413
0.083272591
0.09020599
0.086296968
0.1119635
""
0.090192921
0.089287907
0.10116207
""
0.059104022
0.067741804
""
""
0.11470363
0.087983273
0.071573436
0.15072249
0.05984069
""
0.063228495
0.061613858
0.03114328
0.095844567
0.00898105
0.043286689
0.1160906
""
0.031988144
""
""
0.084238306
0.058705598
""
""
""
""
""
""
""
""
""
""
0.10063176
0.094651371
""
""
""
""
0.32355523
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071612351
""
""
""
""
""
""
""
""
""
0.17708176
0.14965038
""
""
""
0.1326887
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13498168
""
""
0.33589658
""
""
0.39186516
""
0.089279354
""
""
""
0.13814509
""
""
""
""
0.12969662
0.06628795
""
""
0.17994075
0.23073731
""
""
0.15637991
