staycz_black_pooled_p10
0.7042914
0.66263825
0.59256929
0.81915641
0.75877893
0.66648853
0.78416228
0.60280979
0.53162062
0.80259407
0.7665866
0.83285218
0.56812674
0.61309278
0.75758719
0.38878047
0.5577324
0.72401804
0.46729311
0.62406689
0.67844599
0.66289175
0.63943434
0.70320719
0.78546631
0.64232773
0.59825581
0.64581692
0.75526541
0.51226628
0.61101615
0.7642827
0.83105409
0.70408159
0.58537364
0.71041638
0.67752624
0.67653388
0.5494355
0.55541748
0.79798573
0.62834603
0.65226704
0.54261112
0.54402816
0.60542148
0.67452198
0.68850166
0.83653927
0.70354229
0.70948595
0.80318296
0.66654253
0.42067397
0.54609823
0.76464146
0.60323632
0.61080575
0.5119592
0.56139368
0.58957052
0.79090726
0.47046524
0.58592045
0.6450116
0.67853868
""
0.35688531
0.59451634
0.55836773
0.5624612
0.57295936
0.50202578
0.69288027
0.66065371
0.6705693
0.74585712
0.67953527
0.59259754
0.83666998
0.53823274
0.75622517
0.64866227
0.72899175
0.86731726
0.71741074
0.61802769
0.68385774
0.79853863
0.71163332
0.70882505
0.64352846
0.63333219
0.79939651
0.56851673
""
0.6942215
0.75986868
0.80929536
0.70574033
0.72067368
0.74479216
0.71434653
0.72066641
0.69044799
0.74430925
0.68031156
0.80467552
0.58193946
0.71393049
0.72827053
0.6349023
0.76176363
0.542472
0.74721801
0.82270014
0.75114876
0.58361173
0.61051649
0.6276474
0.6885277
0.61034179
0.69300485
0.52129698
0.63621807
0.74429524
0.77617794
0.55640233
0.66881132
0.6683051
0.8174758
0.75087827
0.79719847
0.67069376
0.71043414
0.66121846
0.72461349
0.70243329
0.55700588
0.65675479
0.73284912
0.65761322
0.61667627
0.61094528
0.67348027
0.54820997
0.67543137
0.69292194
0.64154935
0.63432729
0.62976122
0.83065981
0.71150321
0.48227096
0.72339141
0.76897001
0.61928052
0.79448354
0.61101156
0.60087436
0.37860525
0.53990418
0.68373972
0.87927091
0.59948516
0.80115044
0.45664096
0.39787939
0.34688428
0.61272824
0.81262618
0.66791773
0.2885839
0.6355049
0.51090443
0.59105414
0.70119941
0.7661404
0.47857031
0.50136316
0.32927376
0.70494866
0.765432
0.73317617
0.57571334
0.87580949
0.60094643
0.69213188
0.8352648
0.42154339
0.67213297
0.54934394
0.8856554
0.5799492
0.69024521
0.72269595
0.66434366
0.72117662
0.77936274
0.50500941
0.63504362
0.66843867
0.44623643
0.67875558
0.68875837
0.75681239
0.87881023
0.62164062
0.67119598
0.6322335
0.56578207
0.79446757
0.20151958
0.53418547
0.5573445
0.72447628
0.67252916
0.82254863
0.66124147
0.70857996
0.47485706
0.61471075
0.73935753
0.65724939
0.85039949
0.64221197
0.567388
0.59148222
0.83985007
0.67560077
0.75657547
0.76815605
0.44328877
0.74998015
""
