married_black_pooled_p25_se
0.10326459
0.032613762
0.052583199
0.091232754
0.069993809
0.036661703
0.056203779
0.038423277
0.042505436
0.055866431
0.052351736
0.026900284
0.068479925
""
0.032052569
0.047912356
0.08338891
0.025630515
0.11939175
0.077013128
0.12502153
0.045068335
0.028681418
0.064930819
""
0.069159828
""
0.050557703
0.060656801
""
0.060198653
0.033433739
""
0.046014044
""
""
""
""
""
0.089374214
0.018499488
""
0.055071644
0.037254263
0.037004232
0.04619424
0.043649502
0.043510135
0.027183522
0.038504213
0.040727694
0.025002841
0.11508271
0.087572016
0.032629784
0.024628866
""
""
""
""
""
""
""
""
""
0.028681576
0.015638109
0.027650351
0.032176379
0.054928005
0.029364761
0.041485459
0.018355845
0.026716102
0.065794915
0.03291709
0.047935829
0.02670926
0.015993496
0.023950009
0.01943852
0.026598142
0.027260514
0.041028861
0.058504954
0.027541177
0.049705993
0.026960164
0.053731129
""
0.037168257
0.10998773
0.071496762
0.032961745
0.036718424
0.096565373
""
0.085717641
0.058555618
0.058108427
0.071825676
""
0.045733705
""
0.091458231
""
0.030340655
0.020266706
0.015264486
0.03985199
0.026618754
0.024754705
0.014028375
0.045472544
0.028227491
""
""
""
0.085058644
0.073782586
0.11000144
0.028784191
0.069867708
""
""
0.076006867
0.051231045
0.066420391
0.092368007
0.070671074
0.028817752
0.032522742
0.073696077
0.045541909
0.054654136
0.074550211
0.03022125
0.046235867
0.024629889
0.034438517
0.027984297
0.047039725
0.047175668
0.055711117
0.054978162
""
0.078632571
""
0.08214841
0.069806658
""
""
""
0.091707289
0.081796937
0.05286416
""
""
""
0.03840021
0.039765444
0.057302658
0.079328373
0.039976522
0.030777043
0.050589189
0.052369695
0.030121733
""
0.094304346
0.041130185
0.045128409
0.061478477
0.080822207
0.053876553
0.096825972
0.086747386
0.0860295
0.055525135
0.035231333
0.065260194
0.038062073
0.034579705
0.027168531
0.029063279
0.101377
0.052257903
""
0.067254558
0.053278863
0.068479419
0.036595326
0.070132568
""
""
""
""
0.042205729
""
""
0.054281961
0.047068775
0.088875927
0.068208545
0.041684575
0.10007896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072816074
""
""
0.041492429
0.079705432
0.12531406
0.086008355
""
0.072713323
0.022241743
0.039208356
0.038470544
0.055283364
0.042414702
0.057785057
0.038759712
0.0381772
0.024786441
0.034830246
0.066053025
0.022560704
0.021716025
0.014886279
0.016670981
0.094578445
0.038172893
0.025775388
0.025436927
0.040093333
0.030451428
0.017158693
0.014667967
""
""
""
""
""
""
""
""
0.050951689
""
""
""
""
""
0.060565844
0.035835274
""
0.030282684
0.046974458
0.032163315
0.039345536
0.068942226
0.023929309
0.051111281
0.084591828
0.036949877
0.072833933
0.046304189
0.037387613
0.032801844
0.047295347
0.049953945
0.025323713
0.10209213
0.066694126
0.029980773
0.015965484
0.046154432
0.027062431
0.017461857
""
""
0.083683826
0.062105231
0.024419589
0.056132365
0.028213527
""
0.052718174
0.035300925
0.025173143
0.036754854
0.041591082
