work_24_asian_pooled_n
141.0
71.0
""
376.0
216.0
""
883.0
20.0
""
287.0
195.0
1713.0
""
235.0
422.0
""
""
125.0
""
21.0
186.0
472.0
125.0
57.0
1428.0
""
107.0
313.0
1941.0
25.0
29.0
98.0
1130.0
619.0
34.0
500.0
""
46.0
""
""
228.0
""
""
""
""
29.0
1855.0
240.0
589.0
89.0
180.0
411.0
65.0
""
""
208.0
23.0
""
""
36.0
30.0
321.0
""
""
23.0
34.0
""
""
""
""
26.0
20.0
40.0
49.0
""
""
24.0
20.0
""
756.0
23.0
80.0
""
39.0
1087.0
53.0
34.0
179.0
347.0
66.0
47.0
""
26.0
333.0
""
""
62.0
171.0
2472.0
414.0
414.0
3243.0
1220.0
330.0
506.0
2540.0
370.0
1565.0
37.0
214.0
260.0
93.0
430.0
""
429.0
391.0
454.0
""
""
""
103.0
28.0
35.0
97.0
27.0
289.0
248.0
31.0
34.0
25.0
6226.0
42.0
218.0
45.0
246.0
24.0
203.0
224.0
29.0
78.0
242.0
197.0
""
20.0
60.0
""
129.0
43.0
32.0
37.0
20.0
407.0
73.0
""
791.0
362.0
""
186.0
""
55.0
""
""
260.0
3449.0
""
13564.0
44.0
37.0
""
97.0
5197.0
510.0
45.0
274.0
47.0
""
302.0
1065.0
45.0
23.0
25.0
37.0
688.0
28.0
34.0
1065.0
""
21.0
261.0
""
22.0
133.0
565.0
""
""
44.0
112.0
80.0
410.0
41.0
361.0
189.0
52.0
67.0
123.0
288.0
950.0
103.0
89.0
178.0
85.0
128.0
""
""
354.0
206.0
154.0
1841.0
48.0
47.0
32.0
52.0
35.0
45.0
1474.0
126.0
148.0
105.0
1106.0
200.0
254.0
276.0
""
98.0
""
42.0
""
142.0
""
28.0
74.0
92.0
58.0
238.0
51.0
53.0
179.0
816.0
57.0
243.0
1812.0
242.0
59.0
""
109.0
50.0
38.0
855.0
57.0
436.0
64.0
652.0
821.0
808.0
869.0
34844.0
1791.0
17931.0
8848.0
686.0
378.0
85.0
""
69.0
""
""
296.0
169.0
20.0
101.0
1485.0
""
""
7863.0
785.0
50.0
517.0
3736.0
94.0
20.0
20.0
""
22.0
31.0
""
28.0
""
85.0
116.0
183.0
6198.0
""
39.0
339.0
64.0
40.0
22.0
79.0
120.0
""
199.0
159.0
90.0
423.0
624.0
378.0
28.0
637.0
309.0
275.0
32.0
608.0
57.0
28.0
21.0
109.0
297.0
79.0
56.0
253.0
23.0
270.0
313.0
1641.0
60.0
16143.0
474.0
84.0
24.0
1696.0
""
26.0
140.0
112.0
42.0
""
""
""
""
""
34.0
33.0
39.0
""
45.0
102.0
""
41.0
""
24.0
32.0
24.0
124.0
""
""
""
22.0
""
""
""
""
""
31.0
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
116.0
""
""
""
""
""
""
37.0
""
""
49.0
88.0
""
""
""
41.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
34.0
40.0
27.0
122.0
26.0
28.0
78.0
50.0
735.0
""
""
""
76.0
""
""
""
""
29.0
55.0
""
""
""
""
22.0
""
68.0
233.0
""
415.0
21.0
""
513.0
""
""
""
""
""
""
712.0
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
281.0
3288.0
""
""
65.0
""
21.0
""
""
""
""
""
""
83.0
""
""
131.0
181.0
794.0
27.0
47.0
""
46.0
65.0
70.0
1564.0
47.0
26.0
""
""
211.0
""
188.0
50.0
110.0
""
70.0
381.0
47.0
292.0
53.0
625.0
""
""
45.0
430.0
58.0
""
""
""
41.0
""
21.0
164.0
63.0
""
261.0
""
""
""
""
""
109.0
""
""
55.0
""
""
33.0
99.0
""
""
1536.0
""
1215.0
""
23.0
""
153.0
""
""
""
""
""
45.0
352.0
340.0
139.0
459.0
11307.0
560.0
55.0
29.0
70.0
""
""
""
""
""
""
""
""
121.0
""
""
145.0
""
""
""
""
""
113.0
22.0
411.0
3099.0
6243.0
52.0
143.0
97.0
70.0
170.0
33.0
""
26.0
20.0
""
1351.0
""
63.0
51.0
""
""
870.0
""
""
""
""
""
113.0
78.0
21.0
41.0
""
""
""
137.0
""
""
55.0
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
29.0
63.0
""
""
23.0
""
11588.0
442.0
1315.0
""
67.0
""
""
""
593.0
""
3090.0
""
805.0
82.0
""
36.0
107.0
""
47.0
791.0
61.0
""
350.0
31.0
""
32.0
""
""
""
""
179.0
1369.0
105.0
115.0
""
""
""
""
""
26.0
76.0
""
""
251.0
134.0
129.0
40.0
96.0
2153.0
1428.0
4412.0
1082.0
10801.0
17945.0
30.0
""
""
832.0
779.0
31882.0
4084.0
""
""
11412.0
206.0
930.0
68404.0
29.0
65.0
50.0
45.0
424.0
27.0
202.0
3909.0
45.0
785.0
40.0
126.0
371.0
""
""
71.0
""
""
""
232.0
57.0
11930.0
