kfr_native_white_female_n
4983.0
2114.0
564.0
6202.0
3676.0
623.0
6899.0
727.0
489.0
2449.0
3306.0
9452.0
553.0
1355.0
3012.0
349.0
279.0
2966.0
422.0
407.0
3401.0
3389.0
2510.0
1145.0
8860.0
244.0
1384.0
3591.0
7747.0
798.0
847.0
1731.0
6547.0
3805.0
621.0
3346.0
701.0
1137.0
184.0
193.0
2871.0
597.0
317.0
214.0
460.0
448.0
7786.0
2266.0
5121.0
1624.0
3199.0
4197.0
1797.0
137.0
278.0
3527.0
608.0
245.0
213.0
1123.0
741.0
5145.0
375.0
1057.0
1176.0
1027.0
453.0
704.0
827.0
1026.0
396.0
606.0
481.0
1624.0
749.0
452.0
1530.0
1408.0
452.0
6310.0
820.0
1597.0
1005.0
1634.0
9890.0
1364.0
1560.0
1941.0
4000.0
2914.0
2113.0
922.0
943.0
3941.0
847.0
310.0
1651.0
3077.0
14112.0
3934.0
4951.0
8810.0
7769.0
4232.0
4691.0
9686.0
3981.0
8183.0
924.0
2494.0
1945.0
1306.0
4489.0
346.0
3959.0
6620.0
3229.0
270.0
205.0
247.0
1506.0
799.0
530.0
808.0
534.0
2413.0
2218.0
712.0
393.0
510.0
18613.0
969.0
1482.0
645.0
2092.0
1007.0
3724.0
1562.0
279.0
722.0
2508.0
1573.0
224.0
378.0
956.0
301.0
2514.0
949.0
519.0
531.0
1387.0
7140.0
1488.0
229.0
5033.0
3950.0
486.0
2357.0
687.0
1542.0
267.0
727.0
2285.0
15295.0
288.0
23594.0
1976.0
2332.0
777.0
4682.0
41666.0
5817.0
2768.0
8504.0
2846.0
1195.0
6165.0
15409.0
2599.0
1693.0
1850.0
2111.0
12500.0
1464.0
1379.0
18678.0
659.0
1917.0
4723.0
449.0
911.0
2025.0
10829.0
597.0
846.0
2098.0
3462.0
4079.0
8966.0
1498.0
7373.0
5060.0
1642.0
2286.0
4390.0
6595.0
12010.0
1785.0
2957.0
3892.0
2721.0
4647.0
834.0
648.0
5585.0
8027.0
4712.0
21058.0
2247.0
2502.0
1362.0
2454.0
2362.0
1525.0
14087.0
3743.0
4549.0
6231.0
25952.0
8649.0
9882.0
3293.0
616.0
2515.0
444.0
1357.0
597.0
3066.0
251.0
1512.0
3400.0
1633.0
1561.0
4143.0
1656.0
1134.0
1940.0
12242.0
2433.0
3660.0
20486.0
5090.0
3751.0
626.0
3626.0
2127.0
1413.0
9462.0
2946.0
9574.0
4145.0
5572.0
11913.0
11656.0
6402.0
32621.0
8287.0
26102.0
37661.0
4466.0
3321.0
1382.0
241.0
3944.0
515.0
1049.0
7803.0
3894.0
1546.0
3410.0
10163.0
67.0
61.0
29212.0
11874.0
1547.0
5229.0
21656.0
1871.0
1109.0
803.0
594.0
1209.0
2278.0
1559.0
2056.0
964.0
3518.0
2396.0
5536.0
31699.0
1238.0
3157.0
4739.0
1547.0
1330.0
1442.0
1859.0
3668.0
633.0
2528.0
3331.0
2228.0
3554.0
9317.0
4835.0
1556.0
8200.0
6439.0
4371.0
3326.0
8377.0
3034.0
1325.0
1808.0
2666.0
4316.0
2300.0
1995.0
4823.0
1247.0
7326.0
7209.0
16579.0
1817.0
41581.0
7332.0
1369.0
1728.0
20642.0
555.0
1365.0
3446.0
4731.0
2276.0
728.0
1444.0
970.0
644.0
854.0
1786.0
1244.0
1477.0
321.0
2477.0
3032.0
481.0
2314.0
774.0
1109.0
2060.0
531.0
4994.0
39.0
180.0
1121.0
879.0
522.0
290.0
195.0
599.0
502.0
1967.0
80.0
219.0
67.0
341.0
182.0
116.0
1287.0
284.0
40.0
30.0
72.0
211.0
22.0
122.0
85.0
153.0
265.0
524.0
340.0
499.0
779.0
315.0
2849.0
837.0
463.0
390.0
46.0
129.0
901.0
2456.0
687.0
830.0
2204.0
3389.0
351.0
836.0
86.0
3404.0
2328.0
417.0
245.0
132.0
223.0
1001.0
578.0
382.0
364.0
165.0
138.0
332.0
95.0
2482.0
1576.0
1361.0
1682.0
1315.0
1326.0
1158.0
2090.0
6763.0
676.0
770.0
1059.0
2288.0
30.0
63.0
22.0
""
1115.0
1315.0
299.0
162.0
1264.0
1420.0
807.0
597.0
1389.0
3116.0
505.0
4063.0
878.0
1074.0
10147.0
717.0
350.0
49.0
158.0
269.0
689.0
5816.0
88.0
91.0
1411.0
174.0
201.0
171.0
75.0
220.0
321.0
151.0
81.0
407.0
1005.0
874.0
165.0
735.0
33.0
337.0
4574.0
17864.0
456.0
20.0
497.0
784.0
1199.0
636.0
248.0
141.0
444.0
295.0
255.0
972.0
470.0
446.0
1829.0
3653.0
5801.0
1346.0
794.0
942.0
764.0
1929.0
1290.0
17058.0
2605.0
1364.0
750.0
380.0
3515.0
1056.0
5215.0
1634.0
3515.0
887.0
1564.0
3101.0
1109.0
3907.0
930.0
8876.0
528.0
407.0
1530.0
1949.0
541.0
59.0
220.0
""
756.0
21.0
599.0
2206.0
609.0
244.0
2186.0
700.0
123.0
69.0
""
378.0
518.0
189.0
135.0
364.0
232.0
302.0
297.0
1228.0
356.0
111.0
7461.0
498.0
7480.0
176.0
496.0
""
2153.0
233.0
81.0
39.0
22.0
38.0
84.0
882.0
2296.0
1182.0
2539.0
21489.0
3487.0
1206.0
717.0
948.0
204.0
61.0
171.0
140.0
""
431.0
219.0
290.0
2001.0
67.0
157.0
1580.0
309.0
39.0
224.0
658.0
506.0
2301.0
867.0
2367.0
14041.0
20655.0
1929.0
3374.0
2479.0
2000.0
1776.0
575.0
73.0
1196.0
754.0
918.0
10646.0
738.0
1815.0
1839.0
926.0
""
3116.0
58.0
""
""
20.0
""
97.0
318.0
101.0
139.0
""
""
""
910.0
281.0
261.0
1421.0
230.0
586.0
188.0
442.0
585.0
263.0
""
82.0
2127.0
27.0
171.0
1179.0
986.0
743.0
80.0
242.0
1419.0
1533.0
697.0
190.0
1154.0
""
2190.0
107.0
319.0
122.0
758.0
80.0
51.0
334.0
3650.0
65.0
19782.0
320.0
5263.0
1973.0
134.0
1349.0
2100.0
363.0
650.0
299.0
1457.0
611.0
4904.0
766.0
126.0
1907.0
914.0
119.0
535.0
33.0
6185.0
18260.0
3316.0
4417.0
168.0
99.0
436.0
718.0
306.0
1421.0
1545.0
104.0
117.0
2189.0
1097.0
2434.0
371.0
1612.0
4181.0
3768.0
5869.0
2888.0
14489.0
8518.0
555.0
184.0
106.0
3337.0
3889.0
16440.0
8306.0
""
195.0
11610.0
831.0
3505.0
44572.0
1164.0
725.0
771.0
974.0
5894.0
932.0
2446.0
15129.0
722.0
8946.0
748.0
1801.0
3201.0
715.0
119.0
1412.0
43.0
122.0
124.0
1294.0
905.0
26891.0
