staytract_white_pooled_mean_se
0.0022332538
0.0034060981
0.0074808481
0.0018698983
0.0024396235
0.0066178422
0.0017562261
0.0063103093
0.0074250251
0.0030008175
0.0026652804
0.0014170686
0.0073467074
0.0045948103
0.002700306
0.0083501451
0.010300676
0.0026643144
0.0077207736
0.0083753224
0.0026503436
0.0025029792
0.0029593888
0.0044423533
0.0014490974
0.010057637
0.0044827512
0.0024668211
0.0015153943
0.0059091905
0.0057632322
0.0034890396
0.0016539338
0.0021122673
0.006985412
0.0024931505
0.0061816149
0.0048924163
0.013009932
0.012853051
0.0026318782
0.0066448525
0.0093556456
0.013304221
0.0078025227
0.0070046494
0.0015930396
0.0034011174
0.0020590951
0.0043173591
0.0029858949
0.0024408693
0.003717772
0.015415044
0.011035392
0.0025502671
0.0068543009
0.012317308
0.012027514
0.0050102402
0.0061387531
0.0020436116
0.0095158573
0.0055582868
0.0048334058
0.0051493575
0.009482868
0.0068978369
0.006161958
0.0052286526
0.0077468627
0.0064208372
0.0064102183
0.0040324396
0.0061040111
0.0083398735
0.0044171317
0.005143018
0.0082135089
0.0016434878
0.005398572
0.0040001818
0.0056801555
0.0038973086
0.0013760441
0.0043618674
0.0043100482
0.0033618207
0.002338323
0.0031948192
0.0036555324
0.0058286861
0.005273866
0.0023650418
0.0054627517
0.0089146681
0.0037463643
0.002713243
0.0010166927
0.002069941
0.0016696703
0.0012110401
0.0013574808
0.0017440105
0.0018384017
0.0012375085
0.0019974164
0.00142982
0.0048733605
0.0025039776
0.0031586802
0.0041549816
0.0021675532
0.0099160597
0.0021586171
0.0017957258
0.002450617
0.010951258
0.011393523
0.010727202
0.0039751334
0.0058316831
0.0059290286
0.0057188426
0.006545471
0.0027098474
0.0027851209
0.0064467243
0.0075400849
0.0076643219
0.00085831323
0.0047919154
0.0037450269
0.0062042126
0.0031716065
0.0050120126
0.0024946041
0.0033575946
0.009060611
0.0053397748
0.002865589
0.0034504854
0.011002228
0.0075594503
0.0046704817
0.0098059075
0.0036047846
0.0052408143
0.0067690015
