staytract_other_female_p75
0.19249561
0.25202581
0.11099698
0.13900316
0.1569116
0.19468156
0.1547087
0.11373468
-0.1331459
0.21252643
0.19211924
0.16110174
0.26172709
0.24215321
0.17523719
""
0.11265488
0.18223086
0.35921678
0.325764
0.22786884
0.16136786
0.16982016
0.073973477
0.12645084
0.073711701
0.20655394
0.14496127
0.15064014
0.2217105
0.12808442
0.1540007
0.17569965
0.15136984
0.27484623
0.18551777
0.38374099
0.21898308
""
""
0.23447266
0.16627668
""
""
0.21479045
0.18259576
0.17815188
0.19982694
0.17819853
0.13498326
0.19442631
0.21570332
0.1458208
""
""
0.24427672
0.12433497
-0.20286892
""
0.18845463
0.18735193
0.14464544
""
0.31766233
0.29277539
0.25216109
""
""
0.099486396
-0.018915188
0.066024385
0.12137467
0.25242427
0.14651679
0.17984585
""
0.30317071
0.41940385
0.40827405
0.14277819
0.21087077
0.19176371
0.092853814
0.14063476
0.19389638
0.11340024
0.23304668
0.22192283
0.23066325
0.21313591
0.12947696
0.73920524
0.14603381
0.14874716
0.26918846
0.17990272
0.20363934
0.20227189
0.14369634
0.21358684
0.1283012
0.18734494
0.158455
0.1767775
0.15257512
0.18807273
0.13291717
0.17163527
0.16827957
0.21593143
0.16442424
0.16807003
0.16407739
0.4279027
0.18103254
0.15452422
0.1738155
0.062538043
""
""
0.095920295
0.26079914
0.19023578
0.032857034
0.20670165
0.14715764
0.23652329
0.34977359
0.62171257
0.065482356
0.13428144
0.11016802
0.16856396
0.42998859
0.21566273
0.21242917
0.19365191
0.18974182
-0.031750564
0.058683701
0.20205332
0.15096092
""
0.028038763
0.09424822
""
0.18536174
0.1710965
0.29056719
0.33300149
0.20962286
0.16452293
0.17943135
0.036425855
0.15619817
0.18577443
0.32992557
0.14779197
0.17242339
0.17500964
""
""
0.14663416
0.19046196
0.13275699
0.16360724
0.25999945
0.23730539
0.22141534
0.15287636
0.13920881
0.11873192
0.17897466
0.15964633
0.15803245
0.1469001
0.14074072
0.16991633
0.15378626
0.18938464
0.20970725
0.25971979
0.15292317
0.27907389
0.19017255
0.15292214
0.074851371
0.1495903
0.16943322
""
0.17349489
0.25199559
