stayhome_asian_female_n
""
20.0
""
""
""
""
""
43.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
36.0
""
""
""
""
26.0
""
""
""
""
""
""
29.0
""
200.0
""
""
""
67.0
""
""
""
228.0
""
""
""
209.0
""
108.0
32.0
""
""
""
""
""
""
68.0
""
""
""
42.0
""
""
""
""
""
""
509.0
""
""
""
""
73.0
""
""
41.0
""
23.0
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
29.0
""
""
""
""
2153.0
43.0
""
511.0
55.0
""
36.0
74.0
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
20.0
""
""
33.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
190.0
""
""
25.0
""
""
233.0
""
""
""
""
""
106.0
""
""
""
8748.0
""
""
148.0
""
""
4205.0
23.0
126.0
1989.0
29.0
79.0
80.0
""
950.0
216.0
""
""
34728.0
76.0
318.0
""
29.0
551.0
""
""
827.0
212.0
24.0
12429.0
347.0
""
2702.0
4345.0
44.0
3577.0
8174.0
7460.0
2274.0
194.0
5216.0
522.0
12033.0
235.0
125.0
""
""
2377.0
507.0
817.0
345.0
32.0
""
414.0
21.0
1712.0
331.0
147.0
496.0
""
845.0
""
""
""
260.0
80.0
""
""
""
""
""
""
""
""
531.0
""
179.0
""
""
481.0
""
""
""
""
""
""
""
""
578.0
""
""
""
""
132.0
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
73.0
""
988.0
750.0
86.0
113.0
589.0
248.0
99.0
31.0
86.0
473.0
63.0
375.0
186.0
""
141.0
""
341.0
1419.0
""
58.0
49.0
178.0
66.0
""
""
""
936.0
319.0
38.0
""
""
""
""
""
""
""
""
54.0
53.0
852.0
""
43.0
""
""
""
99.0
181.0
138.0
""
""
""
110.0
100.0
47.0
1159.0
39.0
""
201.0
""
1277.0
191.0
694.0
208.0
768.0
219.0
""
48.0
101.0
75.0
136.0
432.0
""
""
""
""
201.0
""
""
""
""
""
""
""
21.0
""
61.0
29.0
""
""
66.0
""
""
""
""
""
""
""
""
25.0
""
30.0
""
""
146.0
22.0
""
54.0
49.0
""
545.0
""
622.0
""
""
215.0
""
29.0
""
""
""
""
""
1047.0
""
""
27.0
44.0
""
""
""
""
""
""
""
107.0
32.0
50.0
""
728.0
""
""
20.0
23.0
""
""
1637.0
34.0
67.0
""
""
""
""
""
127.0
89.0
""
25.0
""
""
""
""
""
""
""
""
""
""
47.0
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
149.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
125.0
46.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
35.0
""
""
""
""
458.0
6043.0
253.0
893.0
199.0
""
23.0
""
""
""
""
""
""
29.0
""
""
""
39.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
180.0
""
""
""
""
""
8425.0
""
""
44.0
""
""
3165.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
459.0
43.0
35.0
""
1186.0
38.0
""
""
""
""
""
176.0
67.0
22.0
""
68.0
20.0
""
""
""
""
""
""
""
""
""
""
123.0
""
""
""
""
""
""
""
""
70.0
147.0
""
89.0
""
""
""
""
23.0
39.0
""
40.0
""
""
""
""
""
28.0
652.0
""
229.0
""
""
188.0
49.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
25.0
""
88.0
""
25.0
""
""
""
""
24.0
""
199.0
""
""
44.0
""
30.0
""
""
""
""
""
""
43.0
""
31.0
""
218.0
34.0
""
32.0
457.0
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
86.0
""
""
60.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
""
""
""
51.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
25.0
""
""
""
23.0
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
119.0
""
""
""
""
102.0
""
""
""
""
""
22.0
""
""
""
""
""
""
30.0
""
""
""
""
""
""
424.0
28.0
""
""
""
112.0
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
123.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
69.0
""
""
""
""
78.0
48.0
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
483.0
""
""
""
""
""
49.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
61.0
""
532.0
48.0
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
154.0
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
29.0
""
""
""
""
""
27.0
""
""
""
146.0
""
""
23.0
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
""
""
""
299.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
56.0
82.0
61.0
""
""
""
""
""
""
360.0
""
""
""
""
""
82.0
""
""
770.0
""
91.0
38.0
""
""
""
""
""
""
590.0
41.0
20.0
""
62.0
""
""
""
49.0
22.0
""
""
""
""
""
46.0
74.0
28.0
""
66.0
""
66.0
36.0
""
""
""
""
""
""
28.0
""
132.0
""
""
36.0
""
""
""
28.0
""
""
""
""
""
77.0
27.0
521.0
1022.0
35.0
""
87.0
42.0
110.0
""
159.0
""
197.0
801.0
""
3520.0
1351.0
""
74.0
""
""
76.0
80.0
26.0
318.0
74.0
64.0
261.0
""
634.0
32.0
230.0
96.0
2435.0
""
1127.0
197.0
1174.0
670.0
""
""
43.0
""
""
""
""
""
40.0
""
101.0
""
68.0
20.0
""
""
""
""
38.0
""
""
""
65.0
""
189.0
""
""
""
""
""
""
""
314.0
""
""
""
27.0
43.0
145.0
""
421.0
""
""
33.0
""
28.0
68.0
""
""
871.0
""
""
""
""
""
45.0
""
47.0
""
""
47.0
""
1657.0
""
""
""
""
""
""
250.0
""
""
88.0
48.0
23.0
""
""
20.0
""
""
422.0
1341.0
""
""
454.0
""
26.0
22.0
""
37.0
""
""
76.0
""
""
23.0
""
""
""
""
20.0
531.0
""
""
""
""
""
26.0
""
2074.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
29.0
""
""
44.0
""
216.0
""
""
""
""
""
""
1582.0
""
""
""
46.0
""
""
72.0
130.0
40.0
""
85.0
25.0
""
""
""
""
""
""
""
321.0
""
""
33.0
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
21.0
230.0
94.0
""
""
""
""
124.0
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
125.0
29.0
""
""
""
""
25.0
""
""
34.0
""
""
""
""
130.0
""
24.0
""
""
""
""
""
""
""
""
""
20.0
""
""
103.0
""
""
""
""
""
""
""
""
369.0
26.0
49.0
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
26.0
""
75.0
""
32.0
""
""
""
""
""
""
126.0
""
""
""
857.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
225.0
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
265.0
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
248.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
2599.0
""
""
""
""
""
""
""
""
""
""
""
""
485.0
""
37.0
""
""
""
""
20.0
254.0
54.0
156.0
63.0
""
461.0
3138.0
569.0
907.0
44.0
65.0
1294.0
268.0
1686.0
124.0
717.0
3378.0
1015.0
1239.0
350.0
809.0
34.0
935.0
89.0
950.0
68.0
374.0
""
""
""
""
39.0
""
51.0
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
42.0
""
""
42.0
""
""
""
""
""
""
280.0
""
1412.0
163.0
31.0
21.0
40.0
37.0
""
23.0
23.0
""
""
300.0
466.0
""
""
""
21.0
""
""
""
48.0
5356.0
""
21.0
23.0
718.0
22.0
3186.0
4590.0
77.0
119.0
385.0
47.0
234.0
""
32.0
20.0
47.0
11350.0
62.0
1068.0
831.0
""
110.0
139.0
""
""
""
37.0
1625.0
42.0
21.0
82.0
92.0
29.0
""
42.0
1446.0
""
""
53.0
""
""
""
""
""
""
""
""
""
61.0
116.0
58.0
""
""
""
""
186.0
""
""
""
""
34.0
""
52.0
225.0
""
""
58.0
""
""
192.0
""
134.0
""
79.0
""
""
""
""
392.0
""
22.0
""
25.0
""
""
""
68.0
""
22.0
""
""
""
""
""
""
""
""
870.0
""
21.0
""
""
57.0
""
102.0
104.0
""
""
""
""
""
39.0
""
53.0
23.0
""
23.0
69.0
""
""
""
39.0
""
""
""
""
""
50.0
""
681.0
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
39.0
""
""
23.0
""
""
""
232.0
""
""
44.0
51.0
""
""
""
""
945.0
""
""
110.0
22.0
52.0
""
929.0
""
""
25.0
136.0
""
467.0
41.0
""
""
""
""
""
""
""
""
""
""
112.0
""
42.0
""
86.0
230.0
""
59.0
35.0
62.0
""
""
34.0
""
328.0
""
""
20.0
""
""
""
""
""
""
50.0
""
""
49.0
""
""
""
""
22.0
117.0
317.0
55.0
21.0
""
""
""
86.0
""
31.0
""
53.0
""
""
""
""
""
""
""
""
""
136.0
""
""
""
""
266.0
""
104.0
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
680.0
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
411.0
21.0
36.0
""
""
""
""
75.0
373.0
25.0
""
20.0
""
""
46.0
31.0
""
""
""
""
79.0
""
27.0
""
""
183.0
23.0
43.0
""
213.0
""
1416.0
44.0
""
""
32.0
""
""
""
934.0
""
48.0
29.0
615.0
""
""
""
175.0
30.0
""
686.0
43.0
32.0
""
""
82.0
339.0
""
""
""
""
22.0
190.0
214.0
725.0
""
91.0
""
""
46.0
""
""
""
""
""
""
106.0
334.0
27.0
64.0
293.0
100.0
31.0
""
33.0
""
70.0
1304.0
""
201.0
""
""
2085.0
""
""
31.0
""
""
""
""
""
""
""
""
40.0
""
116.0
""
199.0
23.0
110.0
48.0
586.0
53.0
""
44.0
""
29.0
""
""
31.0
124.0
""
135.0
""
""
""
""
""
""
""
51.0
""
""
31.0
""
201.0
""
""
71.0
""
""
""
""
""
102.0
""
""
""
""
""
22.0
30.0
194.0
""
202.0
49.0
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
26.0
22.0
""
""
""
