staytract_pooled_pooled_mean_se
0.0057206908
0.0038091936
0.0088379644
0.011945524
0.0070999702
0.015501679
0.0097604124
0.0040092384
0.0076113977
0.011214707
0.0081596123
0.013351354
0.0090943035
0.015239646
0.014234352
0.0061196042
0.0062425965
0.01291821
0.015857415
0.0079557141
0.014332609
0.0055415374
0.0054768901
0.0060028397
0.006686036
0.0053807916
0.0081171403
0.0046678972
0.012015349
0.0094859786
0.010107076
0.013999036
0.012550274
0.010777963
0.0043560923
0.0072503006
0.0016160513
0.014553204
0.0050127991
0.0081804413
0.004516948
0.0057600527
0.01287285
0.0099384785
0.0025442617
0.0099301785
0.010308234
0.005204869
0.0021288467
0.010558596
0.0024983529
0.0040416024
0.014415847
0.01144766
0.0089937607
0.011455296
0.0059866244
0.0060496186
0.0031943945
0.01434065
0.0051914272
0.0074202921
0.0035375508
0.0063756919
0.013317953
0.014438075
0.010696004
0.043374185
0.035988905
0.0022072978
0.01788914
0.042350147
0.030827481
0.035184629
0.0041595264
0.041783512
0.036716502
0.0075987023
0.007459302
0.012936605
0.011420445
0.023330297
0.052597806
0.0061346618
0.022506211
0.027279122
0.025879184
0.042643979
0.02373364
0.015303164
0.082533173
0.023792921
0.018293122
0.039215699
""
0.025164396
0.0081264861
0.0036213836
0.0038607575
0.0065087611
0.0083713289
0.01390136
0.013492823
0.000693838
0.003012001
0.0050450377
0.0014149565
0.0033870966
0.006720928
0.0030271404
0.0033642717
0.010065708
0.009591396
0.0071195951
0.0031503874
0.0079153832
0.012977023
0.022636164
0.009475247
0.011279146
0.0098221675
0.011604723
0.0095041478
0.017812343
0.0097480668
0.010177796
0.0050510699
0.0057793059
0.0054286611
0.010588193
0.016720816
0.010498537
0.010602829
0.0046957782
0.0121621
0.01464367
0.0046528499
0.012359302
0.0074195322
0.0096614202
0.0084303934
0.013053644
0.0075379936
0.015905602
0.011997209
0.0043416624
0.010128859
0.020403441
0.01216818
0.013052139
0.014751342
0.013766161
0.010366993
0.005345752
0.013071033
0.013284565
0.0065349867
0.006000618
0.013286973
0.018672053
0.015552667
0.015302493
0.0080738477
0.016202185
0.0080833258
0.016793445
0.010061461
0.010435677
0.0059633041
0.019598125
0.00204976
0.011364687
0.0087273801
0.0045908028
0.016046124
0.019348271
0.00355572
0.012584253
0.011761981
0.016160809
0.0063843881
0.011708387
0.0033593364
0.0057578948
0.018367495
0.011404442
0.0011747247
0.045011435
0.0072881775
0.0028736435
0.0077500702
0.011565806
0.0013207047
0.0081859389
0.002842308
0.0015045682
0.0091229733
0.0039851074
0.0033712888
0.010567883
0.0015543584
0.0037428073
0.0064348676
0.0070483345
0.0005102799
0.003733295
0.0028724072
0.0097772162
0.0050832909
0.0027603223
0.016121406
0.019699855
0.0021635899
0.0036808157
0.0039451797
0.00087444996
0.0021716005
0.012425881
0.0010035373
0.0011159249
0.0052950075
0.00094489055
0.00082742656
0.0020576406
0.001611486
0.0027206426
0.0017658203
0.0022695423
0.0011079338
0.0027938539
0.0027834908
0.031127874
0.0064444495
0.0018256023
0.0019700869
0.0018191158
0.0041787201
0.0054850522
0.015302241
0.0021889978
0.0057207122
0.0015157977
0.0033459163
0.0047598779
0.0018906925
0.010455675
0.0013723996
0.014335169
0.02202417
0.018275075
0.0022516812
0.0043684258
0.0099435123
0.048285197
0.012547755
0.020319557
