hours_wk_white_pooled_p75_se
1.382187
0.90541786
2.3283997
3.0582116
1.6744723
""
3.0195918
1.1192803
2.1448507
3.0799451
2.3672285
4.0053773
2.5745504
4.317862
2.8511102
1.3881148
1.8001397
4.9554472
5.6576204
1.7444383
3.3075781
1.4769272
1.4701988
2.2223873
1.7644116
1.3454795
2.4526401
1.3256721
3.1361063
2.2844586
2.3454068
""
3.7739501
2.1784196
0.88363332
1.6576691
0.47196165
4.2779756
1.2720244
2.1882164
1.1963382
1.2945038
""
""
0.68077427
2.9379351
2.5622842
1.2571119
0.65528768
2.6351497
0.75831038
1.0136335
6.1448741
3.26177
2.413022
3.1288502
2.1488094
1.5713153
0.73135805
""
1.4873134
1.939213
0.90815341
1.7158359
3.861017
""
2.5921218
""
""
0.59703523
""
""
""
""
1.0258645
""
""
1.4669974
1.5843637
2.2362158
3.1628053
""
""
1.4682055
""
""
""
""
6.7307978
3.546555
""
""
4.7542524
""
""
""
4.2548246
1.3766674
1.1138202
2.0706208
2.48862
3.3630812
5.2540812
0.21346051
1.1931558
2.0325067
0.48029613
1.3976085
4.2931671
1.0774926
1.3831356
2.8169906
2.5687344
2.0766125
0.87111485
1.8096682
3.5906296
""
2.8393724
4.0985484
2.6321397
2.9712644
2.1880186
3.9082177
2.3109038
2.4223368
1.4060225
1.6717838
1.7696812
3.2562757
3.5046785
3.3635252
2.6861091
1.1176486
3.2576039
4.2144861
1.5234048
2.2126536
1.9208167
3.2521026
2.3202143
3.6819894
1.788551
5.1762943
3.2490346
1.4466292
2.3773293
6.9394898
2.8364577
5.4515209
4.9626994
3.6293986
2.404747
1.4893459
3.9574525
5.2498856
1.8158562
1.7106929
4.3425417
4.8932157
4.9844246
4.3754878
2.7353756
3.839627
4.2510357
4.1456962
2.5323348
3.6105335
1.6054094
4.9701529
0.60804993
3.0033934
3.1704912
1.0642481
5.4797087
7.1086102
1.0414619
3.1567059
4.1111088
4.9174209
1.5501437
3.09831
0.98226207
1.5173538
5.2703152
3.1174893
0.37879106
""
1.94654
0.93702608
2.133997
3.6275797
0.37876534
2.5581567
0.75613844
0.58496231
2.3354363
1.2236563
1.9542689
2.5665629
0.57688719
1.2390227
2.1734574
1.8391373
0.19906931
1.4973495
0.68198276
3.3124287
1.495557
1.0709779
4.748414
4.6221066
0.80765319
0.92203891
1.1415248
0.25440472
0.63243663
2.577225
0.39110824
0.35970506
1.5546336
0.36924979
