lpov_nbh_pooled_male_p25
0.32675585
0.38380951
0.12301756
0.46576056
0.20760384
0.14511405
0.17903511
0.1984179
0.10353014
0.096850358
0.15103537
0.12709604
0.13527399
0.086900137
0.092130937
0.22223398
0.20912641
0.1623683
0.14091678
0.18158139
0.19609025
0.14876837
0.21599378
0.17517713
0.1119081
0.30446923
0.1391526
0.25993454
0.20438553
0.1283884
0.13208096
0.20022848
0.27335957
0.13570772
0.16260381
0.13767202
0.2769812
0.13739781
0.2682116
0.26089552
0.2359152
0.29175186
0.15900636
0.17676736
0.30562577
0.25190505
0.17431226
0.16356711
0.2316331
0.16333671
0.268527
0.27784127
0.16846839
0.12057617
0.15995456
0.11542958
0.22433993
0.24939048
0.40554196
0.18005624
0.2194261
0.1766818
0.31970167
0.18906984
0.12374433
0.16386439
0.16555485
0.39268151
0.27002069
0.5386107
0.13811748
0.63887125
0.87214172
0.21508974
0.51021141
0.38892221
0.50798023
0.63266784
0.52908409
0.31603914
0.5045101
0.35952783
0.30190831
0.50362116
0.23867594
0.65882212
0.10449263
0.8435998
0.32730871
0.56782711
""
0.64228886
0.45016778
0.45963007
""
0.19806242
0.14693885
0.3162694
0.29746833
0.38317469
0.26024604
0.25322393
0.24293639
0.36875346
0.34366682
0.2381552
0.30208129
0.33464852
0.1737711
0.36091375
0.20007533
0.12966269
0.20690623
0.25053665
0.3113324
0.14652953
0.12457603
0.10291737
0.14412299
0.12703815
0.1260839
0.12422702
0.16246684
0.11617397
0.099562667
0.10417796
0.21452104
0.12822595
0.21505049
0.25157997
0.13039486
0.14022137
0.11331091
0.26865485
0.12743135
0.13458075
0.20649283
0.50948465
0.2307159
0.13478094
0.26933807
0.12920392
0.088381186
0.14428136
0.10383739
0.21357308
0.20686497
0.10397203
0.11971273
0.13446954
0.13765238
0.24712706
0.22932513
0.2578162
0.12015272
0.23396242
0.2066762
0.15173785
0.14293985
0.15081729
0.2076731
0.058583736
0.13230909
0.16195305
0.15964897
0.15411566
0.099134713
0.15034594
0.20262286
0.14482056
0.22719125
0.12320602
0.1572767
0.30917874
0.15494521
0.13797711
0.24153829
0.25944319
0.1919671
0.12315506
0.1525652
0.18372509
0.18474546
0.17707302
0.11221756
0.1622771
0.42842489
0.26564988
0.53364515
0.32701403
0.49766767
0.36837882
0.48656017
0.22707717
0.53144699
0.22010009
0.19805267
0.21538718
0.19044909
0.49402624
0.2565062
0.26042485
0.31197342
0.31517178
0.35236472
0.22965476
0.60691631
0.37893328
0.2816658
0.19983473
0.18707567
0.52110302
0.29378146
0.40959275
0.52249581
0.44091022
0.58788985
0.36130691
0.36337203
0.4020386
0.3874605
0.35934278
0.42918369
0.5109368
0.33768344
0.51885128
0.55240333
0.41888955
0.48194331
0.33266127
0.29609108
0.31047919
0.30310556
0.4410497
0.46745309
0.3164098
0.45653284
0.23159076
0.28869763
0.19934611
0.41244358
0.46936989
0.41676909
0.31192794
0.35891896
0.2297675
0.45423642
0.48419333
0.41546968
0.19473104
0.48921412
0.53568012
0.37333
0.28710887
0.54383522
0.1807512
0.24263799
0.29509068
0.32949728
0.34137434
0.27130458
-0.034740467
0.6320827
0.53777677
0.60907227
0.40531492
0.34028989
0.50639838
0.33390397
0.54400909
0.42908794
""
0.24025373
0.35893479
0.50489366
0.39642882
0.51578814
0.25270781
0.50095713
0.44871226
0.28447348
0.30044472
0.35891235
0.37539816
""
0.25110963
0.34163532
0.39480618
0.32014722
0.22184587
0.48181099
0.57489598
0.62686074
0.56333607
0.32934272
0.31478342
0.63614142
0.26675162
0.57015514
0.26392555
""
0.20366567
0.27789086
0.66294891
0.46438548
0.28329596
0.387476
0.42294198
0.48225147
0.49322373
0.64476359
0.68563753
0.5229035
0.59926814
0.67118448
0.46833435
0.38908145
0.4190174
0.47588301
0.32299456
0.24791859
0.23421167
0.30418339
0.22332355
0.45002431
0.35820392
0.15880433
0.45945975
0.29142278
0.42326266
0.41348958
0.19962314
0.19442521
0.13541926
0.32060516
0.24698444
0.39712545
0.094733186
0.14964268
0.1844653
0.3111439
0.16570114
0.12974028
0.18036257
0.17453305
0.36412397
0.30071956
0.32200986
0.15372826
0.34838298
0.2707364
0.30940008
0.20759004
0.34993735
0.36802492
0.30208316
0.17457096
0.10631065
0.13832444
0.35226944
0.27438706
0.49104032
0.30073506
0.48019075
0.46701464
0.38680318
0.23737095
0.35018924
0.39666903
0.36867636
0.37074462
0.35304055
0.3172282
0.18302144
0.39113551
0.33826196
0.38009778
0.45917475
0.44614759
0.28141415
0.15790226
0.11430201
0.15593588
0.36226159
0.21965049
